sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label
5,1,hunting,45,52,375,382,7,16.0,40.0,346.0,370.0,,,,,,,,,,verb.motion,1
6,0,passed,6,12,421,427,7,3.0,5.0,418.0,420.0,,13.0,21.0,428.0,436.0,,,,,verb.motion,1
6,1,heard,26,31,441,446,7,23.0,25.0,438.0,440.0,,32.0,50.0,447.0,465.0,,,,,verb.perception,1
7,2,listen,39,45,506,512,"7,10",6.0,24.0,473.0,491.0,,,,,,,,,,verb.perception,1
7,3,thinking,47,55,514,522,7,25.0,27.0,492.0,494.0,7,56.0,103.0,523.0,570.0,,,,,verb.cognition,1
7,6,give,89,93,556,560,7,69.0,71.0,536.0,538.0,,94.0,103.0,561.0,570.0,,,,,verb.possession,1
9,0,said,0,4,613,617,,,,,,11,5.0,20.0,618.0,633.0,,,,,verb.communication,1
10,1,work,23,27,658,662,75,6.0,8.0,641.0,643.0,,,,,,,,,,verb.social,1
10,3,get,79,82,714,717,75,64.0,71.0,699.0,706.0,,,,,,,,,,verb.possession,1
12,2,want,40,44,817,821,11,26.0,28.0,803.0,805.0,,45.0,61.0,822.0,838.0,,,,,verb.emotion,1
14,0,interrupted,38,49,974,985,,25.0,37.0,961.0,973.0,11,50.0,66.0,986.0,1002.0,,,,,verb.communication,1
16,0,asked,0,5,1020,1025,,,,,,11,6.0,9.0,1026.0,1029.0,,,,,verb.communication,1
18,0,replied,0,7,1036,1043,,,,,,12,8.0,16.0,1044.0,1052.0,,,,,verb.communication,1
21,0,Let,0,3,1083,1086,,,,,,13,4.0,9.0,1087.0,1092.0,,,,,verb.social,1
22,1,pulled,41,47,1136,1142,13,17.0,26.0,1112.0,1121.0,,48.0,55.0,1143.0,1150.0,,,,,verb.contact,1
23,0,entered,12,19,1183,1190,79,3.0,11.0,1174.0,1182.0,,,,,,,,,,verb.motion,1
23,1,noticed,24,31,1195,1202,79,21.0,23.0,1192.0,1194.0,,32.0,96.0,1203.0,1267.0,,,,,verb.perception,1
24,0,pretended,3,12,1272,1281,79,0.0,2.0,1269.0,1271.0,79,13.0,66.0,1282.0,1335.0,,,,,verb.creation,1
24,2,see,43,46,1312,1315,79,0.0,2.0,1269.0,1271.0,79,47.0,66.0,1316.0,1335.0,,,,,verb.perception,1
24,3,said,77,81,1346,1350,79,0.0,2.0,1269.0,1271.0,"13,79",83.0,114.0,1352.0,1383.0,,,,,verb.communication,1
24,5,let,96,99,1365,1368,13,83.0,86.0,1352.0,1355.0,"13,79",100.0,114.0,1369.0,1383.0,,,,,verb.social,1
24,6,disturb,103,110,1372,1379,79,100.0,102.0,1369.0,1371.0,13,111.0,114.0,1380.0,1383.0,,,,,verb.contact,1
25,0,have,2,6,1387,1391,79,0.0,1.0,1385.0,1386.0,,7.0,22.0,1392.0,1407.0,,,,,verb.possession,1
26,0,Tell,0,4,1442,1446,,,,,,79,5.0,7.0,1447.0,1449.0,,,,,verb.communication,1
29,0,answered,0,8,1546,1554,,,,,,13,9.0,12.0,1555.0,1558.0,,,,,verb.communication,1
31,1,do,20,22,1627,1629,13,9.0,16.0,1616.0,1623.0,,23.0,27.0,1630.0,1634.0,,,,,verb.social,1
31,2,cried,30,35,1637,1642,13,1.0,27.0,1608.0,1634.0,79,36.0,44.0,1643.0,1651.0,,,,,verb.communication,1
32,1,come,10,14,1705,1709,13,0.0,3.0,1695.0,1698.0,79,23.0,37.0,1718.0,1732.0,,,,,verb.motion,1
33,1,feel,9,13,1743,1747,13,0.0,3.0,1734.0,1737.0,13,14.0,40.0,1748.0,1774.0,,,,,verb.perception,1
33,3,promise,44,51,1778,1785,79,42.0,43.0,1776.0,1777.0,13,52.0,55.0,1786.0,1789.0,,,,,verb.communication,1
34,0,ask,18,21,1809,1812,79,11.0,12.0,1802.0,1803.0,"13,79",22.0,38.0,1813.0,1829.0,,,,,verb.communication,1
34,2,obey,55,59,1846,1850,13,45.0,48.0,1836.0,1839.0,79,60.0,69.0,1851.0,1860.0,70.0,77.0,1861.0,1868.0,verb.communication,1
35,0,stared,38,44,1909,1915,"17,5",0.0,37.0,1871.0,1908.0,17,45.0,51.0,1916.0,1922.0,52.0,108.0,1923.0,1979.0,verb.perception,1
37,1,exclaimed,35,44,2054,2063,,5.0,9.0,2024.0,2028.0,80,56.0,77.0,2075.0,2096.0,,,,,verb.communication,1
38,1,do,8,10,2106,2108,,0.0,2.0,2098.0,2100.0,79,11.0,33.0,2109.0,2131.0,,,,,verb.social,1
38,2,tell,26,30,2124,2128,79,11.0,21.0,2109.0,2119.0,,31.0,33.0,2129.0,2131.0,,,,,verb.communication,1
39,2,disobey,36,43,2169,2176,,10.0,12.0,2143.0,2145.0,79,44.0,47.0,2177.0,2180.0,,,,,verb.communication,1
40,0,smiled,9,15,2214,2220,79,0.0,8.0,2205.0,2213.0,,,,,,,,,,verb.body,1
40,1,twinkled,30,38,2235,2243,79,21.0,29.0,2226.0,2234.0,,,,,,,,,,verb.body,1
41,2,said,30,34,2275,2279,,1.0,27.0,2246.0,2272.0,79,35.0,37.0,2280.0,2282.0,,,,,verb.communication,1
42,0,Lock,1,5,2285,2289,,,,,,13,6.0,15.0,2290.0,2299.0,,,,,verb.contact,1
42,1,put,21,24,2305,2308,,,,,,13,25.0,32.0,2309.0,2316.0,,,,,verb.contact,1
43,0,looked,10,16,2344,2350,13,0.0,9.0,2334.0,2343.0,13,17.0,52.0,2351.0,2386.0,54.0,115.0,2388.0,2449.0,verb.perception,1
43,1,thought,27,34,2361,2368,13,23.0,26.0,2357.0,2360.0,,35.0,52.0,2369.0,2386.0,,,,,verb.cognition,1
43,3,seeing,54,60,2388,2394,13,0.0,9.0,2334.0,2343.0,,61.0,115.0,2395.0,2449.0,,,,,verb.cognition,1
44,1,say,18,21,2469,2472,13,4.0,7.0,2455.0,2458.0,,22.0,24.0,2473.0,2475.0,,,,,verb.communication,1
44,2,did,30,33,2481,2484,13,4.0,7.0,2455.0,2458.0,,,,,,,,,,verb.social,1
44,3,told,46,50,2497,2501,79,37.0,45.0,2488.0,2496.0,13,51.0,54.0,2502.0,2505.0,,,,,verb.communication,1
45,1,reached,71,78,2578,2585,24,56.0,70.0,2563.0,2577.0,,79.0,89.0,2586.0,2596.0,,,,,verb.motion,1
46,0,led,31,34,2629,2632,27,22.0,30.0,2620.0,2628.0,"17,5",35.0,67.0,2633.0,2665.0,,,,,verb.motion,1
49,1,entered,57,64,2943,2950,"33,79,35",22.0,56.0,2908.0,2942.0,,,,,,,,,,verb.motion,1
49,2,took,70,74,2956,2960,"33,79,35",22.0,56.0,2908.0,2942.0,,75.0,79.0,2961.0,2965.0,,,,,verb.motion,1
52,0,hope,3,7,3127,3131,79,1.0,2.0,3125.0,3126.0,,8.0,42.0,3132.0,3166.0,,,,,verb.emotion,1
52,4,said,45,49,3169,3173,79,1.0,33.0,3125.0,3157.0,79,50.0,52.0,3174.0,3176.0,,,,,verb.communication,1
54,0,wish,2,6,3267,3271,79,0.0,1.0,3265.0,3266.0,,7.0,38.0,3272.0,3303.0,,,,,verb.emotion,1
59,0,bowing,6,12,3522,3528,,,,,,"38,79",13.0,26.0,3529.0,3542.0,,,,,verb.communication,1
59,1,left,31,35,3547,3551,79,28.0,30.0,3544.0,3546.0,,36.0,44.0,3552.0,3560.0,,,,,verb.motion,1
60,1,hear,9,13,3571,3575,,5.0,8.0,3567.0,3570.0,79,14.0,26.0,3576.0,3588.0,,,,,verb.cognition,1
60,2,said,22,26,3584,3588,79,14.0,18.0,3576.0,3580.0,,,,,,,,,,verb.communication,1
