sentence_id,text,start,end
0,"""It is so delightfully cold,"" said the Snow Man, ""that it makes my whole body crackle. ",0,87
1,This is just the kind of wind to blow life into one. ,87,140
2,"How that great red thing up there is staring at me!"" ",140,193
3,"He meant the sun, who was just setting. ",193,233
4,"""It shall not make me wink. ",233,261
5,"I shall manage to keep the pieces."" ",261,297
6,"He had two triangular pieces of tile in his head, instead of eyes. ",297,364
7,"His mouth was made of an old broken rake, and was, of course, furnished with teeth. ",364,448
8,"He had been brought into existence amidst the joyous shouts of boys, the jingling of sleigh-bells, and the slashing of whips. ",448,574
9,"The sun went down, and the full moon rose, large, round, and clear, shining in the deep blue. ",574,668
10,"""There it comes again, from the other side,"" said the Snow Man, who supposed the sun was showing himself once more. ",668,784
11,"""Ah, I have cured him of staring, though. ",784,826
12,"Now he may hang up there, and shine, that I may see myself. ",826,886
13,"If I only knew how to manage to move away from this place,--I should so like to move. ",886,972
14,"If I could, I would slide along yonder on the ice, as I have seen the boys do. ",972,1051
15,But I don't understand how. ,1051,1079
16,"I don't even know how to run."" ",1079,1110
17,"""Away, away,"" barked the old yard-dog. ",1110,1149
18,"He was quite hoarse, and could not pronounce ""Bow wow"" properly. ",1149,1214
19,"He had once been an indoor dog, and lay by the fire, and he had been hoarse ever since. ",1214,1302
20,"""The sun will make you run some day. ",1302,1339
21,"I saw him, last winter, make your predecessor run, and his predecessor before him. ",1339,1422
22,"Away, away, they all have to go."" ",1422,1456
23,"""I don't understand you, comrade,"" said the Snow Man. ",1456,1510
24,"""Is that thing up yonder to teach me to run? ",1510,1555
25,"I saw it running itself a little while ago, and now it has come creeping up from the other side."" ",1555,1653
26,"""You know nothing at all,"" replied the yard-dog; ",1653,1702
27," ""but then, you've only lately been patched up. ",1701,1749
28,"What you see yonder is the moon, and the one before it was the sun. ",1749,1817
29,"It will come again to-morrow, and most likely teach you to run down into the ditch by the well. ",1817,1913
30,I think the weather is going to change. ,1913,1953
31,I can feel such pricks and stabs in my left leg. ,1953,2002
32,"I am sure there is going to be a change."" ",2002,2044
33,"""I don't understand him,"" said the Snow Man to himself. ",2044,2100
34,"""But I have a feeling that he is talking of something very disagreeable. ",2100,2173
35,"The one who stared so just now, and whom he calls the sun, is not my friend; ",2173,2250
36," I can feel that too."" ",2249,2272
37,"""Away, away,"" barked the yard-dog, and then he turned round three times, and crept into his kennel to sleep. ",2272,2381
38,There was really a change in the weather. ,2381,2423
39,"Towards morning, a thick fog covered the whole country round, and a keen wind arose, so that the cold seemed to freeze one's bones. ",2423,2555
40,"But when the sun rose, the sight was splendid. ",2555,2602
41,"Trees and bushes were covered with hoar frost, and looked like a forest of white coral. ",2602,2690
42,While on every twig glittered frozen dew-drops. ,2690,2738
43,"The many delicate forms concealed in summer by luxuriant foliage, were now clearly defined, and looked like glittering lace-work. ",2738,2868
44,From every twig glistened a white radiance. ,2868,2912
45,"The birch, waving in the wind, looked full of life, like trees in summer. ",2912,2986
46,Its appearance was wondrously beautiful. ,2986,3027
47,"And where the sun shone, how everything glittered and sparkled, as if diamond dust had been strewn about. ",3027,3133
48,"While the snowy carpet of the earth appeared as if covered with diamonds, from which countless lights gleamed, whiter than even the snow itself. ",3133,3278
49,"""This is really beautiful,"" said a young girl, who had come into the garden with a young man. ",3278,3372
50,"They both stood still near the Snow Man, and contemplated the glittering scene. ",3372,3452
51,"""Summer cannot show a more beautiful sight,"" she exclaimed, while her eyes sparkled. ",3452,3537
52,"""And we can't have such a fellow as this in the summer time,"" replied the young man, pointing to the Snow Man; ",3537,3648
53," ""he is capital."" ",3647,3665
54,"The girl laughed, and nodded at the Snow Man, and then tripped away over the snow with her friend. ",3665,3764
55,"The snow creaked and crackled beneath her feet, as if she had been treading on starch. ",3764,3851
56,"""Who are these two?"" ",3851,3872
57,asked the Snow Man of the yard-dog. ,3872,3908
58,"""You have been here longer than I have. ",3908,3948
59,"Do you know them?"" ",3948,3967
60,"""Of course I know them,"" replied the yard-dog; ",3967,4014
61," ""she has stroked my back many times, and he has given me a bone of meat. ",4013,4087
62,"I never bite those two."" ",4087,4112
63,"""But what are they?"" ",4112,4133
64,asked the Snow Man. ,4133,4153
65,"""They are lovers,"" he replied; ",4153,4184
66," ""they will go and live in the same kennel by-and-by, and gnaw at the same bone. ",4183,4264
67,"Away, away!"" ",4264,4277
