sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"ONCE upon a time there was a poor tenant farmer who had a number of children whom he could feed but poorly, and had to clothe in the scantiest way. ",feed,BEFORE,"The whole family sat around the hearth, and each was busy with some work or other. ",sat,0,6,3,0
"The whole family sat around the hearth, and each was busy with some work or other. ",sat,BEFORE,The man went out to see who was there. ,see,6,8,0,1
The man went out to see who was there. ,see,AFTER,"When he stepped outside, there stood a great white bear. ",stood,8,9,1,1
"When he stepped outside, there stood a great white bear. ",stood,BEFORE,"""Good evening,"" said the white bear. ",said,9,10,1,0
"""Good evening,"" said the white bear. ",said,BEFORE,"""Good evening,"" returned the man. ",returned,10,11,0,0
"""Good evening,"" returned the man. ",returned,BEFORE,"""If you'll give me your youngest daughter, I will make you just as rich as now you are poor,"" said the bear. ",said,11,12,0,5
"""If you'll give me your youngest daughter, I will make you just as rich as now you are poor,"" said the bear. ",said,BEFORE,The man was not ill-pleased that he was to become so rich. ,become,12,13,5,2
The man was not ill-pleased that he was to become so rich. ,become,BEFORE,He did think that first he ought to speak to his daughter about it. ,speak,13,14,2,3
He did think that first he ought to speak to his daughter about it. ,speak,BEFORE,"So he went in again, and said that there was a white bear outside, who had promised to make him just as rich as he was poor now, if he could only have the youngest daughter for his bride. ",make,14,15,3,5
"So he went in again, and said that there was a white bear outside, who had promised to make him just as rich as he was poor now, if he could only have the youngest daughter for his bride. ",make,BEFORE,"But the girl said no, and would not hear of it. ",hear,15,16,5,2
"But the girl said no, and would not hear of it. ",hear,BEFORE,"Then the man went back to the bear again, and they both agreed that the white bear should return again the following Thursday and get his answer. ",agreed,16,17,2,1
"Then the man went back to the bear again, and they both agreed that the white bear should return again the following Thursday and get his answer. ",agreed,BEFORE,"In the meantime, however, the parents worked upon their daughter. ",worked,17,18,1,0
"In the meantime, however, the parents worked upon their daughter. ",worked,BEFORE,"They talked at length about all the riches they would gain, and how well she herself would fare. ",talked,18,19,0,0
"They talked at length about all the riches they would gain, and how well she herself would fare. ",talked,BEFORE,"So at last she agreed, washed and mended the few poor clothes she had, adorned herself as well as she could, and made ready to travel. ",washed,19,20,0,1
"So at last she agreed, washed and mended the few poor clothes she had, adorned herself as well as she could, and made ready to travel. ",washed,BEFORE,"And what she was given to take along with her is not worth mentioning, either. ",given,20,21,1,1
