sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label
0,1,had,72,75,72,75,0,67.0,71.0,67.0,71.0,"4,3",76.0,100.0,76.0,100.0,,,,,verb.possession,1
1,1,became,70,76,172,178,5,59.0,69.0,161.0,171.0,,77.0,85.0,179.0,187.0,,,,,verb.change,1
1,2,felt,91,95,193,197,5,59.0,69.0,161.0,171.0,5,96.0,115.0,198.0,217.0,,,,,verb.cognition,1
1,5,die,112,115,214,217,5,96.0,98.0,198.0,200.0,,,,,,,,,,verb.change,1
2,0,called,3,9,222,228,5,0.0,2.0,219.0,221.0,"5,6",10.0,22.0,229.0,241.0,,,,,verb.communication,1
2,1,lay,45,48,264,267,5,42.0,44.0,261.0,263.0,,,,,,,,,,verb.contact,1
2,3,said,108,112,327,331,5,0.0,2.0,219.0,221.0,"9,5,331",113.0,123.0,332.0,342.0,,,,,verb.communication,1
2,4,have,128,132,347,351,5,126.0,127.0,345.0,346.0,9,133.0,164.0,352.0,383.0,,,,,verb.possession,1
2,5,leave,155,160,374,379,,,,,,9,161.0,164.0,380.0,383.0,,,,,verb.possession,1
2,8,know,238,242,457,461,9,234.0,237.0,453.0,456.0,,,,,,,,,,verb.cognition,1
3,2,have,21,25,484,488,9,17.0,20.0,480.0,483.0,5,26.0,52.0,489.0,515.0,,,,,verb.possession,1
4,0,answered,28,36,546,554,9,0.0,25.0,518.0,543.0,10,37.0,44.0,555.0,562.0,,,,,verb.communication,1
4,1,nodded,61,67,579,585,"11,10",50.0,60.0,568.0,578.0,,,,,,,,,,verb.communication,1
6,0,asked,0,5,598,603,,,,,,"13,14,12",6.0,55.0,604.0,653.0,,,,,verb.communication,1
6,1,stood,35,40,633,638,13,6.0,29.0,604.0,627.0,"13,14",41.0,55.0,639.0,653.0,,,,,verb.contact,1
7,1,have,8,12,663,667,13,1.0,2.0,656.0,657.0,,13.0,21.0,668.0,676.0,,,,,verb.possession,1
7,2,answered,28,36,683,691,13,24.0,27.0,679.0,682.0,,,,,,,,,,verb.communication,1
7,3,gave,53,57,708,712,"13,15",42.0,52.0,697.0,707.0,13,58.0,61.0,713.0,716.0,,,,,verb.possession,1
8,0,died,14,18,746,750,15,11.0,13.0,743.0,745.0,,,,,,,,,,verb.change,1
8,1,mourned,54,61,786,793,"16,15,18,17",24.0,53.0,756.0,785.0,15,62.0,69.0,794.0,801.0,70.0,80.0,802.0,812.0,verb.emotion,1
8,2,gave,86,90,818,822,"16,15,18,17",24.0,53.0,756.0,785.0,15,91.0,94.0,823.0,826.0,104.0,141.0,836.0,873.0,verb.possession,1
9,3,attacked,62,70,937,945,20,47.0,57.0,922.0,932.0,,71.0,116.0,946.0,991.0,,,,,verb.competition,1
10,2,said,32,36,1025,1029,20,28.0,31.0,1021.0,1024.0,"22,20",37.0,52.0,1030.0,1045.0,54.0,70.0,1047.0,1063.0,verb.communication,1
11,0,choose,21,27,1085,1091,"333,20",13.0,19.0,1077.0,1083.0,10,28.0,69.0,1092.0,1133.0,,,,,verb.cognition,1
11,2,have,43,47,1107,1111,10,28.0,33.0,1092.0,1097.0,,,,,,,,,,verb.possession,1
12,0,answered,23,31,1159,1167,,0.0,20.0,1136.0,1156.0,10,32.0,39.0,1168.0,1175.0,,,,,verb.communication,1
14,1,have,8,12,1209,1213,13,1.0,2.0,1202.0,1203.0,,13.0,21.0,1214.0,1222.0,,,,,verb.possession,1
14,2,said,24,28,1225,1229,13,1.0,21.0,1202.0,1222.0,13,29.0,37.0,1230.0,1238.0,,,,,verb.communication,1
15,0,gave,16,20,1255,1259,"13,25",5.0,15.0,1244.0,1254.0,25,21.0,24.0,1260.0,1263.0,,,,,verb.possession,1
15,1,died,59,63,1298,1302,25,55.0,58.0,1294.0,1297.0,,,,,,,,,,verb.change,1
16,2,bade,50,54,1354,1358,26,38.0,49.0,1342.0,1353.0,"26,30,11,27",55.0,65.0,1359.0,1369.0,,,,,verb.communication,1
16,3,put,66,69,1370,1373,"26,27",38.0,65.0,1342.0,1369.0,,70.0,85.0,1374.0,1389.0,86.0,132.0,1390.0,1436.0,verb.contact,1
17,0,put,12,15,1450,1453,13,3.0,11.0,1441.0,1449.0,,16.0,20.0,1454.0,1458.0,,,,,verb.contact,1
17,1,took,33,37,1471,1475,26,30.0,32.0,1468.0,1470.0,,38.0,42.0,1476.0,1480.0,49.0,117.0,1487.0,1555.0,verb.contact,1
17,4,clean,103,108,1541,1546,13,93.0,96.0,1531.0,1534.0,13,109.0,117.0,1547.0,1555.0,,,,,verb.change,1
18,0,had,8,11,1565,1568,13,4.0,7.0,1561.0,1564.0,,12.0,28.0,1569.0,1585.0,,,,,verb.possession,1
19,0,sat,4,7,1591,1594,13,0.0,3.0,1587.0,1590.0,,8.0,31.0,1595.0,1618.0,33.0,69.0,1620.0,1656.0,verb.contact,1
20,1,cracked,12,19,1670,1677,34,0.0,7.0,1658.0,1665.0,,,,,,,,,,verb.change,1
20,2,lend,33,37,1691,1695,,,,,,34,38.0,40.0,1696.0,1698.0,41.0,46.0,,,verb.possession,1
20,3,cook,50,54,1708,1712,,,,,,34,55.0,64.0,1713.0,1722.0,,,,,verb.creation,1
20,5,give,80,84,1738,1742,34,73.0,74.0,1731.0,1732.0,,85.0,88.0,1743.0,1746.0,,,,,verb.possession,1
21,2,have,54,58,1831,1835,13,38.0,41.0,1815.0,1818.0,,59.0,65.0,1836.0,1842.0,66.0,73.0,1843.0,1850.0,verb.consumption,1
21,3,borrowed,102,110,1879,1887,36,88.0,101.0,1865.0,1878.0,13,111.0,118.0,1888.0,1895.0,,,,,verb.possession,1
22,0,grew,9,13,2016,2020,13,0.0,3.0,2007.0,2010.0,13,14.0,77.0,2021.0,2084.0,,,,,verb.change,1
22,1,earned,46,52,2053,2059,13,29.0,41.0,2036.0,2048.0,,,,,,,,,,verb.possession,1
22,3,planted,146,153,2153,2160,13,100.0,103.0,2107.0,2110.0,13,154.0,156.0,2161.0,2163.0,,,,,verb.contact,1
22,5,gave,194,198,2201,2205,,176.0,178.0,2183.0,2185.0,13,199.0,202.0,2206.0,2209.0,,,,,verb.possession,1
23,0,happened,11,19,2236,2244,,,,,,"13,42,37,41",20.0,131.0,2245.0,2356.0,,,,,verb.change,1
23,3,met,117,120,2342,2345,42,109.0,116.0,2334.0,2341.0,,,,,,,,,,verb.social,1
23,4,talked,125,131,2350,2356,42,109.0,116.0,2334.0,2341.0,,,,,,,,,,verb.communication,1
25,0,asked,0,5,2393,2398,,,,,,43,6.0,52.0,2399.0,2445.0,,,,,verb.communication,1
26,2,replied,30,37,2494,2501,336,1.0,21.0,2465.0,2485.0,"44,336,337",38.0,47.0,2502.0,2511.0,,,,,verb.communication,1
26,3,borrow,64,70,2528,2534,337,54.0,63.0,2518.0,2527.0,336,71.0,81.0,2535.0,2545.0,82.0,101.0,2546.0,2565.0,verb.possession,1
26,4,clean,85,90,2549,2554,337,54.0,63.0,2518.0,2527.0,337,91.0,101.0,2555.0,2565.0,,,,,verb.change,1
26,5,borrow,107,113,2571,2577,337,54.0,63.0,2518.0,2527.0,336,114.0,121.0,2578.0,2585.0,122.0,135.0,2586.0,2599.0,verb.possession,1
26,7,give,158,162,2622,2626,337,153.0,157.0,2617.0,2621.0,336,163.0,166.0,2627.0,2630.0,,,,,verb.possession,1
26,9,eat,190,193,2654,2657,336,167.0,171.0,2631.0,2635.0,,,,,,,,,,verb.consumption,1
27,0,went,7,11,2667,2671,43,4.0,6.0,2664.0,2666.0,,,,,,,,,,verb.motion,1
28,1,filled,20,26,2701,2707,26,4.0,15.0,2685.0,2696.0,46,27.0,60.0,2708.0,2741.0,,,,,verb.cognition,1
28,4,reached,109,116,2790,2797,26,102.0,104.0,2783.0,2785.0,,117.0,124.0,2798.0,2805.0,,,,,verb.motion,1
28,5,saw,130,133,2811,2814,26,102.0,104.0,2783.0,2785.0,,134.0,178.0,2815.0,2859.0,,,,,verb.perception,1
29,0,slung,3,8,2864,2869,26,0.0,2.0,2861.0,2863.0,,9.0,13.0,2870.0,2874.0,14.0,78.0,2875.0,2939.0,verb.contact,1
29,1,departed,37,45,2898,2906,26,0.0,2.0,2861.0,2863.0,,,,,,,,,,verb.motion,1
30,0,awoke,21,26,2961,2966,"26,27",10.0,20.0,2950.0,2960.0,,,,,,,,,,verb.body,1
30,1,sought,31,37,2971,2977,"26,27",10.0,20.0,2950.0,2960.0,27,38.0,80.0,2978.0,3020.0,,,,,verb.contact,1
30,2,cook,53,57,2993,2997,"26,27",10.0,20.0,2950.0,2960.0,27,58.0,80.0,2998.0,3020.0,,,,,verb.consumption,1
30,4,find,92,96,3032,3036,27,82.0,85.0,3022.0,3025.0,,97.0,107.0,3037.0,3047.0,,,,,verb.possession,1
31,0,said,14,18,3063,3067,27,10.0,13.0,3059.0,3062.0,"338,27",19.0,29.0,3068.0,3078.0,,,,,verb.communication,1
31,3,stolen,59,65,3108,3114,338,38.0,48.0,3087.0,3097.0,,66.0,70.0,3115.0,3119.0,71.0,84.0,3120.0,3133.0,verb.possession,1
31,4,slept,79,84,3128,3133,27,77.0,78.0,3126.0,3127.0,,,,,,,,,,verb.body,1
32,1,go,7,9,3142,3144,27,0.0,1.0,3135.0,3136.0,,,,,,,,,,verb.motion,1
32,2,see,14,17,3149,3152,27,0.0,1.0,3135.0,3136.0,27,18.0,48.0,3153.0,3183.0,,,,,verb.communication,1
34,0,ate,7,10,3282,3285,27,3.0,6.0,3278.0,3281.0,27,11.0,26.0,3286.0,3301.0,,,,,verb.consumption,1
34,1,wanted,20,26,3295,3301,27,11.0,15.0,3286.0,3290.0,,,,,,,,,,verb.emotion,1
34,2,took,31,35,3306,3310,27,3.0,6.0,3278.0,3281.0,49,36.0,46.0,3311.0,3321.0,47.0,61.0,3322.0,3336.0,verb.motion,1
34,3,gave,67,71,3342,3346,27,3.0,6.0,3278.0,3281.0,49,72.0,76.0,3347.0,3351.0,77.0,97.0,3352.0,3372.0,verb.possession,1
34,4,said,113,117,3388,3392,337,103.0,112.0,3378.0,3387.0,27,118.0,211.0,3393.0,3486.0,,,,,verb.communication,1
34,7,bring,179,184,3454,3459,27,168.0,171.0,3443.0,3446.0,27,195.0,211.0,3470.0,3486.0,,,,,verb.motion,1
34,8,had,208,211,3483,3486,27,185.0,198.0,3460.0,3473.0,,,,,,,,,,verb.consumption,1
35,0,earned,16,22,3504,3510,27,12.0,15.0,3500.0,3503.0,27,23.0,55.0,3511.0,3543.0,,,,,verb.possession,1
35,1,needed,37,43,3525,3531,27,33.0,36.0,3521.0,3524.0,,,,,,,,,,verb.consumption,1
35,3,get,78,81,3566,3569,27,12.0,15.0,3500.0,3503.0,,82.0,96.0,3570.0,3584.0,,,,,verb.possession,1
36,0,thought,9,16,3636,3643,27,5.0,8.0,3632.0,3635.0,27,17.0,35.0,3644.0,3662.0,,,,,verb.cognition,1
37,0,thought,23,30,3687,3694,52,0.0,22.0,3664.0,3686.0,,31.0,37.0,3695.0,3701.0,,,,,verb.cognition,1
37,3,heard,80,85,3744,3749,"14,27",52.0,70.0,3716.0,3734.0,,86.0,112.0,3750.0,3776.0,,,,,verb.cognition,1
37,4,sent,118,122,3782,3786,"14,27",52.0,70.0,3716.0,3734.0,"54,55",123.0,132.0,3787.0,3796.0,157.0,177.0,3821.0,3841.0,verb.motion,1
37,5,buy,160,163,3824,3827,,,,,,54,164.0,167.0,3828.0,3831.0,,,,,verb.possession,1
38,0,told,18,22,3861,3865,13,9.0,17.0,3852.0,3860.0,"13,14",23.0,26.0,3866.0,3869.0,,,,,verb.communication,1
38,4,spare,68,73,3911,3916,13,54.0,57.0,3897.0,3900.0,,74.0,77.0,3917.0,3920.0,,,,,verb.consumption,1
39,0,found,14,19,3935,3940,13,10.0,13.0,3931.0,3934.0,"14,27",20.0,51.0,3941.0,3972.0,,,,,verb.cognition,1
39,2,changed,57,64,3978,3985,13,53.0,56.0,3974.0,3977.0,13,65.0,73.0,3986.0,3994.0,,,,,verb.cognition,1
39,4,gathered,104,112,4025,4033,13,53.0,56.0,3974.0,3977.0,,113.0,154.0,4034.0,4075.0,,,,,verb.contact,1
40,1,said,21,25,4098,4102,13,1.0,14.0,4078.0,4091.0,58,26.0,38.0,4103.0,4115.0,,,,,verb.communication,1
40,2,carry,45,50,4122,4127,,,,,,"339,58",51.0,53.0,4128.0,4130.0,54.0,58.0,,,verb.contact,1
40,3,tell,81,85,4158,4162,,,,,,339,86.0,89.0,4163.0,4166.0,108.0,132.0,,,verb.communication,1
41,1,overjoyed,23,32,4235,4244,"26,60",0.0,18.0,4212.0,4230.0,,,,,,,,,,verb.emotion,1
41,2,tasted,73,79,4285,4291,60,69.0,72.0,4281.0,4284.0,,80.0,82.0,4292.0,4294.0,,,,,verb.perception,1
41,3,declared,88,96,4300,4308,60,84.0,87.0,4296.0,4299.0,60,97.0,133.0,4309.0,4345.0,,,,,verb.communication,1
41,6,eaten,128,133,4340,4345,60,104.0,107.0,4316.0,4319.0,,,,,,,,,,verb.consumption,1
42,1,called,76,82,4423,4429,13,72.0,75.0,4419.0,4422.0,61,83.0,98.0,4430.0,4445.0,102.0,167.0,4449.0,4514.0,verb.communication,1
42,3,bade,128,132,4475,4479,,,,,,61,133.0,136.0,4480.0,4483.0,,,,,verb.communication,1
42,4,go,137,139,4484,4486,"61,62",110.0,136.0,4457.0,4483.0,,,,,,,,,,verb.motion,1
43,2,look,39,43,4555,4559,13,4.0,12.0,4520.0,4528.0,13,44.0,55.0,4560.0,4571.0,,,,,verb.perception,1
43,3,told,57,61,4573,4577,13,4.0,55.0,4520.0,4571.0,61,62.0,65.0,4578.0,4581.0,,,,,verb.communication,1
44,0,returned,27,35,4681,4689,"13,65",15.0,26.0,4669.0,4680.0,,36.0,63.0,4690.0,4717.0,,,,,verb.motion,1
44,2,found,69,74,4723,4728,"13,65",15.0,26.0,4669.0,4680.0,"16,61",75.0,92.0,4729.0,4746.0,,,,,verb.perception,1
46,0,asked,0,5,4770,4775,,,,,,61,6.0,8.0,4776.0,4778.0,,,,,verb.communication,1
47,0,sent,3,7,4783,4787,61,1.0,2.0,4781.0,4782.0,"13,340,341",8.0,31.0,4788.0,4811.0,47.0,67.0,4827.0,4847.0,verb.motion,1
47,1,buy,50,53,4830,4833,61,1.0,2.0,4781.0,4782.0,,54.0,67.0,4834.0,4847.0,,,,,verb.possession,1
47,3,sell,87,91,4867,4871,341,73.0,76.0,4853.0,4856.0,61,92.0,94.0,4872.0,4874.0,,,,,verb.possession,1
47,4,told,104,108,4884,4888,341,73.0,76.0,4853.0,4856.0,"342,61,341",109.0,111.0,4889.0,4891.0,,,,,verb.communication,1
47,6,know,138,142,4918,4922,61,136.0,137.0,4916.0,4917.0,"342,341",143.0,173.0,4923.0,4953.0,,,,,verb.cognition,1
47,7,lets,147,151,4927,4931,341,143.0,146.0,4923.0,4926.0,342,152.0,173.0,4932.0,4953.0,,,,,verb.social,1
47,8,buy,165,168,4945,4948,342,152.0,164.0,4932.0,4944.0,,169.0,173.0,4949.0,4953.0,,,,,verb.possession,1
48,2,said,37,41,4993,4997,,1.0,28.0,4957.0,4984.0,61,42.0,44.0,4998.0,5000.0,,,,,verb.communication,1
48,4,go,68,70,5024,5026,61,61.0,62.0,5017.0,5018.0,,,,,,,,,,verb.motion,1
