clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The Prince/the Prince,5,12,30,42,The Prince,male,1.0,primary
the Ambassador,18,5,8,13,the Ambassador,male,1.0,secondary
the bonnie little sister,72,2,10,12,the bonnie little sister,female,1.0,tertiary
the younger girl,47,1,10,11,the younger girl,female,1.0,tertiary
the selfish elder sister,76,1,8,9,the selfish elder sister,female,1.0,tertiary
the elder sister,49,2,6,8,the elder sister,female,1.0,tertiary
the Prince 's Ambassador/The Prince 's Ambassador,14,2,4,6,the Prince 's Ambassador,male,1.0,tertiary
the eldest sister,99,1,4,5,the eldest sister,female,1.0,tertiary
the gallant company,64,1,4,5,the gallant company,group/nonbinary,1.0,tertiary
a trusty Knight,13,1,3,4,a trusty Knight,male,1.0,tertiary
all the ladies in the country - side,25,1,3,4,all the ladies in the country - side,female,1.0,tertiary
"countless fair ladies who prided themselves on the smallness of their feet , and who had set out full of lively expectation that they would be the successful competitors--countless fair ladies who prided themselves on the smallness of their feet , and who had set out full of lively expectation that they would be the successful competitors",30,1,3,4,"countless fair ladies who prided themselves on the smallness of their feet , and who had set out full of lively expectation that they would be the successful competitors's fair ladies who prided themselves on the smallness of their feet , and who had set out full of lively expectation that they would be the successful competitors",female,1.0,tertiary
the Laird,35,3,1,4,the Laird,male,1.0,tertiary
another sister,115,1,3,4,another sister,female,1.0,tertiary
"the elder sister , who always thought a great deal of",46,1,2,3,"the elder sister , who always thought a great deal of",female,1.0,tertiary
the whole party,92,1,2,3,the whole party,group/nonbinary,1.0,tertiary
the Prince 's Bride,23,1,2,3,the Prince 's Bride,male,1.0,tertiary
the elder sister--her younger sister,53,1,2,3,the elder sister's younger sister,female,1.0,tertiary
a maiden who could wear the shoe,8,1,2,3,a maiden who could wear the shoe,female,1.0,tertiary
all the Knights,80,1,1,2,all the Knights,group/nonbinary,1.0,tertiary
"the lady , who liked ill the way in which things seemed to be falling out",90,1,1,2,"the lady , who liked ill the way in which things seemed to be falling out",female,1.0,tertiary
The Prince/the Prince--his Bride,60,2,0,2,The Prince's Bride,unknown,0.0,tertiary
the Prince 's Ambassador/The Prince 's Ambassador--his master,57,1,1,2,the Prince 's Ambassador's master,male,1.0,tertiary
a great and mighty Prince,2,1,1,2,a great and mighty Prince,male,1.0,tertiary
Courtiers,11,2,0,2,Courtiers,unknown,0.0,tertiary
"the Laird--his wife and two daughters , who had grown poor of late , and who had to work hard for their living",37,1,1,2,"the Laird's wife and two daughters , who had grown poor of late , and who had to work hard for their living",female,1.0,tertiary
a dainty little lady she would need to be who wore such a very small shoe--a dainty little lady she would need to be who wore such a very small shoe,6,1,1,2,a dainty little lady she would need to be who wore such a very small shoe's dainty little lady she would need to be who wore such a very small shoe,female,1.0,tertiary
One of the daughters,39,1,0,1,One of the daughters,unknown,0.0,tertiary
