clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The Abbot of Inisfalen,9,2,24,26,The Abbot of Inisfalen,male,1.0,primary
Low,3,5,15,20,Low,male,1.0,primary
the oldest monk,25,1,8,9,the oldest monk,male,1.0,secondary
The monks,26,2,6,8,The monks,group/nonbinary,1.0,secondary
the good old man,30,1,3,4,the good old man,male,1.0,tertiary
the Abbot Cormac/Cormac,4,4,0,4,the Abbot Cormac,unknown,0.0,tertiary
this Abbot,21,1,2,3,this Abbot,unknown,0.0,tertiary
The monks--our Abbot,37,2,0,2,The monks's Abbot,unknown,0.0,tertiary
The Abbot of this good Abbey,35,1,0,1,The Abbot of this good Abbey,unknown,0.0,tertiary
lord of Ireland,41,1,0,1,lord of Ireland,unknown,0.0,tertiary
The stranger,40,1,0,1,The stranger,unknown,0.0,tertiary
twenty,39,1,0,1,twenty,unknown,0.0,tertiary
Matthias,8,1,0,1,Matthias,unknown,0.0,tertiary
God,7,1,0,1,God,unknown,0.0,tertiary
that holy Abbot,13,1,0,1,that holy Abbot,unknown,0.0,tertiary
the holy Augustine,34,1,0,1,the holy Augustine,unknown,0.0,tertiary
that blessed Abbot,14,1,0,1,that blessed Abbot,unknown,0.0,tertiary
the Sassenach,5,1,0,1,the Sassenach,unknown,0.0,tertiary
The strange men,24,1,0,1,The strange men,male,1.0,tertiary
no friendly faces there,23,1,0,1,no friendly faces there,unknown,0.0,tertiary
a breathing man,18,1,0,1,a breathing man,male,1.0,tertiary
all men,16,1,0,1,all men,male,1.0,tertiary
that good old Father,15,1,0,1,that good old Father,male,1.0,tertiary
Augustine,6,1,0,1,Augustine,unknown,0.0,tertiary
