clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the tin soldier/The tin soldier,15,17,71,88,the tin soldier,male,1.0,primary
the little lady/The little lady,13,3,8,11,the little lady,female,1.0,tertiary
the soldier,62,3,7,10,the soldier,male,1.0,tertiary
five - and - twenty tin soldiers,0,1,8,9,five - and - twenty tin soldiers,group/nonbinary,1.0,tertiary
a little boy,3,1,7,8,a little boy,male,1.0,tertiary
the poor tin soldier,59,1,7,8,the poor tin soldier,male,1.0,tertiary
the elegant little dancer at the door,78,1,5,6,the elegant little dancer at the door,female,1.0,tertiary
The tin soldiers/the tin soldiers,5,2,4,6,The tin soldiers,group/nonbinary,1.0,tertiary
"a tiny little lady , who stood at the open door of the castle",11,1,4,5,"a tiny little lady , who stood at the open door of the castle",female,1.0,tertiary
"the little delicate lady , who continued to stand on one leg without losing her balance--the little delicate lady , who continued to stand on one leg without losing her balance",16,1,4,5,"the little delicate lady , who continued to stand on one leg without losing her balance's little delicate lady , who continued to stand on one leg without losing her balance",female,1.0,tertiary
the cook,69,1,3,4,the cook,female,1.0,tertiary
the children,29,1,3,4,the children,group/nonbinary,1.0,tertiary
the little dancer,89,2,1,3,the little dancer,female,1.0,tertiary
the goblin,26,2,0,2,the goblin,unknown,0.0,tertiary
the poor tin soldier--the elegant little dancer whom he should never see again,63,1,1,2,the poor tin soldier's elegant little dancer whom he should never see again,unknown,0.0,tertiary
the two boys,42,1,1,2,the two boys,male,1.0,tertiary
a tin soldier,99,1,1,2,a tin soldier,unknown,0.0,tertiary
two boys,38,1,1,2,two boys,male,1.0,tertiary
the maid servant,92,1,1,2,the maid servant,female,1.0,tertiary
Tin soldier,98,1,1,2,Tin soldier,unknown,0.0,tertiary
the playthings,20,1,1,2,the playthings,group/nonbinary,1.0,tertiary
the tin soldier/The tin soldier--the wife for me,95,1,0,1,the tin soldier's wife for me,female,1.0,tertiary
Tin soldiers,94,1,0,1,Tin soldiers,unknown,0.0,tertiary
the black goblin who lived in the snuff - box,84,1,0,1,the black goblin who lived in the snuff - box,unknown,0.0,tertiary
the little boys,82,1,0,1,the little boys,male,1.0,tertiary
one of the little boys,81,1,0,1,one of the little boys,male,1.0,tertiary
The soldiers,4,1,0,1,The soldiers,unknown,0.0,tertiary
the same children,76,1,0,1,the same children,unknown,0.0,tertiary
this wonderful soldier who had travelled about inside a fish,74,1,0,1,this wonderful soldier who had travelled about inside a fish,unknown,0.0,tertiary
a dancer,14,1,0,1,a dancer,unknown,0.0,tertiary
warrior,104,1,0,1,warrior,unknown,0.0,tertiary
the other tin soldiers,17,1,0,1,the other tin soldiers,unknown,0.0,tertiary
a little black goblin,25,1,0,1,a little black goblin,unknown,0.0,tertiary
the people of the house,18,1,0,1,the people of the house,unknown,0.0,tertiary
the bravest man,52,1,0,1,the bravest man,male,1.0,tertiary
the black goblin,101,1,0,1,the black goblin,unknown,0.0,tertiary
the canary,22,1,0,1,the canary,unknown,0.0,tertiary
two boys--one of them,39,1,0,1,two boys's of them,unknown,0.0,tertiary
the dancer,24,1,0,1,the dancer,unknown,0.0,tertiary
the little boy,36,1,0,1,the little boy,male,1.0,tertiary
The servant maid,35,1,0,1,The servant maid,unknown,0.0,tertiary
all brothers,1,1,0,1,all brothers,male,1.0,tertiary
"the goblin who did it , or the draught",31,1,0,1,"the goblin who did it , or the draught",unknown,0.0,tertiary
