sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"There were once five-and-twenty tin soldiers, who were all brothers, for they had been made out of the same old tin spoon. ",made,BEFORE,"They shouldered arms and looked straight before them, and wore a splendid uniform, red and blue. ",shouldered,0,1,4,0
"They shouldered arms and looked straight before them, and wore a splendid uniform, red and blue. ",shouldered,BEFORE,"They shouldered arms and looked straight before them, and wore a splendid uniform, red and blue. ",looked,1,1,0,1
"They shouldered arms and looked straight before them, and wore a splendid uniform, red and blue. ",looked,BEFORE,"They shouldered arms and looked straight before them, and wore a splendid uniform, red and blue. ",wore,1,1,1,2
"They shouldered arms and looked straight before them, and wore a splendid uniform, red and blue. ",wore,AFTER,"The first thing in the world they ever heard were the words, ""Tin soldiers!"" ",heard,1,2,2,0
"The first thing in the world they ever heard were the words, ""Tin soldiers!"" ",heard,AFTER,"uttered by a little boy, who clapped his hands with delight when the lid of the box, in which they lay, was taken off. ",uttered,2,3,0,0
"uttered by a little boy, who clapped his hands with delight when the lid of the box, in which they lay, was taken off. ",uttered,BEFORE,"uttered by a little boy, who clapped his hands with delight when the lid of the box, in which they lay, was taken off. ",clapped,3,3,0,1
"uttered by a little boy, who clapped his hands with delight when the lid of the box, in which they lay, was taken off. ",clapped,AFTER,"They were given him for a birthday present, and he stood at the table to set them up. ",given,3,4,1,1
"They were given him for a birthday present, and he stood at the table to set them up. ",given,BEFORE,"They were given him for a birthday present, and he stood at the table to set them up. ",stood,4,4,1,2
"They were given him for a birthday present, and he stood at the table to set them up. ",stood,BEFORE,"They were given him for a birthday present, and he stood at the table to set them up. ",set,4,4,2,3
"They were given him for a birthday present, and he stood at the table to set them up. ",set,AFTER," he had been left to the last, and then there was not enough of the melted tin to finish him, so they made him to stand firmly on one leg, and this caused him to be very remarkable. ",left,4,6,3,2
" he had been left to the last, and then there was not enough of the melted tin to finish him, so they made him to stand firmly on one leg, and this caused him to be very remarkable. ",left,BEFORE," he had been left to the last, and then there was not enough of the melted tin to finish him, so they made him to stand firmly on one leg, and this caused him to be very remarkable. ",finish,6,6,2,5
" he had been left to the last, and then there was not enough of the melted tin to finish him, so they made him to stand firmly on one leg, and this caused him to be very remarkable. ",finish,BEFORE," he had been left to the last, and then there was not enough of the melted tin to finish him, so they made him to stand firmly on one leg, and this caused him to be very remarkable. ",made,6,6,5,6
" he had been left to the last, and then there was not enough of the melted tin to finish him, so they made him to stand firmly on one leg, and this caused him to be very remarkable. ",made,BEFORE," he had been left to the last, and then there was not enough of the melted tin to finish him, so they made him to stand firmly on one leg, and this caused him to be very remarkable. ",stand,6,6,6,7
" he had been left to the last, and then there was not enough of the melted tin to finish him, so they made him to stand firmly on one leg, and this caused him to be very remarkable. ",stand,BEFORE," he had been left to the last, and then there was not enough of the melted tin to finish him, so they made him to stand firmly on one leg, and this caused him to be very remarkable. ",caused,6,6,7,8
" he had been left to the last, and then there was not enough of the melted tin to finish him, so they made him to stand firmly on one leg, and this caused him to be very remarkable. ",caused,AFTER,"The table on which the tin soldiers stood, was covered with other playthings, but the most attractive to the eye was a pretty little paper castle. ",stood,6,7,8,0
"The table on which the tin soldiers stood, was covered with other playthings, but the most attractive to the eye was a pretty little paper castle. ",stood,AFTER,"The table on which the tin soldiers stood, was covered with other playthings, but the most attractive to the eye was a pretty little paper castle. ",covered,7,7,0,2
"The table on which the tin soldiers stood, was covered with other playthings, but the most attractive to the eye was a pretty little paper castle. ",covered,BEFORE," she, also, was made of paper, and she wore a dress of clear muslin, with a narrow blue ribbon over her shoulders just like a scarf. ",wore,7,12,2,2
" she, also, was made of paper, and she wore a dress of clear muslin, with a narrow blue ribbon over her shoulders just like a scarf. ",wore,BEFORE,"The little lady was a dancer, and she stretched out both her arms, and raised one of her legs so high, that the tin soldier could not see it at all, and he thought that she, like himself, had only one leg. ",stretched,12,14,2,1
