sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label
0,1,had,41,44,41,44,6,38.0,40.0,38.0,40.0,7,45.0,65.0,45.0,65.0,,,,,verb.possession,1
1,1,walking,45,52,143,150,"9,7",18.0,39.0,116.0,137.0,,,,,,,,,,verb.motion,1
1,2,began,75,80,173,178,11,66.0,74.0,164.0,172.0,7,81.0,98.0,179.0,196.0,,,,,verb.change,1
1,3,joke,84,88,182,186,11,66.0,74.0,164.0,172.0,7,89.0,98.0,187.0,196.0,,,,,verb.communication,1
1,4,ask,107,110,205,208,11,66.0,74.0,164.0,172.0,7,111.0,115.0,209.0,213.0,,,,,verb.communication,1
1,6,like,132,136,230,234,7,121.0,125.0,219.0,223.0,,137.0,153.0,235.0,251.0,,,,,verb.emotion,1
2,1,have,6,10,259,263,12,1.0,2.0,254.0,255.0,"153,152",11.0,43.0,264.0,296.0,,,,,verb.possession,1
2,2,says,46,50,299,303,"153,12,152",1.0,43.0,254.0,296.0,12,51.0,54.0,304.0,307.0,,,,,verb.communication,1
3,1,have,11,15,319,323,13,6.0,7.0,314.0,315.0,154,16.0,35.0,324.0,343.0,,,,,verb.possession,1
3,2,says,38,42,346,350,"13,154",6.0,35.0,314.0,343.0,,,,,,,,,,verb.communication,1
4,0,says,8,12,367,371,,,,,,14,13.0,25.0,372.0,384.0,,,,,verb.communication,1
4,2,have,33,37,392,396,14,28.0,29.0,387.0,388.0,"156,155",38.0,77.0,397.0,436.0,,,,,verb.possession,1
5,2,telling,31,38,470,477,,4.0,11.0,443.0,450.0,15,39.0,65.0,478.0,504.0,,,,,verb.communication,1
5,3,called,75,81,514,520,15,46.0,65.0,485.0,504.0,,,,,,,,,,verb.communication,1
5,7,dreaming,208,216,647,655,15,200.0,203.0,639.0,642.0,16,217.0,223.0,656.0,662.0,,,,,verb.cognition,1
6,0,laughed,10,17,674,681,12,6.0,9.0,670.0,673.0,,,,,,,,,,verb.body,1
6,2,joked,49,54,713,718,,44.0,48.0,708.0,712.0,19,55.0,72.0,719.0,736.0,73.0,100.0,737.0,764.0,verb.communication,1
8,4,saw,173,176,1046,1049,19,143.0,168.0,1016.0,1041.0,,,,,,,,,,verb.perception,1
8,8,telling,265,272,1138,1145,16,230.0,232.0,1103.0,1105.0,"16,19",273.0,276.0,1146.0,1149.0,,,,,verb.communication,1
8,9,loved,289,294,1162,1167,16,286.0,288.0,1159.0,1161.0,19,295.0,298.0,1168.0,1171.0,,,,,verb.emotion,1
8,10,asking,304,310,1177,1183,,,,,,"16,23,19",311.0,340.0,1184.0,1213.0,,,,,verb.communication,1
9,1,refuse,30,36,1245,1251,,,,,,16,37.0,40.0,1252.0,1255.0,,,,,verb.communication,1
10,0,says,19,23,1316,1320,"16,157",1.0,16.0,1298.0,1313.0,16,24.0,26.0,1321.0,1323.0,28.0,61.0,1325.0,1358.0,verb.communication,1
10,4,know,73,77,1370,1374,157,64.0,67.0,1361.0,1364.0,16,78.0,105.0,1375.0,1402.0,,,,,verb.cognition,1
11,0,had,18,21,1422,1425,158,0.0,11.0,1404.0,1415.0,159,22.0,42.0,1426.0,1446.0,,,,,verb.possession,1
11,1,wished,44,50,1448,1454,"159,158",0.0,42.0,1404.0,1446.0,"16,160,158",51.0,53.0,1455.0,1457.0,,,,,verb.emotion,1
12,0,got,16,19,1493,1496,161,5.0,15.0,1482.0,1492.0,16,20.0,33.0,1497.0,1510.0,,,,,verb.possession,1
12,1,refused,46,53,1523,1530,16,44.0,45.0,1521.0,1522.0,"162,158",54.0,73.0,1531.0,1550.0,,,,,verb.communication,1
12,2,made,78,82,1555,1559,158,74.0,77.0,1551.0,1554.0,16,83.0,116.0,1560.0,1593.0,,,,,verb.communication,1
12,3,take,86,90,1563,1567,16,83.0,85.0,1560.0,1562.0,,91.0,109.0,1568.0,1586.0,110.0,116.0,1587.0,1593.0,verb.body,1
12,7,marry,161,166,1638,1643,163,148.0,154.0,1625.0,1631.0,"16,163",167.0,169.0,1644.0,1646.0,,,,,verb.social,1
13,0,woke,24,28,1739,1743,19,11.0,23.0,1726.0,1738.0,,,,,,,,,,verb.body,1
13,1,missed,49,55,1764,1770,19,45.0,48.0,1760.0,1763.0,"19,25",56.0,67.0,1771.0,1782.0,68.0,81.0,1783.0,1796.0,verb.emotion,1
13,2,spent,87,92,1802,1807,19,45.0,48.0,1760.0,1763.0,,93.0,100.0,1808.0,1815.0,101.0,111.0,1816.0,1826.0,verb.perception,1
