sentence_id,text,start,end
0,"There was once a king in Ireland, and he had three daughters, and very nice princesses they were. ",0,98
1,"And one day, when they and their father were walking on the lawn, the king began to joke with them, and to ask them whom they would like to be married to. ",98,253
2,"'I'll have the king of Ulster for a husband,' says one; ",253,309
3," 'and I'll have the king of Munster,' says another; ",308,360
4," 'and,' says the youngest, 'I'll have no husband but the Brown Bear of Norway.' ",359,439
5,"For a nurse of hers used to be telling her of an enchanted prince that she called by that name, and she fell in love with him, and his name was the first name on her tongue, for the very night before she was dreaming of him. ",439,664
6,"Well, one laughed, and another laughed, and they joked with the princess all the rest of the evening. ",664,766
7,But that very night she woke up out of her sleep in a great hall that was lighted up with a thousand lamps; ,766,874
8," the richest carpets were on the floor, and the walls were covered with cloth of gold and silver, and the place was full of grand company, and the very beautiful prince she saw in her dreams was there, and it wasn't a moment till he was on one knee before her, and telling her how much he loved her, and asking her wouldn't she be his queen. ",873,1215
9,"Well, she hadn't the heart to refuse him, and married they were the same evening. ",1215,1297
10,"'Now, my darling,' says he, when they were left by themselves, 'you must know that I am under enchantment. ",1297,1404
11,"A sorceress, that had a beautiful daughter, wished me for her son-in-law; ",1404,1478
12," but the mother got power over me, and when I refused to wed her daughter she made me take the form of a bear by day, and I was to continue so till a lady would marry me of her own free will, and endure five years of great trials after.' ",1477,1715
13,"Well, when the princess woke in the morning, she missed her husband from her side, and spent the day very sadly. ",1715,1828
14,"But as soon as the lamps were lighted in the grand hall, where she was sitting on a sofa covered with silk, the folding doors flew open, and he was sitting by her side the next minute. ",1828,2013
15,"So they spent another happy evening, but he warned her that whenever she began to tire of him, or ceased to have faith in him, they would be parted for ever, and he'd be obliged to marry the witch's daughter. ",2013,2222
16,"She got used to find him absent by day, and they spent a happy twelvemonth together, and at last a beautiful little boy was born; ",2222,2352
17," and happy as she was before, she was twice as happy now, for she had her child to keep her company in the day when she couldn't see her husband. ",2351,2497
18,"At last, one evening, when herself, and himself, and her child were sitting with a window open because it was a sultry night, in flew an eagle, took the infant's sash in his beak, and flew up in the air with him. ",2497,2710
19,"She screamed, and was going to throw herself out the window after him, but the prince caught her, and looked at her very seriously. ",2710,2842
20,"She bethought of what he said soon after their marriage, and she stopped the cries and complaints that were on her tongue. ",2842,2965
21,"She spent her days very lonely for another twelvemonth, when a beautiful little girl was sent to her. ",2965,3067
22,Then she thought to herself she'd have a sharp eye about her this time; ,3067,3139
23, so she never would allow a window to be more than a few inches open. ,3138,3208
24,But all her care was in vain. ,3208,3238
25,"Another evening, when they were all so happy, and the prince dandling the baby, a beautiful greyhound stood before them, took the child out of the father's hand, and was out of the door before you could wink. ",3238,3447
26,"This time she shouted and ran out of the room, but there were some of the servants in the next room, and all declared that neither child nor dog passed out. ",3447,3604
27,"She felt, somehow, as if it was her husband's fault, but still she kept command over herself, and didn't once reproach him. ",3604,3728
28,When the third child was born she would hardly allow a window or a door to be left open for a moment; ,3728,3830
29, but she wasn't the nearer to keep the child to herself. ,3829,3886
30,"They were sitting one evening by the fire, when a lady appeared standing by them. ",3886,3968
31,"The princess opened her eyes in a great fright and stared at her, and while she was doing so, the lady wrapped a shawl round the baby that was sitting in its father's lap, and either sank through the ground with it or went up through the wide chimney. ",3968,4220
32,This time the mother kept her bed for a month. ,4220,4267
