clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the monkey/The monkey,16,9,46,55,the monkey,male,1.0,primary
the man,5,5,9,14,the man,male,1.0,tertiary
the butcher,8,9,3,12,the butcher,male,0.6666666666666666,tertiary
Good Mr. Boar,2,1,10,11,Good Mr. Boar,unknown,0.0,tertiary
The wife/the wife,9,2,9,11,The wife,female,1.0,tertiary
the mother/The mother,75,3,7,10,the mother,female,1.0,tertiary
the monkey/The monkey--my master,65,2,8,10,the monkey's master,male,1.0,tertiary
The child/the child,74,6,3,9,The child,unknown,0.0,tertiary
The wife/the wife--her husband,10,3,4,7,The wife's husband,male,1.0,tertiary
The boar/the boar,21,3,1,4,The boar,unknown,0.0,tertiary
wife,52,2,2,4,wife,female,1.0,tertiary
Good Mr. Boar--your master,70,2,1,3,Good Mr. Boar's master,male,1.0,tertiary
the mother/The mother--her child,35,2,0,2,the mother's child,unknown,0.0,tertiary
a traveling monkey - man,4,1,1,2,a traveling monkey - man,male,1.0,tertiary
the man--his wife,7,2,0,2,the man's wife,female,1.0,tertiary
the monkey/The monkey--his master,32,2,0,2,the monkey's master,unknown,0.0,tertiary
the sagacious monkey,53,1,0,1,the sagacious monkey,unknown,0.0,tertiary
his master 's wife,33,1,0,1,his master 's wife,female,1.0,tertiary
the faithful monkey,54,1,0,1,the faithful monkey,unknown,0.0,tertiary
the thief,50,1,0,1,the thief,unknown,0.0,tertiary
one infant son,72,1,0,1,one infant son,unknown,0.0,tertiary
The child/the child--its parents,80,1,0,1,The child's parents,unknown,0.0,tertiary
mistress,77,1,0,1,mistress,unknown,0.0,tertiary
Good Mr. Boar--your mistress,73,1,0,1,Good Mr. Boar's mistress,unknown,0.0,tertiary
a baby,71,1,0,1,a baby,unknown,0.0,tertiary
The woman,11,1,0,1,The woman,female,1.0,tertiary
our child,83,1,0,1,our child,unknown,0.0,tertiary
