sentence_id,event_id,event,supersense_category,coref_id_subj,coref_id_dobj
0,2,earned,verb.possession,4,4
1,1,told,verb.communication,5,5
1,1,told,verb.communication,5,8
1,1,told,verb.communication,5,7
2,1,asked,verb.communication,9,9
2,1,asked,verb.communication,9,8
2,1,asked,verb.communication,9,10
2,3,wish,verb.emotion,10,9
2,3,wish,verb.emotion,10,8
3,3,forgets,verb.cognition,5,5
4,0,beat,verb.contact,9,5
5,1,sell,verb.possession,9,5
5,1,sell,verb.possession,9,8
5,2,make,verb.change,9,9
5,2,make,verb.change,9,5
7,1,pleaded,verb.communication,11,9
7,1,pleaded,verb.communication,11,10
7,5,sell,verb.possession,5,8
9,0,understood,verb.cognition,16,16
9,4,said,verb.communication,16,16
9,4,said,verb.communication,16,65
10,1,served,verb.social,16,65
10,6,let,verb.social,65,16
10,6,let,verb.social,65,8
16,1,heard,verb.cognition,16,65
17,1,tell,verb.communication,16,16
17,1,tell,verb.communication,16,65
17,4,give,verb.possession,65,16
17,4,give,verb.possession,65,65
21,1,began,verb.change,16,16
22,1,heard,verb.cognition,16,2
23,2,help,verb.social,2,16
24,4,intends,verb.cognition,65,16
24,4,intends,verb.cognition,65,8
24,5,sell,verb.possession,65,16
24,5,sell,verb.possession,65,8
25,1,advise,verb.communication,2,16
26,0,know,verb.cognition,16,2
28,1,said,verb.communication,16,2
28,1,said,verb.communication,16,71
28,1,said,verb.communication,16,70
29,1,has,verb.possession,70,72
31,2,see,verb.perception,16,16
31,2,see,verb.perception,16,74
31,4,seize,verb.contact,16,74
34,6,rescue,verb.possession,2,74
34,7,take,verb.contact,2,74
34,9,see,verb.cognition,2,2
34,9,see,verb.cognition,2,8
34,12,have,verb.possession,8,2
35,0,thanked,verb.communication,16,21
41,0,placed,verb.contact,75,75
41,0,placed,verb.contact,75,35
41,2,got,verb.change,75,75
44,1,see,verb.perception,75,75
44,1,see,verb.perception,75,35
44,1,see,verb.perception,75,21
45,1,rushed,verb.motion,75,75
45,1,rushed,verb.motion,75,10
46,1,rubbed,verb.contact,10,10
47,9,carry,verb.contact,16,16
48,1,moved,verb.motion,5,53
48,1,moved,verb.motion,52,53
48,3,brought,verb.contact,54,74
52,1,said,verb.communication,52,5
52,2,carried,verb.contact,5,74
53,1,send,verb.motion,52,8
54,7,strike,verb.contact,16,16
54,7,strike,verb.contact,32,16
