clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the monk/The monk,9,6,8,14,the monk,male,1.0,primary
"a girl in a red coat , barefoot , and with unbound hair , who was running as fast as the wind",8,1,11,12,"a girl in a red coat , barefoot , and with unbound hair , who was running as fast as the wind",female,1.0,primary
an old Buddhist monk,4,1,7,8,an old Buddhist monk,male,1.0,secondary
the other,16,1,3,4,the other,unknown,0.0,secondary
flying ogres,29,1,2,3,flying ogres,group/nonbinary,1.0,tertiary
A man,24,1,1,2,A man,male,1.0,tertiary
Bonze,3,1,1,2,Bonze,unknown,0.0,tertiary
the Lord of the Heavens,31,1,0,1,the Lord of the Heavens,unknown,0.0,tertiary
The ogre,21,1,0,1,The ogre,unknown,0.0,tertiary
The messenger of the skies,19,1,0,1,The messenger of the skies,unknown,0.0,tertiary
monk,34,1,0,1,monk,unknown,0.0,tertiary
this monster,33,1,0,1,this monster,unknown,0.0,tertiary
a human being,27,1,0,1,a human being,unknown,0.0,tertiary
"thousands of varieties , who bring ruin to people",30,1,0,1,"thousands of varieties , who bring ruin to people",unknown,0.0,tertiary
a flying ogre,28,1,0,1,a flying ogre,unknown,0.0,tertiary
This girl,26,1,0,1,This girl,female,1.0,tertiary
the stranger,14,1,0,1,the stranger,unknown,0.0,tertiary
the girl in the red coat,25,1,0,1,the girl in the red coat,female,1.0,tertiary
the scholar who wrote it down,23,1,0,1,the scholar who wrote it down,unknown,0.0,tertiary
