clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Pinkel,0,41,166,207,Pinkel,male,1.0,primary
The witch/the witch,51,19,57,76,The witch,female,1.0,secondary
the king/The king,57,18,50,68,the king,male,1.0,secondary
the young men/The young men,23,6,31,37,the young men,male,1.0,tertiary
the brothers,108,3,17,20,the brothers,male,1.0,tertiary
the widow's youngest son--his brothers,22,5,13,18,the widow's youngest son's brothers,male,1.0,tertiary
an ugly old woman--her daughter,47,10,3,13,an ugly old woman's daughter,female,1.0,tertiary
the two eldest/The two eldest,3,2,10,12,the two eldest,group/nonbinary,1.0,tertiary
the girl,86,4,7,11,the girl,female,1.0,tertiary
the widow/The widow,15,2,8,10,the widow,female,1.0,tertiary
dear mother,196,9,0,9,dear mother,female,1.0,tertiary
The two young men,13,1,7,8,The two young men,male,1.0,tertiary
the two eldest/The two eldest--their mother and youngest brother,10,1,4,5,the two eldest's mother and youngest brother,male,0.6363636363636364,tertiary
an ugly old woman,44,1,4,5,an ugly old woman,female,1.0,tertiary
The witch/the witch--my lazy girl,219,1,4,5,The witch's lazy girl,female,1.0,tertiary
the widow/The widow--her youngest son,21,1,3,4,the widow's youngest son,male,1.0,tertiary
the old woman,82,3,1,4,the old woman,female,1.0,tertiary
"the witch , who cried out as before",140,1,2,3,"the witch , who cried out as before",female,1.0,tertiary
this boy,185,1,2,3,this boy,male,1.0,tertiary
the two brothers,70,1,2,3,the two brothers,male,1.0,tertiary
The youngest brother,29,1,2,3,The youngest brother,male,1.0,tertiary
the youth,97,2,1,3,the youth,unknown,0.0,tertiary
the woman,158,1,2,3,the woman,female,1.0,tertiary
the old witch,141,1,1,2,the old witch,unknown,0.0,tertiary
the goat,119,2,0,2,the goat,unknown,0.0,tertiary
mother,195,1,1,2,mother,female,1.0,tertiary
the brothers--their brother,111,2,0,2,the brothers's brother,male,1.0,tertiary
the bride,173,1,1,2,the bride,female,1.0,tertiary
the eldest brother,38,2,0,2,the eldest brother,male,1.0,tertiary
the two eldest/The two eldest--their masters,8,1,1,2,the two eldest's masters,group/nonbinary,1.0,tertiary
robbers,216,1,0,1,robbers,unknown,0.0,tertiary
the king/The king--anyone who would bring it to me,205,1,0,1,the king's who would bring it to me,unknown,0.0,tertiary
this wonderful creature,115,1,0,1,this wonderful creature,unknown,0.0,tertiary
king,175,1,0,1,king,male,1.0,tertiary
People,172,1,0,1,People,unknown,0.0,tertiary
the king 's daughter,171,1,0,1,the king 's daughter,male,1.0,tertiary
the old witch on the island,201,1,0,1,the old witch on the island,unknown,0.0,tertiary
a goat with golden horns from which hang bells that tinkle the sweetest music,203,1,0,1,a goat with golden horns from which hang bells that tinkle the sweetest music,unknown,0.0,tertiary
a great knave,223,1,0,1,a great knave,unknown,0.0,tertiary
Pinkel--you thief,215,1,0,1,Pinkel's thief,unknown,0.0,tertiary
a trouble girls,220,1,0,1,a trouble girls,female,1.0,tertiary
all thieves,218,1,0,1,all thieves,unknown,0.0,tertiary
a knave,209,1,0,1,a knave,unknown,0.0,tertiary
the other,146,1,0,1,the other,unknown,0.0,tertiary
the king/The king--the man who brings it to me,212,1,0,1,the king's man who brings it to me,male,1.0,tertiary
young man,217,1,0,1,young man,male,1.0,tertiary
the king/The king--my daughter,213,1,0,1,the king's daughter,unknown,0.0,tertiary
a widow,1,1,0,1,a widow,unknown,0.0,tertiary
Sire,189,1,0,1,Sire,unknown,0.0,tertiary
the king/The king--his attendants,105,1,0,1,the king's attendants,unknown,0.0,tertiary
Pinkel--a poor boy like me do a great Troll like you,186,1,0,1,Pinkel's poor boy like me do a great Troll like you,male,1.0,tertiary
idle fellows,4,1,0,1,idle fellows,unknown,0.0,tertiary
some of the neighbours,5,1,0,1,some of the neighbours,unknown,0.0,tertiary
the neighbours,6,1,0,1,the neighbours,unknown,0.0,tertiary
the two eldest/The two eldest--their mother,7,1,0,1,the two eldest's mother,female,1.0,tertiary
Pinkel--his mother,18,1,0,1,Pinkel's mother,female,1.0,tertiary
the farmers,26,1,0,1,the farmers,unknown,0.0,tertiary
millers,27,1,0,1,millers,unknown,0.0,tertiary
woodcutters,28,1,0,1,woodcutters,unknown,0.0,tertiary
each other,46,1,0,1,each other,unknown,0.0,tertiary
a famous witch,48,1,0,1,a famous witch,unknown,0.0,tertiary
Pinkel--a great Troll like you,187,1,0,1,Pinkel's great Troll like you,unknown,0.0,tertiary
O cunning one,198,1,0,1,O cunning one,unknown,0.0,tertiary
Pinkel--my brothers,188,1,0,1,Pinkel's brothers,male,1.0,tertiary
page,59,1,0,1,page,unknown,0.0,tertiary
the little prince,60,1,0,1,the little prince,male,1.0,tertiary
a clever and amusing boy,61,1,0,1,a clever and amusing boy,male,1.0,tertiary
a child,66,1,0,1,a child,unknown,0.0,tertiary
the king/The king--his grooms,72,1,0,1,the king's grooms,unknown,0.0,tertiary
three sons,2,1,0,1,three sons,unknown,0.0,tertiary
"an old witch , who no doubt came by it in some evil way",190,1,0,1,"an old witch , who no doubt came by it in some evil way",unknown,0.0,tertiary
any woman,191,1,0,1,any woman,female,1.0,tertiary
the king/The king--the chief men about my person,192,1,0,1,the king's chief men about my person,male,1.0,tertiary
Pinkel--his subjects,176,1,0,1,Pinkel's subjects,unknown,0.0,tertiary
