clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The boy - man/the boy - man,31,21,51,72,The boy - man,male,1.0,primary
the little spirit/The little spirit--His sister/his sister,9,12,33,45,the little spirit's sister,female,1.0,secondary
the boy/The boy,13,8,36,44,the boy,male,1.0,secondary
the little spirit/The little spirit,27,6,24,30,the little spirit,male,1.0,secondary
the four brothers/The four brothers,50,5,19,24,the four brothers,male,1.0,secondary
the sister/The sister,39,7,15,22,the sister,female,1.0,tertiary
The three others,26,1,19,20,The three others,group/nonbinary,1.0,tertiary
"The little spirit , who , when he had closed the door , had returned to his meal , which he was quietly eating--The little spirit , who , when he had closed the door , had returned to his meal , which he was quietly eating",78,1,8,9,"The little spirit , who , when he had closed the door , had returned to his meal , which he was quietly eating's little spirit , who , when he had closed the door , had returned to his meal , which he was quietly eating",male,1.0,tertiary
"the four large men , who were fishing there every day",45,1,7,8,"the four large men , who were fishing there every day",male,1.0,tertiary
the brothers/The brothers,70,4,3,7,the brothers,male,1.0,tertiary
the little boy - man,22,1,4,5,the little boy - man,male,1.0,tertiary
little spirit/Little spirit,69,2,3,5,little spirit,male,1.0,tertiary
The two others of the four brothers,84,1,4,5,The two others of the four brothers,male,1.0,tertiary
the little spirit's sister--her brother,67,4,1,5,the little spirit's sister's brother,male,1.0,tertiary
the little spirit's sister--the one man whom her brother had offended had become so angry as to make four of himself in order to wreak his vengeance,66,1,3,4,the little spirit's sister's one man whom her brother had offended had become so angry as to make four of himself in order to wreak his vengeance,male,1.0,tertiary
"four large , tall men",20,1,3,4,"four large , tall men",male,1.0,tertiary
These four - faces,152,1,3,4,These four - faces,group/nonbinary,1.0,tertiary
boy - man,28,3,1,4,boy - man,male,1.0,tertiary
each other,132,4,0,4,each other,unknown,0.0,tertiary
the girl,41,1,2,3,the girl,female,1.0,tertiary
One of the brothers,75,1,2,3,One of the brothers,male,1.0,tertiary
the four large men,64,1,2,3,the four large men,male,1.0,tertiary
"the four brothers/The four brothers--Their old mother , who lived with them",58,1,2,3,"the four brothers's old mother , who lived with them",female,1.0,tertiary
That boy,157,1,2,3,That boy,male,1.0,tertiary
"the four brothers's old mother , who lived with them--her sons",59,1,1,2,"the four brothers's old mother , who lived with them's sons",female,1.0,tertiary
The two others of the four brothers--four of them,161,2,0,2,The two others of the four brothers's of them,unknown,0.0,tertiary
the man,79,2,0,2,the man,male,1.0,tertiary
four men just alike,95,1,1,2,four men just alike,male,1.0,tertiary
the sister/The sister--My brother,166,1,1,2,the sister's brother,male,1.0,tertiary
the Ko - ko,4,1,1,2,the Ko - ko,male,1.0,tertiary
night 's little king,140,1,0,1,night 's little king,male,1.0,tertiary
sister,169,1,0,1,sister,female,1.0,tertiary
that man,160,1,0,1,that man,male,1.0,tertiary
The boy - man/the boy - man--My sister,163,1,0,1,The boy - man's sister,female,0.5,tertiary
the foolish boy,164,1,0,1,the foolish boy,male,1.0,tertiary
little fire - fly,139,1,0,1,little fire - fly,unknown,0.0,tertiary
an extraordinary boy,128,1,0,1,an extraordinary boy,male,1.0,tertiary
the four brothers whom the little spirit or boy - man dispatched upon their travels,96,1,0,1,the four brothers whom the little spirit or boy - man dispatched upon their travels,male,1.0,tertiary
a monedo,158,1,0,1,a monedo,unknown,0.0,tertiary
the man with four heads,159,1,0,1,the man with four heads,male,1.0,tertiary
The little spirit or boy - man,62,1,0,1,The little spirit or boy - man,male,1.0,tertiary
a boy remarkable for the smallness of his stature,10,1,0,1,a boy remarkable for the smallness of his stature,male,1.0,tertiary
Four - in - one,156,1,0,1,Four - in - one,unknown,0.0,tertiary
the boy - man who was carrying it off,34,1,0,1,the boy - man who was carrying it off,male,1.0,tertiary
the four,32,1,0,1,the four,unknown,0.0,tertiary
a little fellow,151,1,0,1,a little fellow,unknown,0.0,tertiary
Tia,3,1,0,1,Tia,unknown,0.0,tertiary
the little boy - man--his brothers,25,1,0,1,the little boy - man's brothers,male,1.0,tertiary
such a tiny being,24,1,0,1,such a tiny being,unknown,0.0,tertiary
the nearest,23,1,0,1,the nearest,unknown,0.0,tertiary
"four brothers , who looked exactly alike",21,1,0,1,"four brothers , who looked exactly alike",male,1.0,tertiary
the master,14,1,0,1,the master,unknown,0.0,tertiary
brother,145,1,0,1,brother,male,1.0,tertiary
