clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Aduan,11,36,129,165,Aduan,male,1.0,primary
Rose of Evening/Rose,14,17,26,43,Rose of Evening,female,1.0,tertiary
Aduan 's old mother,155,2,15,17,Aduan 's old mother,female,1.0,tertiary
Mother Hia/old Mother Hia,12,7,7,14,Mother Hia,female,1.0,tertiary
the girl,149,3,7,10,the girl,female,1.0,tertiary
a boy,21,2,8,10,a boy,male,1.0,tertiary
Aduan--his mother,31,6,2,8,Aduan's mother,female,1.0,tertiary
Those who performed it,51,1,5,6,Those who performed it,group/nonbinary,1.0,tertiary
all the dancers,50,3,3,6,all the dancers,group/nonbinary,1.0,tertiary
this dancer,64,1,4,5,this dancer,female,1.0,tertiary
the boy/The boy,87,3,2,5,the boy,male,1.0,tertiary
An old woman,42,1,4,5,An old woman,female,1.0,tertiary
The Prince of the Dragon 's Cave/the Prince of the Dragon 's Cave,181,2,2,4,The Prince of the Dragon 's Cave,male,1.0,tertiary
the nightingale dancers,58,2,2,4,the nightingale dancers,group/nonbinary,1.0,tertiary
Aduan 's old mother--her son,158,3,1,4,Aduan 's old mother's son,male,1.0,tertiary
These,55,1,3,4,These,group/nonbinary,1.0,tertiary
each other,74,4,0,4,each other,unknown,0.0,tertiary
a grandson,170,1,2,3,a grandson,male,1.0,tertiary
Departed spirits who wear the garments of the dragon castle,190,1,2,3,Departed spirits who wear the garments of the dragon castle,group/nonbinary,1.0,tertiary
Aduan--his family,174,1,2,3,Aduan's family,unknown,0.0,tertiary
Aduan--his wife,176,2,1,3,Aduan's wife,female,1.0,tertiary
the Prince of the Dragon Cave/The Prince of the Dragon Cave,53,3,0,3,the Prince of the Dragon Cave,male,1.0,tertiary
boys who turn somersaults,19,1,2,3,boys who turn somersaults,male,1.0,tertiary
The willow - spray dancers/the willow - spray dancers,69,2,0,2,The willow - spray dancers,unknown,0.0,tertiary
these two who were so fond of each other,135,1,1,2,these two who were so fond of each other,group/nonbinary,1.0,tertiary
the pairs,79,1,1,2,the pairs,group/nonbinary,1.0,tertiary
Aduan--his comrades,68,1,1,2,Aduan's comrades,group/nonbinary,1.0,tertiary
the girls,66,2,0,2,the girls,female,1.0,tertiary
the King of the Wu River,185,2,0,2,the King of the Wu River,male,1.0,tertiary
each,96,2,0,2,each,unknown,0.0,tertiary
the swallow dancers,60,2,0,2,the swallow dancers,unknown,0.0,tertiary
the King,106,1,1,2,the King,male,1.0,tertiary
"Aduan--two men who took him along with them , and he saw a new world in the midst of the waters of the Yellow River",32,1,1,2,"Aduan's men who took him along with them , and he saw a new world in the midst of the waters of the Yellow River",male,1.0,tertiary
The widow Dsiang,148,1,1,2,The widow Dsiang,female,1.0,tertiary
Aduan 's mother,150,1,1,2,Aduan 's mother,female,1.0,tertiary
a crowd of boys who were all about fourteen years of age,41,1,1,2,a crowd of boys who were all about fourteen years of age,male,1.0,tertiary
a departed spirit,161,2,0,2,a departed spirit,unknown,0.0,tertiary
a human being,162,2,0,2,a human being,unknown,0.0,tertiary
Dsiang/Madame Dsiang,10,2,0,2,Dsiang,unknown,0.0,tertiary
Aduan--his old mother,125,1,0,1,Aduan's old mother,female,1.0,tertiary
Aduan--his cousin,113,1,0,1,Aduan's cousin,unknown,0.0,tertiary
the indwellers of the castle,115,1,0,1,the indwellers of the castle,unknown,0.0,tertiary
the Dragon Prince,15,1,0,1,the Dragon Prince,male,1.0,tertiary
that Rose of Evening,186,1,0,1,that Rose of Evening,unknown,0.0,tertiary
a merchant from foreign parts,173,1,0,1,a merchant from foreign parts,unknown,0.0,tertiary
Aduan--his beloved,117,1,0,1,Aduan's beloved,unknown,0.0,tertiary
men,122,1,0,1,men,male,1.0,tertiary
