clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Dschou Bau,6,15,58,73,Dschou Bau,male,1.0,primary
the dead general--his attendants,72,1,68,69,the dead general's attendants,group/nonbinary,1.0,primary
the goddess/The goddess,41,2,45,47,the goddess,female,1.0,secondary
The princess/the princess,44,15,19,34,The princess,female,1.0,secondary
a soldier,60,1,25,26,a soldier,male,0.75,secondary
the dead general,71,1,15,16,the dead general,male,1.0,tertiary
the goddess/The goddess--My father/my father,109,5,10,15,the goddess's father,male,1.0,tertiary
little Tschauna/Little Tschauna/the infamous Tschauna/Tschauna,5,7,5,12,little Tschauna,male,1.0,tertiary
The enemy,206,1,11,12,The enemy,male,1.0,tertiary
the general,64,3,9,12,the general,male,1.0,tertiary
the lady,35,1,10,11,the lady,female,1.0,tertiary
the goddess/The goddess--my family,96,2,5,7,the goddess's family,unknown,0.0,tertiary
Our princess,151,2,3,5,Our princess,female,1.0,tertiary
Dschou Bau--his soldiers,51,1,4,5,Dschou Bau's soldiers,group/nonbinary,1.0,tertiary
a soldier--your master,152,4,1,5,a soldier's master,male,1.0,tertiary
Mong Yuan,11,4,0,4,Mong Yuan,unknown,0.0,tertiary
the dead general's attendants--my most untrustworthy soldiers,207,1,3,4,the dead general's attendants's most untrustworthy soldiers,group/nonbinary,1.0,tertiary
the goddess/The goddess--My parents/my parents,116,3,1,4,the goddess's parents,group/nonbinary,1.0,tertiary
the general--one of his officers,78,1,3,4,the general's of his officers,male,1.0,tertiary
Dschou Bau--my kinsfolk,138,2,2,4,Dschou Bau's kinsfolk,group/nonbinary,1.0,tertiary
Pi - Lo,7,2,2,4,Pi - Lo,male,1.0,tertiary
a wise man,106,1,2,3,a wise man,male,1.0,tertiary
the Maidens,15,3,0,3,the Maidens,female,1.0,tertiary
the ghost soldiers,156,1,2,3,the ghost soldiers,group/nonbinary,1.0,tertiary
Servants/servants,175,3,0,3,Servants,unknown,0.0,tertiary
the goddess/The goddess--my good husband,114,1,2,3,the goddess's good husband,male,1.0,tertiary
Dschong Tschong - Fu,12,2,0,2,Dschong Tschong - Fu,unknown,0.0,tertiary
the dead general's attendants--a train of three - hundred armored horsemen who had ridden out to escort me,168,1,1,2,the dead general's attendants's train of three - hundred armored horsemen who had ridden out to escort me,unknown,0.0,tertiary
a messenger,193,2,0,2,a messenger,unknown,0.0,tertiary
