sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label,major_event
0,0,met,26,29,26,29,,19.0,20.0,19.0,20.0,5,30.0,44.0,30.0,44.0,,,,,verb.perception,1,True
1,1,heard,39,44,204,209,,37.0,38.0,202.0,203.0,5,45.0,47.0,210.0,212.0,,,,,verb.perception,1,True
3,0,had,3,6,286,289,5,0.0,2.0,283.0,285.0,5,7.0,22.0,290.0,305.0,23.0,90.0,306.0,373.0,verb.possession,1,True
4,3,tested,43,49,418,424,5,0.0,23.0,375.0,398.0,11,50.0,92.0,425.0,467.0,,,,,verb.social,1,True
5,2,explained,58,67,577,586,5,55.0,57.0,574.0,576.0,,68.0,83.0,587.0,602.0,,,,,verb.communication,1,True
6,2,said,50,54,660,664,5,0.0,44.0,610.0,654.0,,,,,,,,,,verb.communication,1,True
8,0,entered,60,67,876,883,"18,19",13.0,58.0,829.0,874.0,,68.0,76.0,884.0,892.0,,,,,verb.motion,1,True
9,1,applauded,44,53,952,961,18,0.0,2.0,908.0,910.0,,,,,,,,,,verb.emotion,1,True
10,1,felt,48,52,1036,1040,,46.0,47.0,1034.0,1035.0,18,53.0,79.0,1041.0,1067.0,,,,,verb.emotion,1,True
11,5,lecture,100,107,1169,1176,,75.0,78.0,1144.0,1147.0,23,108.0,138.0,1177.0,1207.0,,,,,verb.communication,1,True
12,4,consult,110,117,1319,1326,26,90.0,99.0,1299.0,1308.0,27,118.0,147.0,1327.0,1356.0,,,,,verb.communication,1,True
13,0,commenced,30,39,1388,1397,28,17.0,29.0,1375.0,1387.0,28,40.0,71.0,1398.0,1429.0,,,,,verb.change,1,True
15,4,acquire,94,101,1609,1616,31,83.0,89.0,1598.0,1604.0,,102.0,109.0,1617.0,1624.0,,,,,verb.possession,1,True
17,3,placed,66,72,1950,1956,34,39.0,49.0,1923.0,1933.0,35,73.0,100.0,1957.0,1984.0,,,,,verb.contact,1,True
18,2,burnt,36,41,2021,2026,35,20.0,24.0,2005.0,2009.0,34,42.0,45.0,2027.0,2030.0,,,,,verb.contact,1,True
21,2,act,47,50,2237,2240,38,37.0,39.0,2227.0,2229.0,39,51.0,70.0,2241.0,2260.0,,,,,verb.body,1,True
