clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The little page - boy/the little page - boy,24,3,65,68,The little page - boy,male,1.0,primary
the Fairies/Fairies,3,5,12,17,the Fairies,group/nonbinary,1.0,tertiary
the page,61,4,5,9,the page,male,1.0,tertiary
"a little page - boy , who was in service in a stately Castle",6,1,5,6,"a little page - boy , who was in service in a stately Castle",male,1.0,tertiary
the whole troop of Fairies,74,1,4,5,the whole troop of Fairies,group/nonbinary,1.0,tertiary
the little fellow,80,1,3,4,the little fellow,male,1.0,tertiary
the old butler,26,2,2,4,the old butler,male,1.0,tertiary
the triumphant page - boy,86,1,2,3,the triumphant page - boy,male,1.0,tertiary
folk,33,1,2,3,folk,group/nonbinary,1.0,tertiary
each Fairy,63,1,2,3,each Fairy,male,1.0,tertiary
the country people,35,1,2,3,the country people,group/nonbinary,1.0,tertiary
the old man,29,1,2,3,the old man,male,1.0,tertiary
these tiny beings,54,1,1,2,these tiny beings,group/nonbinary,1.0,tertiary
the adventurous page - boy,79,1,1,2,the adventurous page - boy,male,1.0,tertiary
the boy,28,1,1,2,the boy,male,1.0,tertiary
Little Folk/the Little Folk,5,2,0,2,Little Folk,unknown,0.0,tertiary
everyone,37,2,0,2,everyone,unknown,0.0,tertiary
men,55,1,1,2,men,male,1.0,tertiary
any luckless mortal who does not take care,39,1,1,2,any luckless mortal who does not take care,unknown,0.0,tertiary
the scarlet - clad pages,70,1,0,1,the scarlet - clad pages,unknown,0.0,tertiary
mere mortals,66,1,0,1,mere mortals,unknown,0.0,tertiary
some poor mortal,77,1,0,1,some poor mortal,unknown,0.0,tertiary
the Fairy Folk,76,1,0,1,the Fairy Folk,unknown,0.0,tertiary
"two little Fairy pages , dressed all in scarlet livery",58,1,0,1,"two little Fairy pages , dressed all in scarlet livery",unknown,0.0,tertiary
the Fairies,78,1,0,1,the Fairies,unknown,0.0,tertiary
the foremost Fairies,84,1,0,1,the foremost Fairies,unknown,0.0,tertiary
a stately butler,89,1,0,1,a stately butler,unknown,0.0,tertiary
all the Fairies,60,1,0,1,all the Fairies,unknown,0.0,tertiary
the Tiny Folk,51,1,0,1,the Tiny Folk,unknown,0.0,tertiary
the owner of the unknown voice,57,1,0,1,the owner of the unknown voice,unknown,0.0,tertiary
Gnomes,52,1,0,1,Gnomes,unknown,0.0,tertiary
Elves,4,1,0,1,Elves,unknown,0.0,tertiary
a very good - natured little fellow,8,1,0,1,a very good - natured little fellow,unknown,0.0,tertiary
everyone else,43,1,0,1,everyone else,unknown,0.0,tertiary
an adventurous wight,41,1,0,1,an adventurous wight,unknown,0.0,tertiary
the Little Folks,2,1,0,1,the Little Folks,unknown,0.0,tertiary
folk--any rash mortal who came too near them,34,1,0,1,folk's rash mortal who came too near them,unknown,0.0,tertiary
the Little Folk,93,1,0,1,the Little Folk,unknown,0.0,tertiary
laddie,92,1,0,1,laddie,unknown,0.0,tertiary
a healthy little lad,27,1,0,1,a healthy little lad,unknown,0.0,tertiary
anyone who liked,17,1,0,1,anyone who liked,unknown,0.0,tertiary
"a little page - boy , who was in service in a stately Castle--the fat old butler whose errands he ran",11,1,0,1,"a little page - boy , who was in service in a stately Castle's fat old butler whose errands he ran",male,1.0,tertiary
"a little page - boy , who was in service in a stately Castle--the great Earl whom he served every day on bended knee",10,1,0,1,"a little page - boy , who was in service in a stately Castle's great Earl whom he served every day on bended knee",male,1.0,tertiary
everybody,9,1,0,1,everybody,unknown,0.0,tertiary
other little page - boys,90,1,0,1,other little page - boys,male,1.0,tertiary
