sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label
1,1,said,62.0,66.0,158.0,162.0,"2,3",28.0,61.0,124.0,157.0,"2,4",67.0,172.0,163.0,268.0,,,,,verb.communication,1
1,6,see,120.0,123.0,216.0,219.0,2,99.0,101.0,195.0,197.0,,124.0,126.0,220.0,222.0,,,,,verb.perception,1
1,8,bring,138.0,143.0,234.0,239.0,2,99.0,101.0,195.0,197.0,4,149.0,172.0,245.0,268.0,,,,,verb.communication,1
3,0,struck,5.0,11.0,419.0,425.0,5,0.0,4.0,414.0,418.0,,,,,,,,,,verb.contact,1
3,8,drawn,159.0,164.0,573.0,578.0,"8,7",144.0,158.0,558.0,572.0,8,165.0,174.0,579.0,588.0,,,,,verb.contact,1
4,2,said,72.0,76.0,714.0,718.0,9,51.0,53.0,693.0,695.0,"9,10",79.0,136.0,721.0,778.0,,,,,verb.communication,1
4,4,show,119.0,123.0,761.0,765.0,9,112.0,113.0,754.0,755.0,10,124.0,128.0,766.0,770.0,,,,,verb.perception,1
7,1,see,8.0,11.0,978.0,981.0,8,4.0,7.0,974.0,977.0,,12.0,29.0,982.0,999.0,,,,,verb.cognition,1
8,0,said,0.0,4.0,1002.0,1006.0,,,,,,9,5.0,14.0,1007.0,1016.0,15.0,22.0,,,verb.communication,1
9,3,make,69.0,73.0,1095.0,1099.0,297,60.0,63.0,1086.0,1089.0,8,74.0,91.0,1100.0,1117.0,,,,,verb.change,1
10,0,asks,11.0,15.0,1130.0,1134.0,297,7.0,10.0,1126.0,1129.0,,18.0,54.0,1137.0,1173.0,,,,,verb.communication,1
11,1,asks,34.0,38.0,1210.0,1214.0,297,30.0,33.0,1206.0,1209.0,,,,,,,,,,verb.communication,1
11,2,see,52.0,55.0,1228.0,1231.0,,40.0,51.0,1216.0,1227.0,9,56.0,67.0,1232.0,1243.0,,,,,verb.perception,1
13,1,told,39.0,43.0,1372.0,1376.0,,24.0,28.0,1357.0,1361.0,8,44.0,47.0,1377.0,1380.0,,,,,verb.communication,1
13,2,had,66.0,69.0,1399.0,1402.0,8,63.0,65.0,1396.0,1398.0,8,70.0,163.0,1403.0,1496.0,,,,,verb.possession,1
14,2,found,130.0,135.0,1628.0,1633.0,"8,7",115.0,129.0,1613.0,1627.0,"8,22",136.0,218.0,1634.0,1716.0,,,,,verb.perception,1
14,3,waiting,136.0,143.0,1634.0,1641.0,"8,7",115.0,129.0,1613.0,1627.0,"8,22",144.0,191.0,1642.0,1689.0,,,,,verb.cognition,1
16,0,asked,0.0,5.0,1749.0,1754.0,,,,,,"8,7,25",6.0,20.0,1755.0,1769.0,,,,,verb.communication,1
16,1,answered,36.0,44.0,1785.0,1793.0,25,26.0,35.0,1775.0,1784.0,"7,25",47.0,162.0,1796.0,1911.0,,,,,verb.communication,1
16,4,delivered,74.0,83.0,1823.0,1832.0,25,68.0,69.0,1817.0,1818.0,"7,25",84.0,91.0,1833.0,1840.0,,,,,verb.motion,1
16,5,bound,113.0,118.0,1862.0,1867.0,,97.0,107.0,1846.0,1856.0,25,119.0,121.0,1868.0,1870.0,,,,,verb.contact,1
17,0,Go,0.0,2.0,1913.0,1915.0,,,,,,7,8.0,31.0,1921.0,1944.0,,,,,verb.motion,1
18,4,entered,85.0,92.0,2183.0,2190.0,8,82.0,84.0,2180.0,2182.0,,93.0,105.0,2191.0,2203.0,106.0,129.0,2204.0,2227.0,verb.motion,1
19,1,walked,7.0,13.0,2236.0,2242.0,8,0.0,2.0,2229.0,2231.0,,,,,,,,,,verb.motion,1
20,0,put,10.0,13.0,2311.0,2314.0,8,7.0,9.0,2308.0,2310.0,,14.0,16.0,2315.0,2317.0,22.0,34.0,2323.0,2335.0,verb.contact,1
20,1,thought,48.0,55.0,2349.0,2356.0,8,45.0,47.0,2346.0,2348.0,8,56.0,75.0,2357.0,2376.0,,,,,verb.cognition,1
21,2,unfastened,54.0,64.0,2432.0,2442.0,"8,7",34.0,48.0,2412.0,2426.0,,65.0,75.0,2443.0,2453.0,,,,,verb.contact,1
22,1,saw,15.0,18.0,2470.0,2473.0,8,9.0,11.0,2464.0,2466.0,,,,,,,,,,verb.perception,1
24,1,dwell,28.0,33.0,2620.0,2625.0,8,21.0,24.0,2613.0,2616.0,,,,,,,,,,verb.cognition,1
24,4,wish,94.0,98.0,2686.0,2690.0,8,87.0,89.0,2679.0,2681.0,"8,27",99.0,196.0,2691.0,2788.0,,,,,verb.emotion,1
24,6,left,106.0,110.0,2698.0,2702.0,8,99.0,101.0,2691.0,2693.0,,111.0,121.0,2703.0,2713.0,122.0,196.0,2714.0,2788.0,verb.cognition,1
24,8,reached,143.0,150.0,2735.0,2742.0,8,136.0,138.0,2728.0,2730.0,"8,27",151.0,196.0,2743.0,2788.0,,,,,verb.motion,1
25,2,glanced,48.0,55.0,2838.0,2845.0,8,45.0,47.0,2835.0,2837.0,,,,,,,,,,verb.perception,1
26,1,built,34.0,39.0,2928.0,2933.0,,24.0,33.0,2918.0,2927.0,"306,4",40.0,61.0,2934.0,2955.0,,,,,verb.creation,1
26,2,said,64.0,68.0,2958.0,2962.0,"306,4",0.0,61.0,2894.0,2955.0,38,69.0,78.0,2963.0,2972.0,,,,,verb.communication,1
28,3,answered,36.0,44.0,3016.0,3024.0,,,,,,"8,7",45.0,59.0,3025.0,3039.0,,,,,verb.communication,1
29,0,give,23.0,27.0,3064.0,3068.0,,0.0,22.0,3041.0,3063.0,38,28.0,30.0,3069.0,3071.0,31.0,61.0,3072.0,3102.0,verb.possession,1
29,1,put,36.0,39.0,3077.0,3080.0,38,34.0,35.0,3075.0,3076.0,,40.0,42.0,3081.0,3083.0,,,,,verb.contact,1
30,0,asked,0.0,5.0,3105.0,3110.0,,,,,,38,6.0,15.0,3111.0,3120.0,,,,,verb.communication,1
33,1,said,54.0,58.0,3230.0,3234.0,307,1.0,51.0,3177.0,3227.0,38,59.0,68.0,3235.0,3244.0,,,,,verb.communication,1
34,0,have,6.0,10.0,3252.0,3256.0,7,4.0,5.0,3250.0,3251.0,,11.0,16.0,3257.0,3262.0,,,,,verb.possession,1
34,1,get,28.0,31.0,3274.0,3277.0,,,,,,308,32.0,35.0,3278.0,3281.0,,,,,verb.possession,1
34,2,answered,38.0,46.0,3284.0,3292.0,,,,,,"8,7",47.0,61.0,3293.0,3307.0,,,,,verb.communication,1
34,3,spoke,73.0,78.0,3319.0,3324.0,8,70.0,72.0,3316.0,3318.0,,79.0,89.0,3325.0,3335.0,,,,,verb.communication,1
35,2,take,31.0,35.0,3417.0,3421.0,38,24.0,25.0,3410.0,3411.0,38,36.0,40.0,3422.0,3426.0,,,,,verb.motion,1
35,3,said,43.0,47.0,3429.0,3433.0,38,1.0,40.0,3387.0,3426.0,38,48.0,57.0,3434.0,3443.0,,,,,verb.communication,1
36,1,remember,44.0,52.0,3489.0,3497.0,38,37.0,38.0,3482.0,3483.0,,53.0,55.0,3498.0,3500.0,,,,,verb.cognition,1
37,1,came,56.0,60.0,3559.0,3563.0,8,53.0,55.0,3556.0,3558.0,"8,27",61.0,105.0,3564.0,3608.0,,,,,verb.motion,1
38,0,unloosed,10.0,18.0,3620.0,3628.0,8,7.0,9.0,3617.0,3619.0,,19.0,29.0,3629.0,3639.0,31.0,95.0,3641.0,3705.0,verb.contact,1
38,1,fearing,31.0,38.0,3641.0,3648.0,,,,,,8,39.0,95.0,3649.0,3705.0,,,,,verb.emotion,1
38,3,find,54.0,58.0,3664.0,3668.0,8,44.0,46.0,3654.0,3656.0,,59.0,95.0,3669.0,3705.0,,,,,verb.possession,1
40,3,opened,41.0,47.0,3756.0,3762.0,8,38.0,40.0,3753.0,3755.0,,48.0,63.0,3763.0,3778.0,,,,,verb.contact,1
41,1,said,21.0,25.0,3865.0,3869.0,"306,4",0.0,18.0,3844.0,3862.0,56,26.0,29.0,3870.0,3873.0,,,,,verb.communication,1
42,0,proved,11.0,17.0,3952.0,3958.0,,,,,,59,18.0,29.0,3959.0,3970.0,,,,,verb.cognition,1
42,2,forgot,92.0,98.0,4033.0,4039.0,8,89.0,91.0,4030.0,4032.0,38,99.0,118.0,4040.0,4059.0,,,,,verb.cognition,1
43,3,beheld,88.0,94.0,4149.0,4155.0,8,85.0,87.0,4146.0,4148.0,38,95.0,104.0,4156.0,4165.0,105.0,132.0,4166.0,4193.0,verb.perception,1
