sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"Once upon a time there was a king, who reigned over a great kingdom. ",reigned,BEFORE,"He had a queen, but only a single daughter, a girl. ",had,0,1,1,0
"He had a queen, but only a single daughter, a girl. ",had,BEFORE,"They loved her above everything else in the world, and their dearest thought was the pleasure they would take in her when she was older. ",loved,1,3,0,0
"They loved her above everything else in the world, and their dearest thought was the pleasure they would take in her when she was older. ",loved,BEFORE,"Before the king's daughter began to grow up, the queen her mother fell ill and died. ",began,3,5,0,0
"Before the king's daughter began to grow up, the queen her mother fell ill and died. ",began,AFTER, for the queen had been beloved of all. ,beloved,5,7,0,2
 for the queen had been beloved of all. ,beloved,BEFORE,"The king grieved so that he would not marry again, and his one joy was the little princess. ",grieved,7,8,2,0
"The king grieved so that he would not marry again, and his one joy was the little princess. ",grieved,BEFORE,"A long time passed, and with each succeeding day the king's daughter grew taller and more beautiful, and her father granted her every wish. ",grew,8,9,0,2
"A long time passed, and with each succeeding day the king's daughter grew taller and more beautiful, and her father granted her every wish. ",grew,AFTER,Among them was a woman who had formerly married and had two daughters. ,had,9,11,2,3
Among them was a woman who had formerly married and had two daughters. ,had,BEFORE,"Now when the queen died, she at once began to plan how she might marry the king, so that her daughters might be kept like royal princesses. ",marry,11,14,3,4
"Now when the queen died, she at once began to plan how she might marry the king, so that her daughters might be kept like royal princesses. ",marry,BEFORE,"With this end in view, she drew the young princess to her. ",drew,14,15,4,0
"With this end in view, she drew the young princess to her. ",drew,AFTER,"She paid her the most fulsome compliments on everything she said and did, and was forever bringing the conversation around to how happy she would be were the king to take another wife. ",did,15,16,0,2
"She paid her the most fulsome compliments on everything she said and did, and was forever bringing the conversation around to how happy she would be were the king to take another wife. ",did,BEFORE,"There was much said on this head, early and late, and before very long the princess came to believe that the woman knew all there was to know about everything. ",came,16,17,2,2
"There was much said on this head, early and late, and before very long the princess came to believe that the woman knew all there was to know about everything. ",came,BEFORE,So she asked her what sort of a woman the king ought to choose for a wife. ,asked,17,18,2,0
So she asked her what sort of a woman the king ought to choose for a wife. ,asked,BEFORE,"The woman answered as sweet as honey: ""It is not my affair to give advice in this matter; ",answered,18,19,0,0
"The woman answered as sweet as honey: ""It is not my affair to give advice in this matter; ",answered,BEFORE, yet he should choose for queen some one who is kind to the little princess. ,choose,19,20,0,1
 yet he should choose for queen some one who is kind to the little princess. ,choose,BEFORE,"For one thing I know, and that is, were I fortunate enough to be chosen, my one thought would be to do all I could for the little princess, and if she wished to wash her hands, one of my daughters would have to hold the wash-bowl and the other hand her the towel."" ",wished,20,21,1,9
"For one thing I know, and that is, were I fortunate enough to be chosen, my one thought would be to do all I could for the little princess, and if she wished to wash her hands, one of my daughters would have to hold the wash-bowl and the other hand her the towel."" ",wished,BEFORE,"This and much more she told the king's daughter, and the princess believed it, as children will. ",told,21,22,9,0
"This and much more she told the king's daughter, and the princess believed it, as children will. ",told,BEFORE,"From that day forward the princess gave her father no peace, and begged him again and again to marry the good court lady. ",marry,22,23,0,2
"From that day forward the princess gave her father no peace, and begged him again and again to marry the good court lady. ",marry,BEFORE,Yet he did not want to marry her. ,marry,23,24,2,2
Yet he did not want to marry her. ,marry,BEFORE,But the king's daughter gave him no rest. ,gave,24,25,2,0
But the king's daughter gave him no rest. ,gave,BEFORE,"She urged him again and again, as the false court lady had persuaded her to do. ",urged,25,26,0,0
"She urged him again and again, as the false court lady had persuaded her to do. ",urged,BEFORE,"Finally, one day, when she again brought up the matter, the king cried: ""I can see you will end by having your own way about this, even though it be entirely against my will. ",end,26,27,0,5
"Finally, one day, when she again brought up the matter, the king cried: ""I can see you will end by having your own way about this, even though it be entirely against my will. ",end,BEFORE,"But I will do so only on one condition."" ",do,27,28,5,1
"But I will do so only on one condition."" ",do,AFTER,asked the princess. ,asked,28,30,1,0
asked the princess. ,asked,BEFORE,"""If I marry again,"" said the king, ""it is only because of your ceaseless pleading. ",said,30,31,0,1
"""If I marry again,"" said the king, ""it is only because of your ceaseless pleading. ",said,BEFORE,"Therefore you must promise that, if in the future you are not satisfied with your step-mother or your step-sisters, not a single lament or complaint on your part reaches my ears."" ",promise,31,32,1,1
"Therefore you must promise that, if in the future you are not satisfied with your step-mother or your step-sisters, not a single lament or complaint on your part reaches my ears."" ",promise,BEFORE,"This she promised the king, and it was agreed that he should marry the court lady and make her queen of the whole country. ",marry,32,33,1,4
"This she promised the king, and it was agreed that he should marry the court lady and make her queen of the whole country. ",marry,AFTER,"As time passed on, the king's daughter had grown to be the most beautiful maiden to be found far and wide. ",grown,33,34,4,2
"As time passed on, the king's daughter had grown to be the most beautiful maiden to be found far and wide. ",grown,BEFORE,"The queen's daughters, on the other hand, were homely, evil of disposition, and no one knew any good of them. ",knew,34,35,2,1
"The queen's daughters, on the other hand, were homely, evil of disposition, and no one knew any good of them. ",knew,BEFORE,Hence it was not surprising that many youths came from East and West to sue for the princess's hand; ,came,35,36,1,1
