clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Laotsze,2,11,19,30,Laotsze,male,1.0,primary
The guardian of the pass/the guardian of the pass,15,5,13,18,The guardian of the pass,male,1.0,secondary
Laotsze--his servant,10,3,11,14,Laotsze's servant,unknown,0.0,secondary
The guardian/the guardian,16,5,3,8,The guardian,male,1.0,tertiary
a holy man,17,1,6,7,a holy man,male,1.0,tertiary
a servant,9,1,4,5,a servant,male,1.0,tertiary
the servant,13,5,0,5,the servant,unknown,0.0,tertiary
the guardian 's servant,27,1,4,5,the guardian 's servant,male,1.0,tertiary
Laotsze 's servant,21,1,3,4,Laotsze 's servant,male,1.0,tertiary
Laotsze 's servant--his master,24,2,0,2,Laotsze 's servant's master,unknown,0.0,tertiary
the guardian 's servant--his daughter,30,1,0,1,the guardian 's servant's daughter,unknown,0.0,tertiary
men,48,1,0,1,men,male,1.0,tertiary
the Tao Teh King,47,1,0,1,the Tao Teh King,male,1.0,tertiary
Laotsze's servant--You rascally servant,51,1,0,1,Laotsze's servant's rascally servant,unknown,0.0,tertiary
the servant of the guardian,22,1,0,1,the servant of the guardian,unknown,0.0,tertiary
a son - in - law,29,1,0,1,a son - in - law,unknown,0.0,tertiary
a man,28,1,0,1,a man,male,1.0,tertiary
the Yellow Lord,5,1,0,1,the Yellow Lord,unknown,0.0,tertiary
The Old Child,3,1,0,1,The Old Child,unknown,0.0,tertiary
the immortals,50,1,0,1,the immortals,unknown,0.0,tertiary
