sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"He was called the Boy that carries the Ball on his Back, from an idea that he possessed supernatural powers. ",called,AFTER,"He was called the Boy that carries the Ball on his Back, from an idea that he possessed supernatural powers. ",possessed,1,1,1,3
"He was called the Boy that carries the Ball on his Back, from an idea that he possessed supernatural powers. ",possessed,BEFORE,"This boy was in the habit of meditating alone, and asking within himself, whether there were other beings similar to themselves on the earth. ",meditating,1,2,3,1
"This boy was in the habit of meditating alone, and asking within himself, whether there were other beings similar to themselves on the earth. ",meditating,BEFORE,"This boy was in the habit of meditating alone, and asking within himself, whether there were other beings similar to themselves on the earth. ",asking,2,2,1,2
"This boy was in the habit of meditating alone, and asking within himself, whether there were other beings similar to themselves on the earth. ",asking,BEFORE,"When he grew up to manhood, he inquired of his sister whether she knew of any human beings beside themselves. ",inquired,2,3,2,1
"When he grew up to manhood, he inquired of his sister whether she knew of any human beings beside themselves. ",inquired,AFTER,"When he grew up to manhood, he inquired of his sister whether she knew of any human beings beside themselves. ",knew,3,3,1,2
"When he grew up to manhood, he inquired of his sister whether she knew of any human beings beside themselves. ",knew,BEFORE,She replied that she did; ,replied,3,4,2,0
She replied that she did; ,replied,BEFORE,"As soon as he heard this, he said to his sister, ""I am now a young man and very much in want of a companion;""",heard,4,6,0,0
"As soon as he heard this, he said to his sister, ""I am now a young man and very much in want of a companion;""",heard,BEFORE,"As soon as he heard this, he said to his sister, ""I am now a young man and very much in want of a companion;""",said,6,6,0,1
"As soon as he heard this, he said to his sister, ""I am now a young man and very much in want of a companion;""",said,BEFORE,""" and he asked his sister to make him several pairs of moccasins. ",asked,6,7,1,0
""" and he asked his sister to make him several pairs of moccasins. ",asked,BEFORE,""" and he asked his sister to make him several pairs of moccasins. ",make,7,7,0,1
""" and he asked his sister to make him several pairs of moccasins. ",make,BEFORE,She complied with his request; ,complied,7,8,1,0
She complied with his request; ,complied,BEFORE," and as soon as he received the moccasins, he took up his war-club and set out in quest of the distant village. ",received,8,9,0,0
" and as soon as he received the moccasins, he took up his war-club and set out in quest of the distant village. ",received,BEFORE,"He traveled on till he came to a small wigwam, and on looking into it he discovered a very old woman sitting alone by the fire. ",traveled,9,10,0,0
"He traveled on till he came to a small wigwam, and on looking into it he discovered a very old woman sitting alone by the fire. ",traveled,BEFORE,"He traveled on till he came to a small wigwam, and on looking into it he discovered a very old woman sitting alone by the fire. ",came,10,10,0,1
"He traveled on till he came to a small wigwam, and on looking into it he discovered a very old woman sitting alone by the fire. ",came,BEFORE,"He traveled on till he came to a small wigwam, and on looking into it he discovered a very old woman sitting alone by the fire. ",looking,10,10,1,2
"He traveled on till he came to a small wigwam, and on looking into it he discovered a very old woman sitting alone by the fire. ",looking,BEFORE,"He traveled on till he came to a small wigwam, and on looking into it he discovered a very old woman sitting alone by the fire. ",discovered,10,10,2,3
"He traveled on till he came to a small wigwam, and on looking into it he discovered a very old woman sitting alone by the fire. ",discovered,AFTER,"He traveled on till he came to a small wigwam, and on looking into it he discovered a very old woman sitting alone by the fire. ",sitting,10,10,3,4
"He traveled on till he came to a small wigwam, and on looking into it he discovered a very old woman sitting alone by the fire. ",sitting,BEFORE,"As soon as she saw the stranger, she invited him in, and thus addressed him: ""My poor grandchild, I suppose you are one of those who seek for the distant village, from which no person has ever yet returned. ",saw,10,11,4,0
"As soon as she saw the stranger, she invited him in, and thus addressed him: ""My poor grandchild, I suppose you are one of those who seek for the distant village, from which no person has ever yet returned. ",saw,BEFORE,"As soon as she saw the stranger, she invited him in, and thus addressed him: ""My poor grandchild, I suppose you are one of those who seek for the distant village, from which no person has ever yet returned. ",invited,11,11,0,1
"As soon as she saw the stranger, she invited him in, and thus addressed him: ""My poor grandchild, I suppose you are one of those who seek for the distant village, from which no person has ever yet returned. ",invited,BEFORE,"As soon as she saw the stranger, she invited him in, and thus addressed him: ""My poor grandchild, I suppose you are one of those who seek for the distant village, from which no person has ever yet returned. ",addressed,11,11,1,2
"As soon as she saw the stranger, she invited him in, and thus addressed him: ""My poor grandchild, I suppose you are one of those who seek for the distant village, from which no person has ever yet returned. ",addressed,BEFORE,"As soon as she saw the stranger, she invited him in, and thus addressed him: ""My poor grandchild, I suppose you are one of those who seek for the distant village, from which no person has ever yet returned. ",suppose,11,11,2,3
"As soon as she saw the stranger, she invited him in, and thus addressed him: ""My poor grandchild, I suppose you are one of those who seek for the distant village, from which no person has ever yet returned. ",suppose,AFTER,"As soon as she saw the stranger, she invited him in, and thus addressed him: ""My poor grandchild, I suppose you are one of those who seek for the distant village, from which no person has ever yet returned. ",seek,11,11,3,5
"As soon as she saw the stranger, she invited him in, and thus addressed him: ""My poor grandchild, I suppose you are one of those who seek for the distant village, from which no person has ever yet returned. ",seek,AFTER,"As soon as she saw the stranger, she invited him in, and thus addressed him: ""My poor grandchild, I suppose you are one of those who seek for the distant village, from which no person has ever yet returned. ",returned,11,11,5,7
"As soon as she saw the stranger, she invited him in, and thus addressed him: ""My poor grandchild, I suppose you are one of those who seek for the distant village, from which no person has ever yet returned. ",returned,AFTER,"Unless your guardian is more powerful than the guardians of those who have gone before you, you will share a similar fate to theirs. ",gone,11,12,7,2
"Unless your guardian is more powerful than the guardians of those who have gone before you, you will share a similar fate to theirs. ",gone,BEFORE,"Unless your guardian is more powerful than the guardians of those who have gone before you, you will share a similar fate to theirs. ",share,12,12,2,4
"Unless your guardian is more powerful than the guardians of those who have gone before you, you will share a similar fate to theirs. ",share,BEFORE,"Be careful to provide yourself with the invisible bones they use in the medicine-dance, for without these you can not succeed."" ",provide,12,13,4,1
"Be careful to provide yourself with the invisible bones they use in the medicine-dance, for without these you can not succeed."" ",provide,AFTER,"Be careful to provide yourself with the invisible bones they use in the medicine-dance, for without these you can not succeed."" ",use,13,13,1,2
"Be careful to provide yourself with the invisible bones they use in the medicine-dance, for without these you can not succeed."" ",use,BEFORE,"Be careful to provide yourself with the invisible bones they use in the medicine-dance, for without these you can not succeed."" ",succeed,13,13,2,4
"Be careful to provide yourself with the invisible bones they use in the medicine-dance, for without these you can not succeed."" ",succeed,BEFORE,"After she had thus spoken, she gave him the following directions for his journey: ""When you come near to the village which you seek, you will see in the center a large lodge, in which the chief of the village, who has two daughters, resides. ",spoken,13,14,4,1
"After she had thus spoken, she gave him the following directions for his journey: ""When you come near to the village which you seek, you will see in the center a large lodge, in which the chief of the village, who has two daughters, resides. ",spoken,BEFORE,"After she had thus spoken, she gave him the following directions for his journey: ""When you come near to the village which you seek, you will see in the center a large lodge, in which the chief of the village, who has two daughters, resides. ",gave,14,14,1,2
"After she had thus spoken, she gave him the following directions for his journey: ""When you come near to the village which you seek, you will see in the center a large lodge, in which the chief of the village, who has two daughters, resides. ",gave,AFTER,"After she had thus spoken, she gave him the following directions for his journey: ""When you come near to the village which you seek, you will see in the center a large lodge, in which the chief of the village, who has two daughters, resides. ",seek,14,14,2,5
"After she had thus spoken, she gave him the following directions for his journey: ""When you come near to the village which you seek, you will see in the center a large lodge, in which the chief of the village, who has two daughters, resides. ",seek,BEFORE,"After she had thus spoken, she gave him the following directions for his journey: ""When you come near to the village which you seek, you will see in the center a large lodge, in which the chief of the village, who has two daughters, resides. ",see,14,14,5,7
"After she had thus spoken, she gave him the following directions for his journey: ""When you come near to the village which you seek, you will see in the center a large lodge, in which the chief of the village, who has two daughters, resides. ",see,AFTER,"After she had thus spoken, she gave him the following directions for his journey: ""When you come near to the village which you seek, you will see in the center a large lodge, in which the chief of the village, who has two daughters, resides. ",has,14,14,7,8
"After she had thus spoken, she gave him the following directions for his journey: ""When you come near to the village which you seek, you will see in the center a large lodge, in which the chief of the village, who has two daughters, resides. ",has,BEFORE,"On this tree, about the height of a man from the ground, is hung a small lodge, in which these two false daughters dwell. ",hung,14,16,8,1
"On this tree, about the height of a man from the ground, is hung a small lodge, in which these two false daughters dwell. ",hung,BEFORE,"Be wise, my grandchild, and abide strictly by my directions."" ",abide,16,18,1,1
"Be wise, my grandchild, and abide strictly by my directions."" ",abide,BEFORE,The old woman then gave to the young man the bones which were to secure his success; ,gave,18,19,1,0
