sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"His way led him past the gardens of a wealthy gentleman, in which stood a number of tall buildings. ",led,BEFORE,"Suddenly he saw something shining floating in the air inside the gardens, something which glowed like a ball of crystal. ",saw,1,2,0,0
"Suddenly he saw something shining floating in the air inside the gardens, something which glowed like a ball of crystal. ",saw,BEFORE,"He was astonished, and climbed the wall around the gardens, but there was not a human being in sight; ",climbed,2,3,0,2
"He was astonished, and climbed the wall around the gardens, but there was not a human being in sight; ",climbed,BEFORE," all he saw was, at a distance, something which appeared to be a dog, looking up at the moon. ",saw,3,4,2,0
" all he saw was, at a distance, something which appeared to be a dog, looking up at the moon. ",saw,BEFORE,"Then the farmer realized that it was a fox, who was preparing the elixir of life. ",realized,4,8,0,0
"Then the farmer realized that it was a fox, who was preparing the elixir of life. ",realized,BEFORE,"He hid in the grass and waited until the ball of fire came down again, at about the height of his own head. ",hid,8,9,0,0
"He hid in the grass and waited until the ball of fire came down again, at about the height of his own head. ",hid,BEFORE,"Then he stepped hastily from his hiding-place, took it away and at once swallowed it. ",swallowed,9,10,0,2
"Then he stepped hastily from his hiding-place, took it away and at once swallowed it. ",swallowed,BEFORE,And he could feel it glow as it passed down his throat into his stomach. ,feel,10,11,2,1
And he could feel it glow as it passed down his throat into his stomach. ,feel,BEFORE,When the fox saw what had happened he grew angry. ,saw,11,12,1,0
When the fox saw what had happened he grew angry. ,saw,BEFORE,"He looked furiously at the farmer, but feared his strength. ",looked,12,13,0,0
"He looked furiously at the farmer, but feared his strength. ",looked,BEFORE,"For this reason he did not dare attack him, but went angrily on his way. ",attack,13,14,0,2
"For this reason he did not dare attack him, but went angrily on his way. ",attack,AFTER,"From that time on the farmer-boy could make himself invisible, was able to see ghosts and devils, and had intercourse with the spirit-world. ",make,14,15,2,1
"From that time on the farmer-boy could make himself invisible, was able to see ghosts and devils, and had intercourse with the spirit-world. ",make,AFTER,"In cases of sickness, when people lay unconscious, he could call back their souls, and if some one had committed a sin he could plead for them. ",committed,15,16,1,4
"In cases of sickness, when people lay unconscious, he could call back their souls, and if some one had committed a sin he could plead for them. ",committed,BEFORE,He earned much money owing to these gifts. ,earned,16,17,4,0
He earned much money owing to these gifts. ,earned,BEFORE,"When he reached his fiftieth year, he withdrew from all things and would no longer exercise his arts. ",exercise,17,18,0,3
"When he reached his fiftieth year, he withdrew from all things and would no longer exercise his arts. ",exercise,AFTER,"One summer evening he was sitting in his courtyard, enjoying the cool air. ",enjoying,18,19,3,2
"One summer evening he was sitting in his courtyard, enjoying the cool air. ",enjoying,BEFORE,"While there he drank a number of goblets of wine, and by midnight had fallen fast asleep. ",drank,19,20,2,0
"While there he drank a number of goblets of wine, and by midnight had fallen fast asleep. ",drank,BEFORE,"Suddenly he awoke, feeling ill. ",awoke,20,21,0,0
"Suddenly he awoke, feeling ill. ",awoke,AFTER,"It seemed as though some one were patting him on the back, and before he knew it, the ball of fire had leaped out from his throat. ",patting,21,22,0,2
"It seemed as though some one were patting him on the back, and before he knew it, the ball of fire had leaped out from his throat. ",patting,BEFORE,"At once a hand reached for it and a voice said: ""For thirty long years you kept my treasure from me, and from a poor farmer-lad you have grown to be a wealthy man. ",grown,22,23,2,4
"At once a hand reached for it and a voice said: ""For thirty long years you kept my treasure from me, and from a poor farmer-lad you have grown to be a wealthy man. ",grown,BEFORE,"Now you have enough, and I would like to have my fire-ball back again!"" ",like,23,24,4,2
"Now you have enough, and I would like to have my fire-ball back again!"" ",like,BEFORE,"Then the man knew what had happened, but the fox was gone.",knew,24,25,2,0
