sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"Long, long ago, there lived an old farmer and his wife who had made their home in the mountains, far from any town. ",made,BEFORE,This badger used to come out every night and run across to the farmer's field and spoil the vegetables and the rice which the farmer spent his time in carefully cultivating. ,spoil,0,2,2,3
This badger used to come out every night and run across to the farmer's field and spoil the vegetables and the rice which the farmer spent his time in carefully cultivating. ,spoil,BEFORE,"The badger at last grew so ruthless in his mischievous work, and did so much harm everywhere on the farm, that the good-natured farmer could not stand it any longer, and determined to put a stop to it. ",did,2,3,3,1
"The badger at last grew so ruthless in his mischievous work, and did so much harm everywhere on the farm, that the good-natured farmer could not stand it any longer, and determined to put a stop to it. ",did,BEFORE,"So he lay in wait day after day and night after night, with a big club, hoping to catch the badger, but all in vain. ",hoping,3,4,1,1
"So he lay in wait day after day and night after night, with a big club, hoping to catch the badger, but all in vain. ",hoping,BEFORE,Then he laid traps for the wicked animal. ,laid,4,5,1,0
Then he laid traps for the wicked animal. ,laid,BEFORE,"The farmer's trouble and patience was rewarded, for one fine day on going his rounds he found the badger caught in a hole he had dug for that purpose. ",caught,5,6,0,4
"The farmer's trouble and patience was rewarded, for one fine day on going his rounds he found the badger caught in a hole he had dug for that purpose. ",caught,BEFORE,"The farmer was delighted at having caught his enemy, and carried him home securely bound with rope. ",caught,6,7,4,2
"The farmer was delighted at having caught his enemy, and carried him home securely bound with rope. ",caught,BEFORE,"When he reached the house the farmer said to his wife: ""I have at last caught the bad badger. ",caught,7,8,2,3
"When he reached the house the farmer said to his wife: ""I have at last caught the bad badger. ",caught,BEFORE,"You must keep an eye on him while I am out at work and not let him escape, because I want to make him into soup to-night."" ",escape,8,9,3,4
"You must keep an eye on him while I am out at work and not let him escape, because I want to make him into soup to-night."" ",escape,BEFORE,"Saying this, he hung the badger up to the rafters of his storehouse and went out to his work in the fields. ",hung,9,10,4,1
"Saying this, he hung the badger up to the rafters of his storehouse and went out to his work in the fields. ",hung,BEFORE,"The badger was in great distress, for he did not at all like the idea of being made into soup that night, and he thought and thought for a long time, trying to hit upon some plan by which he might escape. ",escape,10,11,1,9
"The badger was in great distress, for he did not at all like the idea of being made into soup that night, and he thought and thought for a long time, trying to hit upon some plan by which he might escape. ",escape,AFTER,"It was hard to think clearly in his uncomfortable position, for he had been hung upside down. ",think,11,12,9,1
"It was hard to think clearly in his uncomfortable position, for he had been hung upside down. ",think,BEFORE,"Very near him, at the entrance to the storehouse, looking out towards the green fields and the trees and the pleasant sunshine, stood the farmer's old wife pounding barley. ",pounding,12,13,1,2
"Very near him, at the entrance to the storehouse, looking out towards the green fields and the trees and the pleasant sunshine, stood the farmer's old wife pounding barley. ",pounding,BEFORE,She looked tired and old. ,looked,13,14,2,0
She looked tired and old. ,looked,BEFORE,"Her face was seamed with many wrinkles, and was as brown as leather, and every now and then she stopped to wipe the perspiration which rolled down her face. ",wipe,14,15,0,4
"Her face was seamed with many wrinkles, and was as brown as leather, and every now and then she stopped to wipe the perspiration which rolled down her face. ",wipe,BEFORE,"""Dear lady,"" said the wily badger, ""you must be very weary doing such heavy work in your old age. ",said,15,16,4,0
"""Dear lady,"" said the wily badger, ""you must be very weary doing such heavy work in your old age. ",said,AFTER,Won't you let me do that for you? ,let,16,17,0,1
Won't you let me do that for you? ,let,BEFORE,"My arms are very strong, and I could relieve you for a little while!"" ",relieve,17,18,1,2
"My arms are very strong, and I could relieve you for a little while!"" ",relieve,BEFORE,"""Thank you for your kindness,"" said the old woman, ""but I cannot let you do this work for me because I must not untie you, for you might escape if I did, and my husband would be very angry if he came home and found you gone."" ",escape,18,19,2,8
"""Thank you for your kindness,"" said the old woman, ""but I cannot let you do this work for me because I must not untie you, for you might escape if I did, and my husband would be very angry if he came home and found you gone."" ",escape,BEFORE,"You might untie me, for I promise not to try to escape. ",untie,19,21,8,1
"You might untie me, for I promise not to try to escape. ",untie,BEFORE,"If you are afraid of your husband, I will let you bind me again before his return when I have finished pounding the barley. ",let,21,22,1,2
"If you are afraid of your husband, I will let you bind me again before his return when I have finished pounding the barley. ",let,BEFORE,"If you would only let me down for a few minutes I would indeed be thankful!"" ",let,22,24,2,1
"If you would only let me down for a few minutes I would indeed be thankful!"" ",let,BEFORE,"The old woman had a good and simple nature, and could not think badly of any one. ",think,24,25,1,2
"The old woman had a good and simple nature, and could not think badly of any one. ",think,BEFORE,Much less did she think that the badger was only deceiving her in order to get away. ,think,25,26,2,1
Much less did she think that the badger was only deceiving her in order to get away. ,think,BEFORE,"She felt sorry, too, for the animal as she turned to look at him. ",look,26,27,1,2
"She felt sorry, too, for the animal as she turned to look at him. ",look,AFTER,"He looked in such a sad plight hanging downwards from the ceiling by his legs, which were all tied together so tightly that the rope and the knots were cutting into the skin. ",looked,27,28,2,0
"He looked in such a sad plight hanging downwards from the ceiling by his legs, which were all tied together so tightly that the rope and the knots were cutting into the skin. ",looked,BEFORE,"So in the kindness of her heart, and believing the creature's promise that he would not run away, she untied the cord and let him down. ",untied,28,29,0,3
"So in the kindness of her heart, and believing the creature's promise that he would not run away, she untied the cord and let him down. ",untied,BEFORE,The old woman then gave him the wooden pestle and told him to do the work for a short time while she rested. ,told,29,30,3,1
The old woman then gave him the wooden pestle and told him to do the work for a short time while she rested. ,told,BEFORE,"He took the pestle, but instead of doing the work as he was told, the badger at once sprang upon the old woman and knocked her down with the heavy piece of wood. ",told,30,31,1,3
"He took the pestle, but instead of doing the work as he was told, the badger at once sprang upon the old woman and knocked her down with the heavy piece of wood. ",told,BEFORE,"He then killed her and cut her up and made soup of her, and waited for the return of the old farmer. ",cut,31,32,3,1
"He then killed her and cut her up and made soup of her, and waited for the return of the old farmer. ",cut,AFTER,"The old man worked hard in his fields all day, and as he worked he thought with pleasure that no more now would his labor be spoiled by the destructive badger. ",worked,32,33,1,0
"The old man worked hard in his fields all day, and as he worked he thought with pleasure that no more now would his labor be spoiled by the destructive badger. ",worked,BEFORE,Towards sunset he left his work and turned to go home. ,turned,33,34,0,1
Towards sunset he left his work and turned to go home. ,turned,BEFORE,"He was very tired, but the thought of the nice supper of hot badger soup awaiting his return cheered him. ",awaiting,34,35,1,1
"He was very tired, but the thought of the nice supper of hot badger soup awaiting his return cheered him. ",awaiting,BEFORE,The thought that the badger might get free and take revenge on the poor old woman never once came into his mind. ,came,35,36,1,3
The thought that the badger might get free and take revenge on the poor old woman never once came into his mind. ,came,BEFORE,"The badger meanwhile assumed the old woman's form, and as soon as he saw the old farmer approaching came out to greet him on the veranda of the little house, saying: ""So you have come back at last. ",assumed,36,37,3,0
"The badger meanwhile assumed the old woman's form, and as soon as he saw the old farmer approaching came out to greet him on the veranda of the little house, saying: ""So you have come back at last. ",assumed,AFTER,"I have made the badger soup and have been waiting for you for a long time."" ",waiting,37,38,0,4
"I have made the badger soup and have been waiting for you for a long time."" ",waiting,AFTER,"The innocent man never even dreamed that it was not his wife but the badger who was waiting upon him, and asked at once for the soup. ",waiting,38,40,4,3
"The innocent man never even dreamed that it was not his wife but the badger who was waiting upon him, and asked at once for the soup. ",waiting,BEFORE,"Then the badger suddenly transformed himself back to his natural form and cried out: ""You wife-eating old man! ",transformed,40,41,3,0
"Then the badger suddenly transformed himself back to his natural form and cried out: ""You wife-eating old man! ",transformed,BEFORE,Laughing loudly and derisively he escaped out of the house and ran away to his den in the hills. ,escaped,41,43,0,1
Laughing loudly and derisively he escaped out of the house and ran away to his den in the hills. ,escaped,AFTER,He could hardly believe what he had seen and heard. ,heard,43,45,1,4
He could hardly believe what he had seen and heard. ,heard,BEFORE,Then when he understood the whole truth he was so scared and horrified that he fainted right away. ,understood,45,46,4,0
Then when he understood the whole truth he was so scared and horrified that he fainted right away. ,understood,BEFORE,After a while he came round and burst into tears. ,came,46,47,0,0
After a while he came round and burst into tears. ,came,BEFORE,He cried loudly and bitterly. ,cried,47,48,0,0
He cried loudly and bitterly. ,cried,BEFORE,He rocked himself to and fro in his hopeless grief. ,fro,48,49,0,1
He rocked himself to and fro in his hopeless grief. ,fro,AFTER,"It seemed too terrible to be real that his faithful old wife had been killed and cooked by the badger while he was working quietly in the fields, knowing nothing of what was going on at home, and congratulating himself on having once for all got rid of the wicked animal who had so often spoiled his fields. ",working,49,50,1,7
"It seemed too terrible to be real that his faithful old wife had been killed and cooked by the badger while he was working quietly in the fields, knowing nothing of what was going on at home, and congratulating himself on having once for all got rid of the wicked animal who had so often spoiled his fields. ",working,AFTER, he had very nearly drunk the soup which the creature had made of his poor old woman. ,made,50,53,7,2
 he had very nearly drunk the soup which the creature had made of his poor old woman. ,made,BEFORE,he wailed aloud. ,wailed,53,55,2,0
he wailed aloud. ,wailed,AFTER,"He heard the old man crying and sobbing and at once set out to see what was the matter, and if there was anything he could do to help his neighbor. ",crying,55,57,0,1
"He heard the old man crying and sobbing and at once set out to see what was the matter, and if there was anything he could do to help his neighbor. ",crying,BEFORE,The old man told him all that had happened. ,told,57,58,1,0
The old man told him all that had happened. ,told,BEFORE,"When the rabbit heard the story he was very angry at the wicked and deceitful badger, and told the old man to leave everything to him and he would avenge his wife's death. ",avenge,58,59,0,5
"When the rabbit heard the story he was very angry at the wicked and deceitful badger, and told the old man to leave everything to him and he would avenge his wife's death. ",avenge,BEFORE,"The farmer was at last comforted, and, wiping away his tears, thanked the rabbit for his goodness in coming to him in his distress. ",thanked,59,60,5,3
"The farmer was at last comforted, and, wiping away his tears, thanked the rabbit for his goodness in coming to him in his distress. ",thanked,BEFORE,"The rabbit, seeing that the farmer was growing calmer, went back to his home to lay his plans for the punishment of the badger. ",lay,60,61,3,4
"The rabbit, seeing that the farmer was growing calmer, went back to his home to lay his plans for the punishment of the badger. ",lay,BEFORE,"The next day the weather was fine, and the rabbit went out to find the badger. ",find,61,62,4,2
"The next day the weather was fine, and the rabbit went out to find the badger. ",find,AFTER,"He was not to be seen in the woods or on the hillside or in the fields anywhere, so the rabbit went to his den and found the badger hiding there, for the animal had been afraid to show himself ever since he had escaped from the farmer's house, for fear of the old man's wrath. ",escaped,62,63,2,10
"He was not to be seen in the woods or on the hillside or in the fields anywhere, so the rabbit went to his den and found the badger hiding there, for the animal had been afraid to show himself ever since he had escaped from the farmer's house, for fear of the old man's wrath. ",escaped,BEFORE,"Come out with me, and we will go and cut grass on the hills together."" ",Come,63,65,10,0
"Come out with me, and we will go and cut grass on the hills together."" ",Come,AFTER,"The badger, never doubting but that the rabbit was his friend, willingly consented to go out with him, only too glad to get away from the neighborhood of the farmer and the fear of meeting him. ",consented,65,66,0,2
"The badger, never doubting but that the rabbit was his friend, willingly consented to go out with him, only too glad to get away from the neighborhood of the farmer and the fear of meeting him. ",consented,BEFORE,"The rabbit led the way miles away from their homes, out on the hills where the grass grew tall and thick and sweet. ",led,66,67,2,0
"The rabbit led the way miles away from their homes, out on the hills where the grass grew tall and thick and sweet. ",led,BEFORE,This time the rabbit made the badger go first. ,made,67,70,0,0
This time the rabbit made the badger go first. ,made,BEFORE,"When they had gone a little way the rabbit took out a flint and steel, and, striking it over the badger's back as he stepped along in front, set his bundle of grass on fire. ",set,70,71,0,5
"When they had gone a little way the rabbit took out a flint and steel, and, striking it over the badger's back as he stepped along in front, set his bundle of grass on fire. ",set,BEFORE,"The badger heard the flint striking, and asked: ""What is that noise. ",heard,71,72,5,0
"The badger heard the flint striking, and asked: ""What is that noise. ",heard,BEFORE,replied the rabbit; ,replied,72,75,0,0
replied the rabbit; ,replied,AFTER," ""I only said 'Crack, crack' because this mountain is called Crackling Mountain."" ",said,75,76,0,0
" ""I only said 'Crack, crack' because this mountain is called Crackling Mountain."" ",said,BEFORE,"The badger, hearing the crackle of the burning grass, asked, ""What is that?"" ",asked,76,78,0,2
"The badger, hearing the crackle of the burning grass, asked, ""What is that?"" ",asked,BEFORE,"""Now we have come to the 'Burning Mountain,'"" answered the rabbit. ",answered,78,79,2,2
"""Now we have come to the 'Burning Mountain,'"" answered the rabbit. ",answered,BEFORE,He now knew what had happened by the smell of the smoke of the burning grass. ,knew,79,81,2,0
He now knew what had happened by the smell of the smoke of the burning grass. ,knew,BEFORE,Screaming with pain the badger ran as fast as he could to his hole. ,ran,81,82,0,1
Screaming with pain the badger ran as fast as he could to his hole. ,ran,BEFORE,The rabbit followed and found him lying on his bed groaning with pain. ,groaning,82,83,1,3
The rabbit followed and found him lying on his bed groaning with pain. ,groaning,BEFORE,said the rabbit. ,said,83,85,3,0
said the rabbit. ,said,AFTER,"""I can't imagine how this happened! ",imagine,85,86,0,1
