clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Dear Molo/Molo,1,12,22,34,Dear Molo,male,1.0,primary
the youth/The youth,50,9,12,21,the youth,male,1.0,secondary
the young man,41,3,13,16,the young man,male,1.0,secondary
The prince/the prince,28,6,7,13,The prince,male,1.0,secondary
one of the slave girls,38,1,11,12,one of the slave girls,female,1.0,secondary
The son,32,1,9,10,The son,male,1.0,tertiary
Rose - Red,3,8,2,10,Rose - Red,unknown,0.0,tertiary
The second kind of master swordsmen,14,1,7,8,The second kind of master swordsmen,group/nonbinary,1.0,tertiary
the girl,47,1,7,8,the girl,female,1.0,tertiary
Those who came first,8,1,5,6,Those who came first,group/nonbinary,1.0,tertiary
the servant,49,1,4,5,the servant,male,1.0,tertiary
The swordsmen of the lowest sort,19,1,4,5,The swordsmen of the lowest sort,group/nonbinary,1.0,tertiary
Dear Molo/Molo--his master,63,2,2,4,Dear Molo's master,male,1.0,tertiary
master,92,1,3,4,master,unknown,0.0,tertiary
three beautiful slave girls,36,1,2,3,three beautiful slave girls,female,1.0,tertiary
the father,29,1,2,3,the father,male,1.0,tertiary
the old man,51,2,1,3,the old man,male,1.0,tertiary
an old servant named Molo,44,1,1,2,an old servant named Molo,male,1.0,tertiary
a slave,109,2,0,2,a slave,unknown,0.0,tertiary
one of the prince 's servants,77,1,1,2,one of the prince 's servants,male,1.0,tertiary
Dear Molo/Molo--your master,111,1,0,1,Dear Molo's master,unknown,0.0,tertiary
None of the watchmen of the prince,65,1,0,1,None of the watchmen of the prince,male,1.0,tertiary
no one else in the world who can kill this dog but myself,104,1,0,1,no one else in the world who can kill this dog but myself,unknown,0.0,tertiary
The prince/the prince--one of his slave - girls,71,1,0,1,The prince's of his slave - girls,female,1.0,tertiary
The prince/the prince--his slave - girls,72,1,0,1,The prince's slave - girls,female,1.0,tertiary
some powerful sword hero,113,1,0,1,some powerful sword hero,unknown,0.0,tertiary
a tiger and watchful as a god,102,1,0,1,a tiger and watchful as a god,unknown,0.0,tertiary
good family,107,1,0,1,good family,unknown,0.0,tertiary
the slave girl,100,1,0,1,the slave girl,female,1.0,tertiary
the prince 's servants,79,1,0,1,the prince 's servants,male,1.0,tertiary
Rose - Red--your wife,114,1,0,1,Rose - Red's wife,female,1.0,tertiary
the boy,46,1,0,1,the boy,male,1.0,tertiary
master--your old slave,93,1,0,1,master's old slave,unknown,0.0,tertiary
"a hundred armored soldiers , with bows and swords",85,1,0,1,"a hundred armored soldiers , with bows and swords",unknown,0.0,tertiary
Dear Molo/Molo--one of his former master 's servants,89,1,0,1,Dear Molo's of his former master 's servants,unknown,0.0,tertiary
Force,4,1,0,1,Force,unknown,0.0,tertiary
the Tang dynasty,5,1,0,1,the Tang dynasty,unknown,0.0,tertiary
an extraordinary being,45,1,0,1,an extraordinary being,unknown,0.0,tertiary
Old Dragonbeard,0,1,0,1,Old Dragonbeard,unknown,0.0,tertiary
the saints of the sword,9,1,0,1,the saints of the sword,unknown,0.0,tertiary
Those who came first--their opponents,10,1,0,1,Those who came first's opponents,unknown,0.0,tertiary
these master swordsmen,11,1,0,1,these master swordsmen,unknown,0.0,tertiary
"men of lofty mind , and did not lightly mingle in the quarrels of",12,1,0,1,"men of lofty mind , and did not lightly mingle in the quarrels of",male,1.0,tertiary
the sword heroes,15,1,0,1,the sword heroes,unknown,0.0,tertiary
the unjust,16,1,0,1,the unjust,unknown,0.0,tertiary
the oppressed,17,1,0,1,the oppressed,unknown,0.0,tertiary
the mere bought slayers,20,1,0,1,the mere bought slayers,unknown,0.0,tertiary
The swordsmen of the lowest sort--those who wished to do away with their enemies,21,1,0,1,The swordsmen of the lowest sort's who wished to do away with their enemies,unknown,0.0,tertiary
The swordsmen of the lowest sort--their enemies,22,1,0,1,The swordsmen of the lowest sort's enemies,unknown,0.0,tertiary
those of the first and of the second order,23,1,0,1,those of the first and of the second order,unknown,0.0,tertiary
the slave girls,39,1,0,1,the slave girls,female,1.0,tertiary
a sword hero,24,1,0,1,a sword hero,unknown,0.0,tertiary
"a young man named Tsui , whose father was a high official and the friend of the prince . And the father once sent his son to visit his princely friend , who was ill . The son was young , handsome and gifted . He went to carry out his father 's instructions",25,1,0,1,"a young man named Tsui , whose father was a high official and the friend of the prince . And the father once sent his son to visit his princely friend , who was ill . The son was young , handsome and gifted . He went to carry out his father 's instructions",male,1.0,tertiary
Tsui,2,1,0,1,Tsui,unknown,0.0,tertiary
a high official,26,1,0,1,a high official,unknown,0.0,tertiary
the friend of the prince,27,1,0,1,the friend of the prince,male,1.0,tertiary
the father--his son,30,1,0,1,the father's son,unknown,0.0,tertiary
the father--his princely friend,31,1,0,1,the father's princely friend,unknown,0.0,tertiary
The son--his father,33,1,0,1,The son's father,male,1.0,tertiary
The son--his princely host,37,1,0,1,The son's princely host,unknown,0.0,tertiary
master swordsmen of various kinds,7,1,0,1,master swordsmen of various kinds,unknown,0.0,tertiary
Dear Molo/Molo--his former master 's servants,90,1,0,1,Dear Molo's former master 's servants,unknown,0.0,tertiary
