clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the rest of the tribe,25,1,13,14,the rest of the tribe,group/nonbinary,1.0,primary
the whole fish tribe,13,1,11,12,the whole fish tribe,group/nonbinary,1.0,primary
Guddhu,4,4,4,8,Guddhu,male,1.0,secondary
the black people in the sandy desert in the centre of the country,8,1,6,7,the black people in the sandy desert in the centre of the country,group/nonbinary,1.0,secondary
Thuggai,1,4,2,6,Thuggai,male,1.0,secondary
Thuggai--his sons,22,1,3,4,Thuggai's sons,group/nonbinary,1.0,secondary
the youngest of the tribe,23,1,3,4,the youngest of the tribe,male,1.0,secondary
Biernuga,2,1,2,3,Biernuga,male,1.0,tertiary
the tribe,24,2,0,2,the tribe,unknown,0.0,tertiary
the fishes,31,1,1,2,the fishes,group/nonbinary,1.0,tertiary
the oldest of the fish tribe,20,1,0,1,the oldest of the fish tribe,unknown,0.0,tertiary
the fish tribe,21,1,0,1,the fish tribe,unknown,0.0,tertiary
Kumbal,3,1,0,1,Kumbal,unknown,0.0,tertiary
the youngest of the tribe--my father,38,1,0,1,the youngest of the tribe's father,male,1.0,tertiary
Guddhi,5,1,0,1,Guddhi,unknown,0.0,tertiary
the people,27,1,0,1,the people,unknown,0.0,tertiary
