sentence_id,text,start,end
0,"THERE were once upon a time a King and a Queen who lived happily together, and they had twelve children, all of whom were boys. ",0,128
1,"One day the King said to his wife: 'If our thirteenth child is a girl, all her twelve brothers must die, so that she may be very rich and the kingdom hers alone.' ",128,291
2,"Then he ordered twelve coffins to be made, and filled them with shavings, and placed a little pillow in each. ",291,401
3,"These he put away in an empty room, and, giving the key to his wife, he bade her tell no one of it. ",401,501
4,"The Queen grieved over the sad fate of her sons and refused to be comforted, so much so that the youngest boy, who was always with her, and whom she had christened Benjamin, said to her one day: 'Dear mother, why are you so sad?' ",501,731
5,"'My child,' she answered, 'I may not tell you the reason.' ",731,790
6,"But he left her no peace, till she went and unlocked the room and showed him the twelve coffins filled with shavings, and with the little pillow laid in each. ",790,949
7,"Then she said: 'My dearest Benjamin, your father has had these coffins made for you and your eleven brothers, because if I bring a girl into the world you are all to be killed and buried in them.' ",949,1146
8,"She wept bitterly as she spoke, but her son comforted her and said: 'Don't cry, dear mother; ",1146,1239
9," we'll manage to escape somehow, and will fly for our lives.' ",1238,1300
10,"'Yes,' replied his mother, 'that is what you must do-go with your eleven brothers out into the wood, and let one of you always sit on the highest tree you can find, keeping watch on the tower of the castle. ",1300,1507
11,"If I give birth to a little son I will wave a white flag, and then you may safely return; ",1507,1597
12," but if I give birth to a little daughter I will wave a red flag, which will warn you to fly away as quickly as you can, and may the kind Heaven have pity on you. ",1596,1759
13,"Every night I will get up and pray for you, in winter that you may always have a fire to warm yourselves by, and in summer that you may not languish in the heat.' ",1759,1922
14,Then she blessed her sons and they set out into the wood. ,1922,1980
15,"They found a very high oak tree, and there they sat, turn about, keeping their eyes always fixed on the castle tower. ",1980,2098
16,"On the twelfth day, when the turn came to Benjamin, he noticed a flag waving in the air, but alas! ",2098,2197
17,"it was not white, but blood red, the sign which told them they must all die. ",2197,2274
18,"When the brothers heard this they were very angry, and said: 'Shall we forsooth suffer death for the sake of a wretched girl? ",2274,2400
19,"Let us swear vengeance, and vow that wherever and whenever we shall meet one of her sex, she shall die at our hands.' ",2400,2518
20,"Then they went their way deeper into the wood, and in the middle of it, where it was thickest and darkest, they came upon a little enchanted house which stood empty. ",2518,2684
21,"'Here,' they said, 'let us take up our abode, and you, Benjamin, you are the youngest and weakest, you shall stay at home and keep house for us; ",2684,2829
22, we others will go out and fetch food.' ,2828,2868
23,"So they went forth into the wood, and shot hares and roe-deer, birds and wood-pigeons, and any other game they came across. ",2868,2992
24,"They always brought their spoils home to Benjamin, who soon learnt to make them into dainty dishes. ",2992,3092
25,"So they lived for ten years in this little house, and the time slipped merrily away. ",3092,3177
26,In the meantime their little sister at home was growing up quickly. ,3177,3245
27,"She was kind-hearted and of a fair countenance, and she had a gold star right in the middle of her forehead. ",3245,3354
28,"One day a big washing was going on at the palace, and the girl looking down from her window saw twelve men's shirts hanging up to dry, and asked her mother: 'Who in the world do these shirts belong to? ",3354,3556
29,Surely they are far too small for my father?' ,3556,3602
30,"And the Queen answered sadly: 'Dear child, they belong to your twelve brothers.' ",3602,3683
31,'But where are my twelve brothers?' ,3683,3719
32,said the girl. ,3719,3734
33,'I have never even heard of them.' ,3734,3769
34,"'Heaven alone knows in what part of the wide world they are wandering,' replied her mother. ",3769,3861
35,Then she took the girl and opened the locked-up room; ,3861,3915
36," she showed her the twelve coffins filled with shavings, and with the little pillow laid in each. ",3914,4012
37,"'These coffins,' she said, 'were intended for your brothers, but they stole secretly away before you were born.' ",4012,4125
38,"Then she to tell her all that had happened, and when she had finished her daughter said: 'Do not cry, dearest mother; ",4125,4243
39, I will go and seek my brothers till I find them.' ,4242,4293
40,So she took the twelve shirts and went on straight into the middle of the big wood. ,4293,4377
41,"She walked all day long, and came in the evening to the little enchanted house. ",4377,4457
42,"She stepped in and found a youth who, marvelling at her beauty, at the royal robes she wore, and at the golden star on her forehead, asked her where she came from and whither she was going. ",4457,4647
43,"'I am a Princess,' she answered, 'and am seeking for my twelve brothers. ",4647,4720
