clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Benjamin,0,12,31,43,Benjamin,male,1.0,primary
The girl/the girl--her mother,33,2,32,34,The girl's mother,female,1.0,primary
the King/The King,6,8,23,31,the King,male,1.0,primary
The girl/the girl,31,7,18,25,The girl,female,1.0,secondary
the Queen/The Queen,11,2,17,19,the Queen,female,1.0,secondary
the poor girl,69,1,13,14,the poor girl,female,1.0,secondary
the King/The King--his beautiful wife,91,1,12,13,the King's beautiful wife,female,1.0,tertiary
the Princess--her brothers,60,3,9,12,the Princess's brothers,male,1.0,tertiary
the Princess,50,1,10,11,the Princess,female,1.0,tertiary
the beautiful Princess,78,1,8,9,the beautiful Princess,female,1.0,tertiary
The girl/the girl--my twelve brothers,132,3,5,8,The girl's twelve brothers,male,1.0,tertiary
the young Queen,86,2,5,7,the young Queen,female,1.0,tertiary
the King's beautiful wife--her twelve brothers,98,1,5,6,the King's beautiful wife's twelve brothers,male,1.0,tertiary
a girl,103,3,3,6,a girl,female,1.0,tertiary
the Queen's son--his mother,16,1,5,6,the Queen's son's mother,female,1.0,tertiary
the King/The King--his wife,7,4,1,5,the King's wife,female,1.0,tertiary
their little sister,28,1,3,4,their little sister,female,1.0,tertiary
The girl's mother--her daughter,39,1,3,4,The girl's mother's daughter,unknown,0.0,tertiary
Benjamin--your eleven brothers,110,2,1,3,Benjamin's eleven brothers,male,1.0,tertiary
The girl's mother's daughter--my brothers,136,2,1,3,The girl's mother's daughter's brothers,male,1.0,tertiary
the brothers,22,2,1,3,the brothers,male,1.0,tertiary
a wretched girl,122,1,2,3,a wretched girl,female,1.0,tertiary
the Princess--her eleven brothers,57,1,2,3,the Princess's eleven brothers,male,1.0,tertiary
The girl/the girl--your brothers,134,2,0,2,The girl's brothers,male,1.0,tertiary
Dear child--your twelve brothers,131,2,0,2,Dear child's twelve brothers,male,1.0,tertiary
Dear child,130,1,1,2,Dear child,unknown,0.0,tertiary
Benjamin--his sister,44,2,0,2,Benjamin's sister,female,1.0,tertiary
the first girl we meet,150,1,1,2,the first girl we meet,female,1.0,tertiary
our eleven brothers,147,1,1,2,our eleven brothers,male,1.0,tertiary
an old woman,71,1,1,2,an old woman,female,1.0,tertiary
the old woman,73,2,0,2,the old woman,female,1.0,tertiary
the Queen/The Queen--her son,15,1,1,2,the Queen's son,male,1.0,tertiary
the Queen/The Queen--My child,107,2,0,2,the Queen's child,unknown,0.0,tertiary
Dear mother/dear mother,106,2,0,2,Dear mother,female,1.0,tertiary
the Queen/The Queen--her sons,12,2,0,2,the Queen's sons,unknown,0.0,tertiary
the two,61,1,0,1,the two,unknown,0.0,tertiary
any girl we met,142,1,0,1,any girl we met,female,1.0,tertiary
the bride,81,1,0,1,the bride,unknown,0.0,tertiary
the King 's mother,84,1,0,1,the King 's mother,female,0.5,tertiary
a wicked old woman,85,1,0,1,a wicked old woman,female,1.0,tertiary
the rest of the brothers,53,1,0,1,the rest of the brothers,male,1.0,tertiary
the King/The King--a low - born beggar maid that you have married,157,1,0,1,the King's low - born beggar maid that you have married,unknown,0.0,tertiary
Our sister,151,1,0,1,Our sister,female,1.0,tertiary
those who do n't laugh,158,1,0,1,those who do n't laugh,unknown,0.0,tertiary
a King who was hunting in the wood,75,1,0,1,a King who was hunting in the wood,male,1.0,tertiary
a King,1,1,0,1,a King,male,1.0,tertiary
Dear sister,141,1,0,1,Dear sister,female,1.0,tertiary
each other,46,1,0,1,each other,unknown,0.0,tertiary
twelve children,4,1,0,1,twelve children,unknown,0.0,tertiary
boys,5,1,0,1,boys,male,1.0,tertiary
our thirteenth child,102,1,0,1,our thirteenth child,unknown,0.0,tertiary
a girl--all her twelve brothers,104,1,0,1,a girl's her twelve brothers,male,1.0,tertiary
the youngest boy,13,1,0,1,the youngest boy,male,1.0,tertiary
the Queen/The Queen--My dearest,108,1,0,1,the Queen's dearest,unknown,0.0,tertiary
Benjamin--your father,109,1,0,1,Benjamin's father,male,1.0,tertiary
a little son,119,1,0,1,a little son,unknown,0.0,tertiary
a little daughter,120,1,0,1,a little daughter,unknown,0.0,tertiary
the kind Heaven,121,1,0,1,the kind Heaven,unknown,0.0,tertiary
a wretched girl--one of her sex,123,1,0,1,a wretched girl's of her sex,unknown,0.0,tertiary
others,127,1,0,1,others,unknown,0.0,tertiary
twelve men,32,1,0,1,twelve men,male,1.0,tertiary
The girl's mother--my father,129,1,0,1,The girl's mother's father,male,1.0,tertiary
a Queen who lived happily together,2,1,0,1,a Queen who lived happily together,female,1.0,tertiary
dearest mother,135,1,0,1,dearest mother,female,1.0,tertiary
"The girl's mother--a youth who , marvelling at her beauty , at the royal robes she wore , and at the golden star on her forehead",42,1,0,1,"The girl's mother's youth who , marvelling at her beauty , at the royal robes she wore , and at the golden star on her forehead",unknown,0.0,tertiary
a Princess,137,1,0,1,a Princess,female,1.0,tertiary
The girl's mother--your youngest brother,140,1,0,1,The girl's mother's youngest brother,male,1.0,tertiary
the King's beautiful wife's twelve brothers--their dear sister,99,1,0,1,the King's beautiful wife's twelve brothers's dear sister,female,1.0,tertiary
