sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"Long, long ago in Kyoto, the people of the city were terrified by accounts of a dreadful ogre, who, it was said, haunted the Gate of Rashomon at twilight and seized whoever passed by. ",seized,BEFORE,"The missing victims were never seen again, so it was whispered that the ogre was a horrible cannibal, who not only killed the unhappy victims but ate them also. ",killed,0,1,5,6
"The missing victims were never seen again, so it was whispered that the ogre was a horrible cannibal, who not only killed the unhappy victims but ate them also. ",killed,AFTER,"Now at this time there lived in Kyoto a general named Raiko, who had made himself famous for his brave deeds. ",made,1,3,6,3
"Now at this time there lived in Kyoto a general named Raiko, who had made himself famous for his brave deeds. ",made,AFTER,"Some time before this he made the country ring with his name, for he had attacked Oeyama, where a band of ogres lived with their chief, who instead of wine drank the blood of human beings. ",attacked,3,4,3,2
"Some time before this he made the country ring with his name, for he had attacked Oeyama, where a band of ogres lived with their chief, who instead of wine drank the blood of human beings. ",attacked,BEFORE,He had routed them all and cut off the head of the chief monster This brave warrior was always followed by a band of faithful knights. ,routed,4,5,2,1
He had routed them all and cut off the head of the chief monster This brave warrior was always followed by a band of faithful knights. ,routed,BEFORE,"One evening as the five knights sat at a feast quaffing SAKE in their rice bowls and eating all kinds of fish, raw, and stewed, and broiled, and toasting each other's healths and exploits, the first knight, Hojo, said to the others: ""Have you all heard the rumor that every evening after sunset there comes an ogre to the Gate of Rashomon, and that he seizes all who pass by?"" ",seizes,5,7,1,10
"One evening as the five knights sat at a feast quaffing SAKE in their rice bowls and eating all kinds of fish, raw, and stewed, and broiled, and toasting each other's healths and exploits, the first knight, Hojo, said to the others: ""Have you all heard the rumor that every evening after sunset there comes an ogre to the Gate of Rashomon, and that he seizes all who pass by?"" ",seizes,BEFORE,"The second knight, Watanabe, answered him, saying: ""Do not talk such nonsense! ",saying,7,8,10,1
"The second knight, Watanabe, answered him, saying: ""Do not talk such nonsense! ",saying,AFTER,All the ogres were killed by our chief Raiko at Oeyama! ,killed,8,9,1,1
All the ogres were killed by our chief Raiko at Oeyama! ,killed,BEFORE,"It cannot be true, because even if any ogres did escape from that great killing they would not dare to show themselves in this city, for they know that our brave master would at once attack them if he knew that any of them were still alive!"" ",attack,9,10,1,9
"It cannot be true, because even if any ogres did escape from that great killing they would not dare to show themselves in this city, for they know that our brave master would at once attack them if he knew that any of them were still alive!"" ",attack,BEFORE,"""Then do you disbelieve what I say, and think that I am telling you a falsehood?"" ",telling,10,11,9,5
"""Then do you disbelieve what I say, and think that I am telling you a falsehood?"" ",telling,BEFORE,"""No, I do not think that you are telling a lie,"" said Watanabe; ",said,11,12,5,4
"""No, I do not think that you are telling a lie,"" said Watanabe; ",said,AFTER," ""but you have heard some old woman's story which is not worth believing."" ",heard,12,13,4,1
" ""but you have heard some old woman's story which is not worth believing."" ",heard,BEFORE,"""Then the best plan is to prove what I say, by going there yourself and finding out yourself whether it is true or not,"" said Hojo. ",said,13,14,1,6
"""Then the best plan is to prove what I say, by going there yourself and finding out yourself whether it is true or not,"" said Hojo. ",said,BEFORE,"Watanabe, the second knight, could not bear the thought that his companion should believe he was afraid, so he answered quickly: ""Of course, I will go at once and find out for myself!"" ",answered,14,15,6,5
"Watanabe, the second knight, could not bear the thought that his companion should believe he was afraid, so he answered quickly: ""Of course, I will go at once and find out for myself!"" ",answered,BEFORE,"So Watanabe at once got ready to go-he buckled on his long sword and put on a coat of armor, and tied on his large helmet. ",got,15,16,5,0
"So Watanabe at once got ready to go-he buckled on his long sword and put on a coat of armor, and tied on his large helmet. ",got,BEFORE,"When he was ready to start he said to the others: ""Give me something so that I can prove I have been there!"" ",prove,16,17,0,5
