clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Watanabe,5,30,122,152,Watanabe,male,1.0,primary
The old woman/the old woman,83,11,22,33,The old woman,female,1.0,tertiary
The ogre/the ogre,14,19,12,31,The ogre,male,1.0,tertiary
the old nurse,110,1,9,10,the old nurse,female,1.0,tertiary
a general named Raiko,21,1,6,7,a general named Raiko,male,1.0,tertiary
an ogre,125,5,2,7,an ogre,male,1.0,tertiary
Master,145,1,6,7,Master,unknown,0.0,tertiary
any ogres,131,1,5,6,any ogres,group/nonbinary,1.0,tertiary
The servant/the servant,81,3,3,6,The servant,male,1.0,tertiary
The second knight/the second knight,35,2,4,6,The second knight,unknown,0.0,tertiary
The servant/the servant--his old nurse,92,2,3,5,The servant's old nurse,female,1.0,tertiary
the knight/The knight,64,2,3,5,the knight,male,1.0,tertiary
an old woman,141,3,2,5,an old woman,female,1.0,tertiary
the master of the house,84,1,2,3,the master of the house,male,1.0,tertiary
Hojo,4,2,1,3,Hojo,unknown,0.0,tertiary
the four comrades,41,1,2,3,the four comrades,group/nonbinary,1.0,tertiary
a band of ogres,22,1,2,3,a band of ogres,group/nonbinary,1.0,tertiary
the people of the city,8,2,0,2,the people of the city,unknown,0.0,tertiary
our brave master,133,1,1,2,our brave master,male,1.0,tertiary
one of the men,39,1,1,2,one of the men,male,1.0,tertiary
the monster,57,2,0,2,the monster,unknown,0.0,tertiary
Watanabe--his comrades,69,1,1,2,Watanabe's comrades,group/nonbinary,1.0,tertiary
Watanabe--his companions,46,1,1,2,Watanabe's companions,group/nonbinary,1.0,tertiary
the first knight,33,1,1,2,the first knight,male,1.0,tertiary
ogres,23,2,0,2,ogres,unknown,0.0,tertiary
the five knights,32,1,1,2,the five knights,group/nonbinary,1.0,tertiary
the unhappy victims,15,1,1,2,the unhappy victims,group/nonbinary,1.0,tertiary
Master--your poor old nurse,148,1,0,1,Master's poor old nurse,unknown,0.0,tertiary
the ogre to whom it belonged,75,1,0,1,the ogre to whom it belonged,unknown,0.0,tertiary
a band of ogres--their chief,24,1,0,1,a band of ogres's chief,unknown,0.0,tertiary
everybody in the town and neighborhood,16,1,0,1,everybody in the town and neighborhood,unknown,0.0,tertiary
a little baby,86,1,0,1,a little baby,unknown,0.0,tertiary
the lord of the house,87,1,0,1,the lord of the house,unknown,0.0,tertiary
The servant/the servant--his master,91,1,0,1,The servant's master,unknown,0.0,tertiary
