clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Ola/Ola Storbaekkjen,8,8,22,30,Ola,male,1.0,primary
a man in the forest of Dovre whose name was Ola Storbaekkjen,9,1,9,10,a man in the forest of Dovre whose name was Ola Storbaekkjen,male,1.0,secondary
the stranger,19,1,2,3,the stranger,male,1.0,tertiary
the fjord - folk,12,1,1,2,the fjord - folk,group/nonbinary,1.0,tertiary
A man with a pair of gilded goat 's horns,17,1,1,2,A man with a pair of gilded goat 's horns,male,1.0,tertiary
the king,23,1,1,2,the king,male,1.0,tertiary
the man with the gilded goat 's horns,24,1,1,2,the man with the gilded goat 's horns,male,1.0,tertiary
the hill people of Halling and Valders,13,1,0,1,the hill people of Halling and Valders,unknown,0.0,tertiary
those folk,14,1,0,1,those folk,unknown,0.0,tertiary
the man,18,1,0,1,the man,male,1.0,tertiary
each other,25,1,0,1,each other,unknown,0.0,tertiary
the people in the hill,27,1,0,1,the people in the hill,unknown,0.0,tertiary
a man,30,1,0,1,a man,male,1.0,tertiary
the people,31,1,0,1,the people,unknown,0.0,tertiary
the giant,34,1,0,1,the giant,unknown,0.0,tertiary
