clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Tsin Schi Huang/Emperor Tsin Schi Huang,4,4,12,16,Tsin Schi Huang,male,1.0,primary
Confucius,2,2,9,11,Confucius,male,1.0,primary
The Emperor,23,1,2,3,The Emperor,male,1.0,tertiary
Confucius--All his officials,17,1,1,2,Confucius's his officials,group/nonbinary,1.0,tertiary
the Kilin,3,1,0,1,the Kilin,unknown,0.0,tertiary
a great man on earth,6,1,0,1,a great man on earth,male,1.0,tertiary
the child,7,1,0,1,the child,unknown,0.0,tertiary
Son of the Watercrystal,30,1,0,1,Son of the Watercrystal,unknown,0.0,tertiary
an uncrowned king,31,1,0,1,an uncrowned king,male,1.0,tertiary
a saint,8,1,0,1,a saint,unknown,0.0,tertiary
teachers,10,1,0,1,teachers,unknown,0.0,tertiary
masters,11,1,0,1,masters,unknown,0.0,tertiary
a living person,22,1,0,1,a living person,unknown,0.0,tertiary
Tsin Schi Huang/Emperor Tsin Schi Huang--his army,26,1,0,1,Tsin Schi Huang's army,unknown,0.0,tertiary
