clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Moti/clumsy Moti,1,55,148,203,Moti,male,1.0,primary
the king/The king,10,23,24,47,the king,male,1.0,tertiary
sire/Sire,72,2,9,11,sire,unknown,0.0,tertiary
the poor fat officer,87,1,9,10,the poor fat officer,male,1.0,tertiary
Moti/clumsy Moti--his tormentor,37,1,7,8,Moti's tormentor,male,1.0,tertiary
the Afghans,120,4,3,7,the Afghans,group/nonbinary,1.0,tertiary
the two Afghans,115,1,5,6,the two Afghans,group/nonbinary,1.0,tertiary
a soldier,11,2,4,6,a soldier,male,1.0,tertiary
The rest of the king 's cavalry,129,1,4,5,The rest of the king 's cavalry,male,1.0,tertiary
the enemy/The enemy,141,3,2,5,the enemy,group/nonbinary,1.0,tertiary
the king/The king--your men,67,2,3,5,the king's men,male,1.0,tertiary
The young man,136,1,4,5,The young man,male,1.0,tertiary
Foremost of the enemy,75,1,3,4,Foremost of the enemy,male,1.0,tertiary
the people in the serai,39,1,3,4,the people in the serai,group/nonbinary,1.0,tertiary
men/Men,41,3,0,3,men,male,1.0,tertiary
The cavalry,140,1,2,3,The cavalry,group/nonbinary,1.0,tertiary
the horse merchants,14,1,2,3,the horse merchants,group/nonbinary,1.0,tertiary
the innkeeper,106,3,0,3,the innkeeper,unknown,0.0,tertiary
the serai,32,3,0,3,the serai,unknown,0.0,tertiary
Moti/clumsy Moti--his king,88,2,0,2,Moti's king,male,1.0,tertiary
Moti/clumsy Moti--his father,5,2,0,2,Moti's father,male,1.0,tertiary
a country lad,105,2,0,2,a country lad,unknown,0.0,tertiary
a desperate rider at a furious gallop,146,1,1,2,a desperate rider at a furious gallop,male,1.0,tertiary
a regiment of yelling giants,151,1,1,2,a regiment of yelling giants,group/nonbinary,1.0,tertiary
the monarch,49,1,1,2,the monarch,unknown,0.0,tertiary
your king,82,1,1,2,your king,male,1.0,tertiary
the troops of Moti 's side,90,1,1,2,the troops of Moti 's side,unknown,0.0,tertiary
a few men,109,1,1,2,a few men,male,1.0,tertiary
the enemy/The enemy--their king,145,1,0,1,the enemy's king,male,1.0,tertiary
the advanced cavalry,139,1,0,1,the advanced cavalry,unknown,0.0,tertiary
the armies on both sides,94,1,0,1,the armies on both sides,unknown,0.0,tertiary
my fine fellows,83,1,0,1,my fine fellows,unknown,0.0,tertiary
Moti/clumsy Moti--his conqueror,93,1,0,1,Moti's conqueror,unknown,0.0,tertiary
the whole troop,142,1,0,1,the whole troop,unknown,0.0,tertiary
Moti/clumsy Moti--his fat foe,153,1,0,1,Moti's fat foe,unknown,0.0,tertiary
One fat officer,152,1,0,1,One fat officer,unknown,0.0,tertiary
the whole lot of you,81,1,0,1,the whole lot of you,unknown,0.0,tertiary
the messenger,148,1,0,1,the messenger,unknown,0.0,tertiary
My regiments,80,1,0,1,My regiments,unknown,0.0,tertiary
a mad giant,76,1,0,1,a mad giant,unknown,0.0,tertiary
Others,77,1,0,1,Others,unknown,0.0,tertiary
the poor man,89,1,0,1,the poor man,male,1.0,tertiary
the infantry,135,1,0,1,the infantry,unknown,0.0,tertiary
"a youth called Moti , who was very big and strong , but the clumsiest creature you can imagine",2,1,0,1,"a youth called Moti , who was very big and strong , but the clumsiest creature you can imagine",unknown,0.0,tertiary
A neighbouring monarch,66,1,0,1,A neighbouring monarch,unknown,0.0,tertiary
a heavy man and two big rocks,134,1,0,1,a heavy man and two big rocks,male,1.0,tertiary
none,46,1,0,1,none,unknown,0.0,tertiary
Moti/clumsy Moti--his mother,4,1,0,1,Moti's mother,female,1.0,tertiary
both men,102,1,0,1,both men,male,1.0,tertiary
a likely thief,111,1,0,1,a likely thief,unknown,0.0,tertiary
two men,112,1,0,1,two men,male,1.0,tertiary
two Afghan horsedealers,114,1,0,1,two Afghan horsedealers,unknown,0.0,tertiary
the merchants,118,1,0,1,the merchants,unknown,0.0,tertiary
you thieves,121,1,0,1,you thieves,unknown,0.0,tertiary
"the king,--",26,1,0,1,"the king,--",unknown,0.0,tertiary
everybody else,29,1,0,1,everybody else,unknown,0.0,tertiary
everyone who was likely to know,34,1,0,1,everyone who was likely to know,unknown,0.0,tertiary
the rest,45,1,0,1,the rest,unknown,0.0,tertiary
everyone,47,1,0,1,everyone,unknown,0.0,tertiary
the king/The king--his attendants,133,1,0,1,the king's attendants,unknown,0.0,tertiary
Moti/clumsy Moti--his royal master,51,1,0,1,Moti's royal master,unknown,0.0,tertiary
all the inmates of the serai except Moti,54,1,0,1,all the inmates of the serai except Moti,unknown,0.0,tertiary
one of the wisest of men,57,1,0,1,one of the wisest of men,male,1.0,tertiary
the bravest,59,1,0,1,the bravest,unknown,0.0,tertiary
our hero,61,1,0,1,our hero,unknown,0.0,tertiary
the luckiest of men,62,1,0,1,the luckiest of men,male,1.0,tertiary
Moti/clumsy Moti--his master,65,1,0,1,Moti's master,unknown,0.0,tertiary
soldiers,122,1,0,1,soldiers,unknown,0.0,tertiary
this robber,69,1,0,1,this robber,unknown,0.0,tertiary
the king/The king--your majesty,70,1,0,1,the king's majesty,unknown,0.0,tertiary
men on foot armed with all sorts of weapons,131,1,0,1,men on foot armed with all sorts of weapons,male,1.0,tertiary
"Moti/clumsy Moti--his relations , who could never understand what he had done to be considered so much wiser than anyone else",96,1,0,1,"Moti's relations , who could never understand what he had done to be considered so much wiser than anyone else",unknown,0.0,tertiary
