sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"Once upon a time there was a youth called Moti, who was very big and strong, but the clumsiest creature you can imagine. ",called,BEFORE,"So clumsy was he that he was always putting his great feet into the bowls of sweet milk or curds which his mother set out on the floor to cool, always smashing, upsetting, breaking, until at last his father said to him: 'Here, Moti, are fifty silver pieces which are the savings of years; ",said,0,1,1,6
"So clumsy was he that he was always putting his great feet into the bowls of sweet milk or curds which his mother set out on the floor to cool, always smashing, upsetting, breaking, until at last his father said to him: 'Here, Moti, are fifty silver pieces which are the savings of years; ",said,BEFORE, take them and go and make your living or your fortune if you can.' ,make,1,2,6,2
 take them and go and make your living or your fortune if you can.' ,make,AFTER,"Then Moti started off one early spring morning with his thick staff over his shoulder, singing gaily to himself as he walked along. ",walked,2,3,2,2
"Then Moti started off one early spring morning with his thick staff over his shoulder, singing gaily to himself as he walked along. ",walked,BEFORE,In one way and another he got along very well until a hot evening when he came to a certain city where he entered the travellers' 'serai' or inn to pass the night. ,came,3,4,2,1
In one way and another he got along very well until a hot evening when he came to a certain city where he entered the travellers' 'serai' or inn to pass the night. ,came,BEFORE,"Now a serai, you must know, is generally just a large square enclosed by a high wall with an open colonnade along the inside all round to accommodate both men and beasts, and with perhaps a few rooms in towers at the corners for those who are too rich or too proud to care about sleeping by their own camels and horses. ",know,4,5,1,1
"Now a serai, you must know, is generally just a large square enclosed by a high wall with an open colonnade along the inside all round to accommodate both men and beasts, and with perhaps a few rooms in towers at the corners for those who are too rich or too proud to care about sleeping by their own camels and horses. ",know,BEFORE,"Moti, of course, was a country lad and had lived with cattle all his life, and he wasn't rich and he wasn't proud, so he just borrowed a bed from the innkeeper, set it down beside an old buffalo who reminded him of home, and in five minutes was fast asleep. ",set,5,6,1,6
"Moti, of course, was a country lad and had lived with cattle all his life, and he wasn't rich and he wasn't proud, so he just borrowed a bed from the innkeeper, set it down beside an old buffalo who reminded him of home, and in five minutes was fast asleep. ",set,AFTER,"In the middle of the night he woke, feeling that he had been disturbed, and putting his hand under his pillow found to his horror that his bag of money had been stolen. ",stolen,6,7,6,9
"In the middle of the night he woke, feeling that he had been disturbed, and putting his hand under his pillow found to his horror that his bag of money had been stolen. ",stolen,BEFORE,"He jumped up quietly and began to prowl around to see whether anyone seemed to be awake, but, though he managed to arouse a few men and beasts by falling over them, he walked in the shadow of the archways round the whole serai without coming across a likely thief. ",began,7,8,9,1
"He jumped up quietly and began to prowl around to see whether anyone seemed to be awake, but, though he managed to arouse a few men and beasts by falling over them, he walked in the shadow of the archways round the whole serai without coming across a likely thief. ",began,BEFORE,"He was just about to give it up when he overheard two men whispering, and one laughed softly, and peering behind a pillar, he saw two Afghan horsedealers counting out his bag of money! ",overheard,8,9,1,2
"He was just about to give it up when he overheard two men whispering, and one laughed softly, and peering behind a pillar, he saw two Afghan horsedealers counting out his bag of money! ",overheard,BEFORE,In the morning Moti followed the two Afghans outside the city to the horsemarket in which they horses were offered for sale. ,followed,9,11,2,0
In the morning Moti followed the two Afghans outside the city to the horsemarket in which they horses were offered for sale. ,followed,BEFORE,Choosing the best-looking horse amongst them he went up to it and said: 'Is this horse for sale? ,Choosing,11,12,0,0
Choosing the best-looking horse amongst them he went up to it and said: 'Is this horse for sale? ,Choosing,BEFORE,"and, the merchants assenting, he scrambled up on its back, dug in his heels, and off they flew. ",assenting,12,14,0,0
"and, the merchants assenting, he scrambled up on its back, dug in his heels, and off they flew. ",assenting,BEFORE,"Now Moti had never been on a horse in his life, and had so much ado to hold on with both hands as well as with both legs that the animal went just where it liked, and very soon broke into a break-neck gallop and made straight back to the serai where it had spent the last few nights. ",had,14,15,0,2
"Now Moti had never been on a horse in his life, and had so much ado to hold on with both hands as well as with both legs that the animal went just where it liked, and very soon broke into a break-neck gallop and made straight back to the serai where it had spent the last few nights. ",had,BEFORE,"'This will do very well,' thought Moti as they whirled in at the entrance. ",thought,15,16,2,2
"'This will do very well,' thought Moti as they whirled in at the entrance. ",thought,BEFORE," but he jumped up at once, tied the beast up, and called for some breakfast. ",tied,16,18,2,1
" but he jumped up at once, tied the beast up, and called for some breakfast. ",tied,BEFORE,"Presently the Afghans appeared, out of breath and furious, and claimed the horse. ",claimed,18,19,1,1
"Presently the Afghans appeared, out of breath and furious, and claimed the horse. ",claimed,BEFORE,"it is our horse,' answered one of the Afghans beginning to untie the bridle. ",untie,19,24,1,3
"it is our horse,' answered one of the Afghans beginning to untie the bridle. ",untie,BEFORE,"'Leave off,' shouted Moti, seizing his staff; ",shouted,24,25,3,1
"'Leave off,' shouted Moti, seizing his staff; ",shouted,BEFORE, 'if you don't let my horse alone I'll crack your skulls! ,crack,25,26,1,3
 'if you don't let my horse alone I'll crack your skulls! ,crack,BEFORE,I know you! ,know,26,28,3,0
I know you! ,know,AFTER,"Last night you took my money, so to-day I took your horse; ",took,28,29,0,0
"Last night you took my money, so to-day I took your horse; ",took,BEFORE,"Now the Afghans began to look a little uncomfortable, but Moti seemed so determined to keep the horse that they resolved to appeal to the law, so they went off and laid a complaint before the king that Moti had stolen one of their horses and would not give it up nor pay for it. ",stolen,29,31,0,9
"Now the Afghans began to look a little uncomfortable, but Moti seemed so determined to keep the horse that they resolved to appeal to the law, so they went off and laid a complaint before the king that Moti had stolen one of their horses and would not give it up nor pay for it. ",stolen,BEFORE,Presently a soldier came to summon Moti to the king; ,came,31,32,9,0
Presently a soldier came to summon Moti to the king; ,came,AFTER," and, when he arrived and made his obeisance, the king began to question him as to why he had galloped off with the horse in this fashion. ",galloped,32,33,0,5
" and, when he arrived and made his obeisance, the king began to question him as to why he had galloped off with the horse in this fashion. ",galloped,BEFORE,"But Moti declared that he had got the animal in exchange for fifty pieces of silver, whilst the horse merchants vowed that the money they had on them was what they had received for the sale of other horses; ",got,33,34,5,2
"But Moti declared that he had got the animal in exchange for fifty pieces of silver, whilst the horse merchants vowed that the money they had on them was what they had received for the sale of other horses; ",got,AFTER," and in one way and another the dispute got so confusing that the king (who really thought that Moti had stolen the horse) said at last, 'Well, I tell you what I will do. ",stolen,34,35,2,3
" and in one way and another the dispute got so confusing that the king (who really thought that Moti had stolen the horse) said at last, 'Well, I tell you what I will do. ",stolen,BEFORE,"I will lock something into this box before me, and if he guesses what it is, the horse is his, and if he doesn't then it is yours.' ",guesses,35,36,3,2
"I will lock something into this box before me, and if he guesses what it is, the horse is his, and if he doesn't then it is yours.' ",guesses,BEFORE,"To this Moti agreed, and the king arose and went out alone by a little door at the back of the Court, and presently came back clasping something closely wrapped up in a cloth under his robe, slipped it into the little box, locked the box, and set it up where all might see. ",clasping,36,37,2,4
"To this Moti agreed, and the king arose and went out alone by a little door at the back of the Court, and presently came back clasping something closely wrapped up in a cloth under his robe, slipped it into the little box, locked the box, and set it up where all might see. ",clasping,BEFORE,"'Now,' said the king to Moti, 'guess!' ",said,37,38,4,0
"'Now,' said the king to Moti, 'guess!' ",said,BEFORE,"It happened that when the king had opened the door behind him, Moti noticed that there was a garden outside: without waiting for the king's return he began to think what could be got out of the garden small enough to be shut in the box. ",began,38,39,0,6
"It happened that when the king had opened the door behind him, Moti noticed that there was a garden outside: without waiting for the king's return he began to think what could be got out of the garden small enough to be shut in the box. ",began,AFTER,"No, not a flower this time, for he clasped it too tight. ",clasped,39,41,6,0
"No, not a flower this time, for he clasped it too tight. ",clasped,BEFORE,"Yet not a stone, because he wouldn't wrap a dirty stone in his nice clean cloth. ",wrap,41,43,0,1
"Yet not a stone, because he wouldn't wrap a dirty stone in his nice clean cloth. ",wrap,BEFORE,"And a fruit without much scent, or else he would be afraid that I might smell it. ",smell,43,45,1,3
"And a fruit without much scent, or else he would be afraid that I might smell it. ",smell,BEFORE,When I know that I shall have guessed the riddle!' ,guessed,45,47,3,3
When I know that I shall have guessed the riddle!' ,guessed,AFTER,"As has been said before, Moti was a country lad, and was accustomed to work in his father's garden. ",work,47,48,3,5
"As has been said before, Moti was a country lad, and was accustomed to work in his father's garden. ",work,BEFORE,"He knew all the common fruits, so he thought he ought to be able to guess right; ",guess,48,49,5,4
"He knew all the common fruits, so he thought he ought to be able to guess right; ",guess,AFTER," but so as not to let it seem too easy, he gazed up at the ceiling with a puzzled expression, and looked down at the floor with an air or wisdom and his fingers pressed against his forehead, and then he said, slowly, with his eyes on the king,-- 'It is freshly plucked! ",plucked,49,50,4,7
" but so as not to let it seem too easy, he gazed up at the ceiling with a puzzled expression, and looked down at the floor with an air or wisdom and his fingers pressed against his forehead, and then he said, slowly, with his eyes on the king,-- 'It is freshly plucked! ",plucked,AFTER,Now the king knew nothing about fruits except that they were good to eat; ,knew,50,53,7,0
Now the king knew nothing about fruits except that they were good to eat; ,knew,BEFORE," and, as for seasons, he asked for whatever fruit he wanted whenever he wanted it, and saw that he got it; ",got,53,54,0,4
" and, as for seasons, he asked for whatever fruit he wanted whenever he wanted it, and saw that he got it; ",got,BEFORE," so to him Moti's guess was like a miracle, and clear proof not only of his wisdom but of his innocence, for it was a pomegranate that he had put into the box. ",put,54,55,4,3
" so to him Moti's guess was like a miracle, and clear proof not only of his wisdom but of his innocence, for it was a pomegranate that he had put into the box. ",put,BEFORE,"Of course when the king marvelled and praised Moti's wisdom, everybody else did so too; ",marvelled,55,56,3,0
"Of course when the king marvelled and praised Moti's wisdom, everybody else did so too; ",marvelled,BEFORE," and, whilst the Afghans went off crestfallen, Moti took the horse and entered the king's service. ",took,56,57,0,1
" and, whilst the Afghans went off crestfallen, Moti took the horse and entered the king's service. ",took,BEFORE,"Very soon after this, Moti, who continued to live in the serai, came back one wet and stormy evening to find that his precious horse had strayed. ",strayed,57,58,1,5
"Very soon after this, Moti, who continued to live in the serai, came back one wet and stormy evening to find that his precious horse had strayed. ",strayed,BEFORE,"Nothing remained of him but a broken halter cord, and no one knew what had become of him. ",knew,58,59,5,1
"Nothing remained of him but a broken halter cord, and no one knew what had become of him. ",knew,BEFORE,"After inquiring of everyone who was likely to know, Moti seized the cord and his big staff and sallied out to look for him. ",seized,59,60,1,3
"After inquiring of everyone who was likely to know, Moti seized the cord and his big staff and sallied out to look for him. ",seized,BEFORE,"Away and away he tramped out of the city and into the neighbouring forest, tracking hoof-marks in the mud. ",tramped,60,61,3,0
"Away and away he tramped out of the city and into the neighbouring forest, tracking hoof-marks in the mud. ",tramped,BEFORE,"Presently it grew late, but still Moti wandered on until suddenly in the gathering darkness he came right upon a tiger who was contentedly eating his horse. ",came,61,62,0,2
"Presently it grew late, but still Moti wandered on until suddenly in the gathering darkness he came right upon a tiger who was contentedly eating his horse. ",came,BEFORE,"shrieked Moti, and ran up and, just as the tiger, in astonishment, dropped a bone--whack! ",shrieked,62,64,2,0
"shrieked Moti, and ran up and, just as the tiger, in astonishment, dropped a bone--whack! ",shrieked,BEFORE,came Moti's staff on his head with such good will that the beast was half stunned and could hardly breathe or see. ,came,64,65,0,0
came Moti's staff on his head with such good will that the beast was half stunned and could hardly breathe or see. ,came,BEFORE,"Then Moti continued to shower upon him blows and abuse until the poor tiger could hardly stand, whereupon his tormentor tied the end of the broken halter round his neck and dragged him back to the serai. ",tied,65,66,0,4
"Then Moti continued to shower upon him blows and abuse until the poor tiger could hardly stand, whereupon his tormentor tied the end of the broken halter round his neck and dragged him back to the serai. ",tied,BEFORE,"'If you had my horse,' he said, 'I will at least have you, that's fair enough!' ",said,66,67,4,1
"'If you had my horse,' he said, 'I will at least have you, that's fair enough!' ",said,BEFORE,"And he tied him up securely by the head and heels, much as he used to tie the horse; ",tied,67,68,1,0
"And he tied him up securely by the head and heels, much as he used to tie the horse; ",tied,BEFORE," then, the night being far gone, he flung himself beside him and slept soundly. ",flung,68,69,0,2
" then, the night being far gone, he flung himself beside him and slept soundly. ",flung,BEFORE,"You cannot imagine anything like the fright of the people in the serai, when they woke up and found a tiger--very battered but still a tiger--securely tethered amongst themselves and their beasts! ",imagine,69,70,2,1
"You cannot imagine anything like the fright of the people in the serai, when they woke up and found a tiger--very battered but still a tiger--securely tethered amongst themselves and their beasts! ",imagine,BEFORE,"Men gathered in groups talking and exclaiming, and finding fault with the innkeeper for allowing such a dangerous beast into the serai, and all the while the innkeeper was just as troubled as the rest, and none dared go near the place where the tiger stood blinking miserably on everyone, and where Moti lay stretched out snoring like thunder. ",gathered,70,71,1,0
"Men gathered in groups talking and exclaiming, and finding fault with the innkeeper for allowing such a dangerous beast into the serai, and all the while the innkeeper was just as troubled as the rest, and none dared go near the place where the tiger stood blinking miserably on everyone, and where Moti lay stretched out snoring like thunder. ",gathered,AFTER,At last news reached the king that Moti had exchanged his horse for a live tiger; ,exchanged,71,72,0,2
At last news reached the king that Moti had exchanged his horse for a live tiger; ,exchanged,BEFORE," and the monarch himself came down, half disbelieving the tale, to see if it were really true. ",see,72,73,2,2
" and the monarch himself came down, half disbelieving the tale, to see if it were really true. ",see,AFTER,Someone at last awaked Moti with the news that his royal master was come; ,come,73,74,2,2
Someone at last awaked Moti with the news that his royal master was come; ,come,BEFORE," and he arose yawning, and was soon delightedly explaining and showing off his new possession. ",explaining,74,75,2,3
" and he arose yawning, and was soon delightedly explaining and showing off his new possession. ",explaining,BEFORE,"The king, however, did not share his pleasure at all, but called up a soldier to shoot the tiger, much to the relief of all the inmates of the serai except Moti. ",shoot,75,76,3,3
"The king, however, did not share his pleasure at all, but called up a soldier to shoot the tiger, much to the relief of all the inmates of the serai except Moti. ",shoot,BEFORE,"If the king, however, was before convinced that Moti was one of the wisest of men, he was now still more convinced that he was the bravest, and he increased his pay a hundredfold, so that our hero thought that he was the luckiest of men. ",thought,76,77,3,6
"If the king, however, was before convinced that Moti was one of the wisest of men, he was now still more convinced that he was the bravest, and he increased his pay a hundredfold, so that our hero thought that he was the luckiest of men. ",thought,BEFORE,"A week or two after this incident the king sent for Moti, who on arrival found his master in despair. ",found,77,78,6,1
"A week or two after this incident the king sent for Moti, who on arrival found his master in despair. ",found,BEFORE,"A neighbouring monarch, he explained, who had many more soldiers than he, had declared war against him, and he was at his wits' end, for he had neither money to buy him off nor soldiers enough to fight him--what was he to do? ",explained,78,79,1,0
"A neighbouring monarch, he explained, who had many more soldiers than he, had declared war against him, and he was at his wits' end, for he had neither money to buy him off nor soldiers enough to fight him--what was he to do? ",explained,BEFORE,"'If that is all, don't you trouble,' said Moti. ",said,79,80,0,2
"'If that is all, don't you trouble,' said Moti. ",said,BEFORE,"'Turn out your men, and I'll go with them, and we'll soon bring this robber to reason.' ",bring,80,81,2,4
"'Turn out your men, and I'll go with them, and we'll soon bring this robber to reason.' ",bring,AFTER,"The king began to revive at these hopeful words, and took Moti off to his stable where he bade him choose for himself any horse he liked. ",liked,81,82,4,5
