clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
poor Jack/Jack,1,47,164,211,poor Jack,male,1.0,primary
poor Jack/Jack--his two brothers,21,1,42,43,poor Jack's two brothers,male,1.0,tertiary
Martin,0,16,25,41,Martin,male,1.0,tertiary
The old man/the old man--his brothers,27,9,21,30,The old man's brothers,male,1.0,tertiary
the king/The king,121,7,22,29,the king,male,1.0,tertiary
The old man/the old man,11,9,16,25,The old man,male,1.0,tertiary
an old man,5,3,7,10,an old man,male,1.0,tertiary
The chamberlain/the chamberlain,125,3,6,9,The chamberlain,male,1.0,tertiary
Michael,2,8,0,8,Michael,unknown,0.0,tertiary
two giants,76,1,6,7,two giants,group/nonbinary,1.0,tertiary
the father--My boy,166,1,6,7,the father's boy,male,1.0,tertiary
the father,13,1,5,6,the father,male,1.0,tertiary
an emperor,179,5,0,5,an emperor,male,1.0,tertiary
the boy,63,1,4,5,the boy,male,1.0,tertiary
both brothers,62,1,3,4,both brothers,male,1.0,tertiary
The officer who rode at their head,88,1,3,4,The officer who rode at their head,male,1.0,tertiary
all three,28,2,2,4,all three,group/nonbinary,1.0,tertiary
the giants,180,1,2,3,the giants,group/nonbinary,1.0,tertiary
the first giant,79,1,2,3,the first giant,unknown,0.0,tertiary
soldiers,185,3,0,3,soldiers,unknown,0.0,tertiary
poor Jack/Jack--his chamberlain,122,2,1,3,poor Jack's chamberlain,male,1.0,tertiary
The chamberlain/the chamberlain--his courtiers,138,1,2,3,The chamberlain's courtiers,group/nonbinary,1.0,tertiary
The man,35,1,2,3,The man,male,1.0,tertiary
The officer--his men,91,1,2,3,The officer's men,male,1.0,tertiary
brothers,164,2,1,3,brothers,male,1.0,tertiary
three sons,7,1,2,3,three sons,group/nonbinary,1.0,tertiary
poor Jack's two brothers--their mother,25,3,0,3,poor Jack's two brothers's mother,female,1.0,tertiary
the mother,26,1,1,2,the mother,female,1.0,tertiary
the king/The king--your false king,193,1,1,2,the king's false king,male,1.0,tertiary
Martin--your mother,163,2,0,2,Martin's mother,female,1.0,tertiary
father,165,1,1,2,father,male,1.0,tertiary
poor Jack/Jack--his mother,152,1,1,2,poor Jack's mother,female,1.0,tertiary
the king/The king--his carpenter,129,1,1,2,the king's carpenter,male,1.0,tertiary
the passers by,101,1,1,2,the passers by,group/nonbinary,1.0,tertiary
"The good man , who had eaten several excellent meals provided by the table in the last three days",132,1,1,2,"The good man , who had eaten several excellent meals provided by the table in the last three days",male,1.0,tertiary
the eldest,8,2,0,2,the eldest,unknown,0.0,tertiary
everyone,143,1,1,2,everyone,unknown,0.0,tertiary
poor Jack's two brothers--their brother,32,1,1,2,poor Jack's two brothers's brother,male,1.0,tertiary
"another old man , who begged for something to eat",94,1,1,2,"another old man , who begged for something to eat",male,1.0,tertiary
poor Jack's two brothers--our mother,171,1,1,2,poor Jack's two brothers's mother,female,1.0,tertiary
The officer,90,1,1,2,The officer,male,1.0,tertiary
little worm,177,1,1,2,little worm,unknown,0.0,tertiary
everybody,108,1,0,1,everybody,unknown,0.0,tertiary
a beggar,100,1,0,1,a beggar,unknown,0.0,tertiary
a very old man,159,1,0,1,a very old man,male,1.0,tertiary
king John,4,1,0,1,king John,male,1.0,tertiary
great men,103,1,0,1,great men,male,1.0,tertiary
poor Jack/Jack--his enemies,150,1,0,1,poor Jack's enemies,unknown,0.0,tertiary
everybody in the house,109,1,0,1,everybody in the house,unknown,0.0,tertiary
the cornet,113,1,0,1,the cornet,unknown,0.0,tertiary
king,148,1,0,1,king,male,1.0,tertiary
the king/The king--his majesty,190,1,0,1,the king's majesty,unknown,0.0,tertiary
poor Jack/Jack--my people,197,1,0,1,poor Jack's people,unknown,0.0,tertiary
"the chamberlain , who knew nothing of the trick",131,1,0,1,"the chamberlain , who knew nothing of the trick",unknown,0.0,tertiary
poor Jack/Jack--his bride,146,1,0,1,poor Jack's bride,unknown,0.0,tertiary
ten thousand horsemen,139,1,0,1,ten thousand horsemen,unknown,0.0,tertiary
the king/The king--my daughter,195,1,0,1,the king's daughter,unknown,0.0,tertiary
