sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"WHEN Benjamin Bunny grew up, he married his Cousin Flopsy. ",married,AFTER,"They had a large family, and they were very improvident and cheerful. ",had,4,5,1,0
"They had a large family, and they were very improvident and cheerful. ",had,BEFORE,I do not remember the separate names of their children; ,remember,5,6,0,1
I do not remember the separate names of their children; ,remember,AFTER," they were generally called the ""Flopsy Bunnies."" ",called,6,7,1,1
" they were generally called the ""Flopsy Bunnies."" ",called,AFTER,"AS there was not always quite enough to eat,--Benjamin used to borrow cabbages from Flopsy's brother, Peter Rabbit, who kept a nursery garden. ",borrow,7,8,1,3
"AS there was not always quite enough to eat,--Benjamin used to borrow cabbages from Flopsy's brother, Peter Rabbit, who kept a nursery garden. ",borrow,AFTER,"AS there was not always quite enough to eat,--Benjamin used to borrow cabbages from Flopsy's brother, Peter Rabbit, who kept a nursery garden. ",kept,8,8,3,4
"AS there was not always quite enough to eat,--Benjamin used to borrow cabbages from Flopsy's brother, Peter Rabbit, who kept a nursery garden. ",kept,BEFORE,SOMETIMES Peter Rabbit had no cabbages to spare. ,had,8,9,4,0
SOMETIMES Peter Rabbit had no cabbages to spare. ,had,BEFORE,SOMETIMES Peter Rabbit had no cabbages to spare. ,spare,9,9,0,1
SOMETIMES Peter Rabbit had no cabbages to spare. ,spare,BEFORE,"WHEN this happened, the Flopsy Bunnies went across the field to a rubbish heap, in the ditch outside Mr. McGregor's garden. ",went,9,10,1,1
"WHEN this happened, the Flopsy Bunnies went across the field to a rubbish heap, in the ditch outside Mr. McGregor's garden. ",went,BEFORE,THE Flopsy Bunnies simply stuffed lettuces. ,stuffed,10,14,1,0
THE Flopsy Bunnies simply stuffed lettuces. ,stuffed,BEFORE,"By degrees, one after another, they were overcome with slumber, and lay down in the mown grass. ",overcome,14,15,0,1
"By degrees, one after another, they were overcome with slumber, and lay down in the mown grass. ",overcome,BEFORE,Before going to sleep he was sufficiently wide awake to put a paper bag over his head to keep off the flies. ,going,15,17,1,0
Before going to sleep he was sufficiently wide awake to put a paper bag over his head to keep off the flies. ,going,AFTER,Before going to sleep he was sufficiently wide awake to put a paper bag over his head to keep off the flies. ,put,17,17,0,3
Before going to sleep he was sufficiently wide awake to put a paper bag over his head to keep off the flies. ,put,AFTER,"(I can tell you her name, she was called Thomasina Tittlemouse, a woodmouse with a long tail.) ",called,17,21,3,3
"(I can tell you her name, she was called Thomasina Tittlemouse, a woodmouse with a long tail.) ",called,BEFORE,"SHE rustled across the paper bag, and awakened Benjamin Bunny. ",awakened,21,22,3,1
"SHE rustled across the paper bag, and awakened Benjamin Bunny. ",awakened,BEFORE,"The mouse apologized profusely, and said that she knew Peter Rabbit. ",apologized,22,23,1,0
"The mouse apologized profusely, and said that she knew Peter Rabbit. ",apologized,BEFORE,"The mouse apologized profusely, and said that she knew Peter Rabbit. ",said,23,23,0,1
"The mouse apologized profusely, and said that she knew Peter Rabbit. ",said,AFTER,"The mouse apologized profusely, and said that she knew Peter Rabbit. ",knew,23,23,1,2
"The mouse apologized profusely, and said that she knew Peter Rabbit. ",knew,BEFORE,"WHILE she and Benjamin were talking, close under the wall, they heard a heavy tread above their heads; ",talking,23,24,2,1
"WHILE she and Benjamin were talking, close under the wall, they heard a heavy tread above their heads; ",talking,BEFORE,"WHILE she and Benjamin were talking, close under the wall, they heard a heavy tread above their heads; ",heard,24,24,1,2
"WHILE she and Benjamin were talking, close under the wall, they heard a heavy tread above their heads; ",heard,BEFORE, and suddenly Mr. McGregor emptied out a sackful of lawn mowings right upon the top of the sleeping Flopsy Bunnies! ,emptied,24,25,2,0
 and suddenly Mr. McGregor emptied out a sackful of lawn mowings right upon the top of the sleeping Flopsy Bunnies! ,emptied,BEFORE,THE little rabbits smiled sweetly in their sleep under the shower of grass; ,smiled,25,28,0,0
THE little rabbits smiled sweetly in their sleep under the shower of grass; ,smiled,BEFORE, they did not awake because the lettuces had been so soporific. ,awake,28,29,0,1
 they did not awake because the lettuces had been so soporific. ,awake,BEFORE,They dreamt that their mother Flopsy was tucking them up in a hay bed. ,dreamt,29,30,1,0
They dreamt that their mother Flopsy was tucking them up in a hay bed. ,dreamt,AFTER,They dreamt that their mother Flopsy was tucking them up in a hay bed. ,tucking,30,30,0,2
They dreamt that their mother Flopsy was tucking them up in a hay bed. ,tucking,BEFORE,Mr. McGregor looked down after emptying his sack. ,looked,30,31,2,0
Mr. McGregor looked down after emptying his sack. ,looked,AFTER,Mr. McGregor looked down after emptying his sack. ,emptying,31,31,0,1
Mr. McGregor looked down after emptying his sack. ,emptying,BEFORE,He saw some funny little brown tips of ears sticking up through the lawn mowings. ,saw,31,32,1,0
He saw some funny little brown tips of ears sticking up through the lawn mowings. ,saw,BEFORE,He stared at them for some time. ,stared,32,33,0,0
He stared at them for some time. ,stared,BEFORE,said he as he dropped them into his sack. ,said,33,38,0,0
said he as he dropped them into his sack. ,said,AFTER,said he as he dropped them into his sack. ,dropped,38,38,0,1
said he as he dropped them into his sack. ,dropped,AFTER,The Flopsy Bunnies dreamt that their mother was turning them over in bed. ,dreamt,38,39,1,0
The Flopsy Bunnies dreamt that their mother was turning them over in bed. ,dreamt,AFTER,The Flopsy Bunnies dreamt that their mother was turning them over in bed. ,turning,39,39,0,2
The Flopsy Bunnies dreamt that their mother was turning them over in bed. ,turning,BEFORE,"They stirred a little in their sleep, but still they did not wake up. ",stirred,39,40,2,0
"They stirred a little in their sleep, but still they did not wake up. ",stirred,BEFORE,He went to put away the mowing machine. ,went,40,42,0,0
He went to put away the mowing machine. ,went,BEFORE,"WHILE he was gone, Mrs. Flopsy Bunny (who had remained at home) came across the field. ",came,42,43,0,4
"WHILE he was gone, Mrs. Flopsy Bunny (who had remained at home) came across the field. ",came,BEFORE,She looked suspiciously at the sack and wondered where everybody was? ,looked,43,44,4,0
She looked suspiciously at the sack and wondered where everybody was? ,looked,BEFORE,She looked suspiciously at the sack and wondered where everybody was? ,wondered,44,44,0,1
