sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label
1,3,said,84,88,176,180,"2,15",62.0,83.0,154.0,175.0,"2,289",89.0,95.0,181.0,187.0,,,,,verb.communication,1
1,4,wish,108,112,200,204,2,106.0,107.0,198.0,199.0,2,113.0,185.0,205.0,277.0,,,,,verb.emotion,1
1,8,see,146,149,238,241,2,113.0,116.0,205.0,208.0,2,150.0,185.0,242.0,277.0,,,,,verb.communication,1
1,10,procure,165,172,257,264,2,153.0,156.0,245.0,248.0,2,173.0,175.0,265.0,267.0,,,,,verb.possession,1
2,0,ask,5,8,283,286,,,,,,"2,291",9.0,20.0,287.0,298.0,,,,,verb.communication,1
2,1,accompany,24,33,302,311,"2,291",9.0,20.0,287.0,298.0,2,34.0,37.0,312.0,315.0,,,,,verb.motion,1
6,2,conversing,36,46,603,613,,27.0,31.0,594.0,598.0,21,47.0,62.0,614.0,629.0,,,,,verb.contact,1
9,0,looked,8,14,740,746,2,0.0,7.0,732.0,739.0,,32.0,49.0,764.0,781.0,,,,,verb.perception,1
9,1,saw,58,61,790,793,2,55.0,57.0,787.0,789.0,,62.0,161.0,794.0,893.0,,,,,verb.perception,1
10,0,said,13,17,908,912,"2,3",1.0,7.0,896.0,902.0,,,,,,,,,,verb.communication,1
14,0,said,11,15,1171,1175,2,1.0,8.0,1161.0,1168.0,18,16.0,26.0,1176.0,1186.0,,,,,verb.communication,1
14,1,cook,33,37,1193,1197,2,29.0,32.0,1189.0,1192.0,,38.0,53.0,1198.0,1213.0,,,,,verb.creation,1
15,2,swung,66,71,1282,1287,2,49.0,65.0,1265.0,1281.0,,,,,,,,,,verb.contact,1
16,1,tell,25,29,1396,1400,,,,,,2,30.0,32.0,1401.0,1403.0,,,,,verb.communication,1
17,1,sung,23,27,1464,1468,18,0.0,10.0,1441.0,1451.0,18,28.0,47.0,1469.0,1488.0,,,,,verb.creation,1
18,2,begin,72,77,1561,1566,18,4.0,6.0,1493.0,1495.0,,78.0,104.0,1567.0,1593.0,,,,,verb.change,1
18,3,recite,81,87,1570,1576,18,4.0,6.0,1493.0,1495.0,,88.0,104.0,1577.0,1593.0,,,,,verb.communication,1
18,5,return,159,165,1648,1654,18,150.0,152.0,1639.0,1641.0,,166.0,188.0,1655.0,1677.0,,,,,verb.change,1
19,1,shifted,39,46,1746,1753,,,,,,18,47.0,56.0,1754.0,1763.0,57.0,150.0,,,verb.motion,1
20,0,ran,37,40,1896,1899,18,26.0,36.0,1885.0,1895.0,18,41.0,51.0,1900.0,1910.0,,,,,verb.motion,1
20,2,murmuring,76,85,1935,1944,18,62.0,64.0,1921.0,1923.0,18,86.0,112.0,1945.0,1971.0,,,,,verb.communication,1
21,1,gilding,48,55,2042,2049,,,,,,18,56.0,64.0,2050.0,2058.0,,,,,verb.change,1
22,1,lost,30,34,2090,2094,2,0.0,19.0,2060.0,2079.0,"2,33",35.0,99.0,2095.0,2159.0,,,,,verb.possession,1
23,0,pleased,20,27,2180,2187,,10.0,19.0,2170.0,2179.0,2,28.0,35.0,2188.0,2195.0,36.0,44.0,2196.0,2204.0,verb.emotion,1
23,4,lifted,101,107,2261,2267,2,98.0,100.0,2258.0,2260.0,,108.0,118.0,2268.0,2278.0,,,,,verb.motion,1
24,0,spoke,3,8,2297,2302,2,0.0,2.0,2294.0,2296.0,"2,33",9.0,22.0,2303.0,2316.0,,,,,verb.communication,1
24,1,received,31,39,2325,2333,2,28.0,30.0,2322.0,2324.0,,40.0,49.0,2334.0,2343.0,,,,,verb.perception,1
25,1,took,44,48,2389,2393,2,0.0,2.0,2345.0,2347.0,,49.0,77.0,2394.0,2422.0,89.0,133.0,2434.0,2478.0,verb.contact,1
25,2,skimmed,70,77,2415,2422,2,0.0,2.0,2345.0,2347.0,,78.0,88.0,2423.0,2433.0,89.0,95.0,2434.0,2440.0,verb.contact,1
26,0,had,8,11,2488,2491,2,0.0,7.0,2480.0,2487.0,,12.0,61.0,2492.0,2541.0,,,,,verb.possession,1
26,1,give,51,55,2531,2535,2,0.0,7.0,2480.0,2487.0,,56.0,61.0,2536.0,2541.0,,,,,verb.creation,1
26,2,came,75,79,2555,2559,2,72.0,74.0,2552.0,2554.0,,,,,,,,,,verb.motion,1
27,1,kissing,59,66,2687,2694,,43.0,58.0,2671.0,2686.0,18,67.0,77.0,2695.0,2705.0,,,,,verb.contact,1
27,3,had,139,142,2767,2770,2,131.0,138.0,2759.0,2766.0,18,143.0,146.0,2771.0,2774.0,,,,,verb.possession,1
27,4,call,160,164,2788,2792,,,,,,18,165.0,168.0,2793.0,2796.0,,,,,verb.communication,1
28,0,Binding,0,7,2801,2808,,,,,,18,8.0,18.0,2809.0,2819.0,34.0,44.0,,,verb.contact,1
28,1,thrust,45,51,2846,2852,2,42.0,44.0,2843.0,2845.0,,52.0,61.0,2853.0,2862.0,,,,,verb.motion,1
29,0,spoke,9,14,2995,3000,2,0.0,2.0,2986.0,2988.0,"2,33",15.0,28.0,3001.0,3014.0,30.0,81.0,3016.0,3067.0,verb.communication,1
29,1,learn,45,50,3031,3036,2,0.0,2.0,2986.0,2988.0,33,51.0,81.0,3037.0,3067.0,,,,,verb.cognition,1
