sentence_id,event_id,temporal_rank
2,1,0
0,2,1
3,1,2
4,0,3
5,0,4
4,1,5
5,2,6
6,1,7
6,0,8
7,3,9
6,2,10
8,0,11
7,4,12
8,1,13
8,2,14
8,3,15
12,0,16
11,1,17
13,1,18
14,1,19
18,1,20
16,1,21
15,0,22
19,1,23
20,0,24
20,2,25
20,3,26
21,3,27
21,2,28
21,6,29
22,0,30
22,1,31
24,0,32
22,3,33
25,3,34
25,1,35
26,0,36
26,1,37
28,1,38
28,3,39
28,2,40
29,0,41
30,0,42
32,1,43
32,2,44
32,3,45
34,1,46
33,0,47
34,2,48
34,8,49
34,5,50
34,3,51
39,1,52
40,1,53
41,4,54
41,3,55
41,6,56
41,5,57
43,0,58
42,1,59
44,2,60
45,0,61
46,1,62
46,0,63
48,1,64
47,0,65
48,4,66
48,7,67
48,5,68
50,0,69
48,8,70
50,1,71
50,2,72
51,1,73
51,3,74
51,4,75
52,2,76
52,1,77
52,4,78
52,5,79
52,6,80
52,7,81
53,0,82
53,4,83
54,2,84
54,1,85
58,0,86
54,3,87
59,2,88
60,0,89
60,1,90
61,2,91
66,1,92
66,2,93
66,4,94
67,0,95
67,1,96
67,2,97
67,6,98
67,5,99
67,3,100
68,0,101
68,2,102
68,1,103
69,0,104
70,1,105
70,0,106
70,2,107
71,2,108
71,3,109
72,3,110
73,2,111
73,3,112
74,1,113
74,3,114
75,3,115
75,5,116
79,1,117
75,7,118
