clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the Goodwife,49,8,17,25,the Goodwife,female,1.0,primary
the old woman,13,4,15,19,the old woman,female,1.0,primary
the wee bannock,31,8,5,13,the wee bannock,unknown,0.0,secondary
the Goodman/The Goodman,50,5,8,13,the Goodman,male,1.0,secondary
The miller/the miller,61,3,8,11,The miller,male,1.0,secondary
an old man--his wife,5,5,6,11,an old man's wife,female,1.0,secondary
the shepherd,103,2,9,11,the shepherd,male,1.0,secondary
Jock,3,3,7,10,Jock,male,1.0,secondary
The inmates,99,1,8,9,The inmates,group/nonbinary,1.0,secondary
the old woman--her husband,16,4,4,8,the old woman's husband,male,1.0,secondary
the disappointed smith,71,1,7,8,the disappointed smith,male,1.0,secondary
Janet,1,2,5,7,Janet,female,1.0,tertiary
the other bannock,18,1,6,7,the other bannock,unknown,0.0,tertiary
the tailor,29,2,4,6,the tailor,male,1.0,tertiary
the Master Tailor 's wife,34,1,5,6,the Master Tailor 's wife,female,1.0,tertiary
the fox,118,1,4,5,the fox,male,1.0,tertiary
the bannock,73,3,2,5,the bannock,unknown,0.0,tertiary
the little bannock,62,2,3,5,the little bannock,unknown,0.0,tertiary
a weaver,44,1,4,5,a weaver,male,1.0,tertiary
all three tailors,32,1,3,4,all three tailors,group/nonbinary,1.0,tertiary
The smith,67,1,3,4,The smith,male,1.0,tertiary
a tailor,26,1,2,3,a tailor,male,1.0,tertiary
Tibby,0,2,1,3,Tibby,unknown,0.0,tertiary
bannocks,134,1,1,2,bannocks,group/nonbinary,1.0,tertiary
the master,77,1,1,2,the master,male,1.0,tertiary
their sweethearts,123,1,1,2,their sweethearts,group/nonbinary,1.0,tertiary
all the good folk in the story,121,1,1,2,all the good folk in the story,group/nonbinary,1.0,tertiary
an old man's wife--her man,47,1,1,2,an old man's wife's man,male,1.0,tertiary
an old man,4,1,1,2,an old man,male,1.0,tertiary
The old man,11,1,1,2,The old man,male,1.0,tertiary
the heckle,84,1,0,1,the heckle,unknown,0.0,tertiary
people,120,1,0,1,people,unknown,0.0,tertiary
the poor wee bannock,119,1,0,1,the poor wee bannock,unknown,0.0,tertiary
the folk,108,1,0,1,the folk,unknown,0.0,tertiary
all the bairns,105,1,0,1,all the bairns,unknown,0.0,tertiary
a very canty and contented couple,8,1,0,1,a very canty and contented couple,unknown,0.0,tertiary
the husband,101,1,0,1,the husband,male,1.0,tertiary
a shepherd,97,1,0,1,a shepherd,unknown,0.0,tertiary
man,138,1,0,1,man,male,1.0,tertiary
a tailor--his two apprentices,27,1,0,1,a tailor's two apprentices,unknown,0.0,tertiary
an old man's wife's man--my woman,130,1,0,1,an old man's wife's man's woman,female,1.0,tertiary
the winnock,124,1,0,1,the winnock,unknown,0.0,tertiary
the tailor 's wife,30,1,0,1,the tailor 's wife,female,1.0,tertiary
the mistress,79,1,0,1,the mistress,unknown,0.0,tertiary
the Master Tailor,33,1,0,1,the Master Tailor,unknown,0.0,tertiary
a set of cowards,126,1,0,1,a set of cowards,unknown,0.0,tertiary
the little cake,72,1,0,1,the little cake,unknown,0.0,tertiary
one apprentice,36,1,0,1,one apprentice,unknown,0.0,tertiary
another,37,1,0,1,another,unknown,0.0,tertiary
the apprentices,40,1,0,1,the apprentices,unknown,0.0,tertiary
the weaver,46,1,0,1,the weaver,unknown,0.0,tertiary
a wee bannock,129,1,0,1,a wee bannock,unknown,0.0,tertiary
little bannock,132,1,0,1,little bannock,unknown,0.0,tertiary
Sandy,2,1,0,1,Sandy,unknown,0.0,tertiary
