clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The old man/the old man,2,27,156,183,The old man,male,1.0,primary
the demons/The demons,31,7,11,18,the demons,group/nonbinary,1.0,tertiary
The wicked old man,99,1,13,14,The wicked old man,male,1.0,tertiary
the demon chief/The demon chief,36,5,9,14,the demon chief,male,1.0,tertiary
The old man/the old man--his wife,5,3,8,11,The old man's wife,female,1.0,tertiary
the demon,44,5,2,7,the demon,unknown,0.0,tertiary
The good old man,81,1,5,6,The good old man,male,1.0,tertiary
the old fellow,45,1,4,5,the old fellow,unknown,0.0,tertiary
The old neighbor,84,1,3,4,The old neighbor,male,1.0,tertiary
the second old man,90,1,3,4,the second old man,male,1.0,tertiary
the big demon,53,2,2,4,the big demon,male,1.0,tertiary
these demons,103,1,3,4,these demons,group/nonbinary,1.0,tertiary
The good old man--his disagreeable neighbor,82,1,1,2,The good old man's disagreeable neighbor,male,1.0,tertiary
the horned chief,51,1,1,2,the horned chief,unknown,0.0,tertiary
the band of demons,87,1,1,2,the band of demons,unknown,0.0,tertiary
The old man/the old man--his friend,80,2,0,2,The old man's friend,unknown,0.0,tertiary
the Oni,0,1,1,2,the Oni,unknown,0.0,tertiary
The Oni,94,1,1,2,The Oni,unknown,0.0,tertiary
such a skillful dancer,105,1,1,2,such a skillful dancer,unknown,0.0,tertiary
a good old man who had a wen like a tennis - ball growing out of his right cheek--a good old man who had a wen like a tennis - ball growing out of his right cheek,1,1,1,2,a good old man who had a wen like a tennis - ball growing out of his right cheek's good old man who had a wen like a tennis - ball growing out of his right cheek,male,1.0,tertiary
all the other demons,37,1,1,2,all the other demons,group/nonbinary,1.0,tertiary
The old man/the old man--his friends,23,2,0,2,The old man's friends,unknown,0.0,tertiary
these strange creatures,48,1,0,1,these strange creatures,unknown,0.0,tertiary
the chief of the demons,88,1,0,1,the chief of the demons,unknown,0.0,tertiary
The old man/the old man--his neighbor,79,1,0,1,The old man's neighbor,unknown,0.0,tertiary
these creatures,101,1,0,1,these creatures,unknown,0.0,tertiary
Some of these demons,28,1,0,1,Some of these demons,unknown,0.0,tertiary
hundreds of demons coming towards the spot,27,1,0,1,hundreds of demons coming towards the spot,unknown,0.0,tertiary
some jolly companions with whom to walk,24,1,0,1,some jolly companions with whom to walk,unknown,0.0,tertiary
several people,22,1,0,1,several people,unknown,0.0,tertiary
a wicked and disagreeable old man,77,1,0,1,a wicked and disagreeable old man,male,1.0,tertiary
a charcoal - burner,15,1,0,1,a charcoal - burner,unknown,0.0,tertiary
the old man of yesterday,115,1,0,1,the old man of yesterday,male,1.0,tertiary
many doctors far and near,3,1,0,1,many doctors far and near,unknown,0.0,tertiary
the old man who had danced so well the day before,97,1,0,1,the old man who had danced so well the day before,male,1.0,tertiary
The old man/the old man--the old man who stood before him,98,1,0,1,The old man's old man who stood before him,male,1.0,tertiary
the servant,78,1,0,1,the servant,unknown,0.0,tertiary
this good old couple,76,1,0,1,this good old couple,unknown,0.0,tertiary
the demons/The demons--a man so fearlessly taking part in their entertainment,50,1,0,1,the demons's man so fearlessly taking part in their entertainment,male,1.0,tertiary
The old man's wife--her husband,75,1,0,1,The old man's wife's husband,male,1.0,tertiary
the wen,71,1,0,1,the wen,unknown,0.0,tertiary
the merry troop of demons,67,1,0,1,the merry troop of demons,unknown,0.0,tertiary
the demon--my lord,112,1,0,1,the demon's lord,unknown,0.0,tertiary
such a wen,111,1,0,1,such a wen,unknown,0.0,tertiary
mortal men,110,1,0,1,mortal men,male,1.0,tertiary
the chief,64,1,0,1,the chief,unknown,0.0,tertiary
one of the demon 's attendants,62,1,0,1,one of the demon 's attendants,unknown,0.0,tertiary
a pledge,108,1,0,1,a pledge,unknown,0.0,tertiary
The old man/the old man--your lordship,106,1,0,1,The old man's lordship,unknown,0.0,tertiary
this fellow,102,1,0,1,this fellow,unknown,0.0,tertiary
a human being,104,1,0,1,a human being,unknown,0.0,tertiary
the whole party of demons,46,1,0,1,the whole party of demons,unknown,0.0,tertiary
old man,107,1,0,1,old man,male,1.0,tertiary
