sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"There lived in Boston a wise and ancient chemist by the name of Dr. Daws, who dabbled somewhat in magic. ",dabbled,BEFORE,"There also lived in Boston a young lady by the name of Claribel Sudds, who was possessed of much money, little wit and an intense desire to go upon the stage. ",possessed,0,1,1,2
"There also lived in Boston a young lady by the name of Claribel Sudds, who was possessed of much money, little wit and an intense desire to go upon the stage. ",possessed,BEFORE,"So Claribel went to Dr. Daws and said: ""I can neither sing nor dance; ",said,1,2,2,1
"So Claribel went to Dr. Daws and said: ""I can neither sing nor dance; ",said,AFTER,"So Claribel went to Dr. Daws and said: ""I can neither sing nor dance; ",dance,2,2,1,4
"So Claribel went to Dr. Daws and said: ""I can neither sing nor dance; ",dance,AFTER, I cannot recite verse nor play upon the piano; ,recite,2,3,4,1
 I cannot recite verse nor play upon the piano; ,recite,BEFORE, I cannot recite verse nor play upon the piano; ,play,3,3,1,2
 I cannot recite verse nor play upon the piano; ,play,BEFORE, yet I wish to go upon the stage. ,wish,3,5,2,0
 yet I wish to go upon the stage. ,wish,BEFORE,"What shall I do?"" ",do,5,6,0,1
"What shall I do?"" ",do,AFTER,"""Are you willing to pay for such accomplishments?"" ",pay,6,7,1,1
"""Are you willing to pay for such accomplishments?"" ",pay,BEFORE,asked the wise chemist. ,asked,7,8,1,0
asked the wise chemist. ,asked,BEFORE,"""Certainly,"" answered Claribel, jingling her purse. ",answered,8,9,0,0
"""Certainly,"" answered Claribel, jingling her purse. ",answered,AFTER,"""Certainly,"" answered Claribel, jingling her purse. ",jingling,9,9,0,1
"""Certainly,"" answered Claribel, jingling her purse. ",jingling,BEFORE,"""Then come to me to-morrow at two o'clock,"" said he. ",come,9,10,1,0
"""Then come to me to-morrow at two o'clock,"" said he. ",come,BEFORE,"""Then come to me to-morrow at two o'clock,"" said he. ",said,10,10,0,1
"""Then come to me to-morrow at two o'clock,"" said he. ",said,AFTER,All that night he practiced what is known as chemical sorcery; ,practiced,10,11,1,0
All that night he practiced what is known as chemical sorcery; ,practiced,BEFORE, so that when Claribel Sudds came next day at two o'clock he showed her a small box filled with compounds that closely resembled French bonbons. ,came,11,12,0,0
 so that when Claribel Sudds came next day at two o'clock he showed her a small box filled with compounds that closely resembled French bonbons. ,came,BEFORE, so that when Claribel Sudds came next day at two o'clock he showed her a small box filled with compounds that closely resembled French bonbons. ,showed,12,12,0,1
 so that when Claribel Sudds came next day at two o'clock he showed her a small box filled with compounds that closely resembled French bonbons. ,showed,BEFORE,"""This is a progressive age,"" said the old man, ""and I flatter myself your Uncle Daws keeps right along with the procession. ",said,12,13,1,1
"""This is a progressive age,"" said the old man, ""and I flatter myself your Uncle Daws keeps right along with the procession. ",said,AFTER,"""This is a progressive age,"" said the old man, ""and I flatter myself your Uncle Daws keeps right along with the procession. ",flatter,13,13,1,2
