clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the senator/The senator,37,16,50,66,the senator,male,1.0,primary
Claribel Sudds/Claribel,2,9,43,52,Claribel Sudds,female,1.0,primary
Bessie/Bessie Bostwick,4,11,33,44,Bessie,female,1.0,primary
Mr. Bostwick,9,7,12,19,Mr. Bostwick,male,1.0,tertiary
Mrs. Bostwick,10,6,6,12,Mrs. Bostwick,female,1.0,tertiary
The professor/the professor,43,7,4,11,The professor,male,1.0,tertiary
the great man,93,1,6,7,the great man,male,1.0,tertiary
the wise chemist,16,2,5,7,the wise chemist,male,1.0,tertiary
the wise one,18,1,6,7,the wise one,male,1.0,tertiary
Daws/Dr. Daws,1,4,3,7,Daws,unknown,0.0,tertiary
the Bostwick family,89,1,5,6,the Bostwick family,group/nonbinary,1.0,tertiary
Bessie 's father,31,1,5,6,Bessie 's father,male,1.0,tertiary
Mrs. Bostwick--Her husband/her husband,50,3,3,6,Mrs. Bostwick's husband,male,1.0,tertiary
The poor woman,56,1,4,5,The poor woman,female,1.0,tertiary
the old man,17,1,3,4,the old man,male,1.0,tertiary
Bessie/Bessie Bostwick--Her mother,26,1,2,3,Bessie's mother,female,1.0,tertiary
the maid/The maid,62,3,0,3,the maid,unknown,0.0,tertiary
the mother,34,1,2,3,the mother,female,1.0,tertiary
the senator 's friends,105,1,2,3,the senator 's friends,group/nonbinary,1.0,tertiary
the sober - minded citizens,114,1,1,2,the sober - minded citizens,group/nonbinary,1.0,tertiary
John,7,1,1,2,John,unknown,0.0,tertiary
Our child,127,1,1,2,Our child,female,1.0,tertiary
the spectators,98,1,0,1,the spectators,unknown,0.0,tertiary
the Bostwicks,13,1,0,1,the Bostwicks,unknown,0.0,tertiary
another good man,135,1,0,1,another good man,male,1.0,tertiary
the senator/The senator--his hostess,67,1,0,1,the senator's hostess,unknown,0.0,tertiary
a decent private family,70,1,0,1,a decent private family,unknown,0.0,tertiary
the only sane person,71,1,0,1,the only sane person,unknown,0.0,tertiary
the senator/The senator--no one to whom he might appeal,73,1,0,1,the senator's one to whom he might appeal,unknown,0.0,tertiary
"the crowd of small boys who followed the carriage and the grief of the sober - minded citizens , who shook their heads sadly and whispered that "" another good man had gone wrong",134,1,0,1,"the crowd of small boys who followed the carriage and the grief of the sober - minded citizens , who shook their heads sadly and whispered that "" another good man had gone wrong",male,1.0,tertiary
the poor senator,110,1,0,1,the poor senator,unknown,0.0,tertiary
the driver,108,1,0,1,the driver,unknown,0.0,tertiary
The Boy,130,1,0,1,The Boy,male,1.0,tertiary
this gentleman,84,1,0,1,this gentleman,male,1.0,tertiary
ballet - dancers,97,1,0,1,ballet - dancers,unknown,0.0,tertiary
people,88,1,0,1,people,unknown,0.0,tertiary
the ushers,102,1,0,1,the ushers,unknown,0.0,tertiary
Claribel Sudds/Claribel--the man who stole my bonbons,133,1,0,1,Claribel Sudds's man who stole my bonbons,male,1.0,tertiary
the learned Yale professor,90,1,0,1,the learned Yale professor,unknown,0.0,tertiary
the mayor,92,1,0,1,the mayor,unknown,0.0,tertiary
the dancing senator,101,1,0,1,the dancing senator,unknown,0.0,tertiary
a thousand delighted hearers,55,1,0,1,a thousand delighted hearers,unknown,0.0,tertiary
the vast audience,95,1,0,1,the vast audience,unknown,0.0,tertiary
a bald - headed man in the front row,100,1,0,1,a bald - headed man in the front row,male,1.0,tertiary
the senator/The senator--My friends,132,1,0,1,the senator's friends,unknown,0.0,tertiary
a wise and ancient chemist,14,1,0,1,a wise and ancient chemist,unknown,0.0,tertiary
Mrs. Bostwick--her precocious daughter,46,1,0,1,Mrs. Bostwick's precocious daughter,unknown,0.0,tertiary
Mrs. Bostwick--her guests,53,1,0,1,Mrs. Bostwick's guests,unknown,0.0,tertiary
Bessie's mother--her own little daughter,29,1,0,1,Bessie's mother's own little daughter,unknown,0.0,tertiary
a young lady,15,1,0,1,a young lady,female,1.0,tertiary
no acrobat nor leaper nor high kicker,118,1,0,1,no acrobat nor leaper nor high kicker,unknown,0.0,tertiary
Claribel Sudds/Claribel--one of your old - fashioned sorcerers,119,1,0,1,Claribel Sudds's of your old - fashioned sorcerers,unknown,0.0,tertiary
Claribel Sudds/Claribel--your old - fashioned sorcerers,120,1,0,1,Claribel Sudds's old - fashioned sorcerers,unknown,0.0,tertiary
the finest elocutionist in the land,121,1,0,1,the finest elocutionist in the land,unknown,0.0,tertiary
Rubenstein,3,1,0,1,Rubenstein,unknown,0.0,tertiary
a most clever sorcerer,123,1,0,1,a most clever sorcerer,unknown,0.0,tertiary
a considerate compounder,124,1,0,1,a considerate compounder,unknown,0.0,tertiary
Bessie/Bessie Bostwick--her parents,22,1,0,1,Bessie's parents,unknown,0.0,tertiary
The little girl,25,1,0,1,The little girl,female,1.0,tertiary
Beethoven,5,1,0,1,Beethoven,unknown,0.0,tertiary
musical guest,28,1,0,1,musical guest,unknown,0.0,tertiary
Great Caesar,6,1,0,1,Great Caesar,unknown,0.0,tertiary
Mrs. Bostwick's husband--his guests,52,1,0,1,Mrs. Bostwick's husband's guests,unknown,0.0,tertiary
an infant prodigy,128,1,0,1,an infant prodigy,unknown,0.0,tertiary
the astounded father,35,1,0,1,the astounded father,male,1.0,tertiary
Beats Blind Tom,8,1,0,1,Beats Blind Tom,unknown,0.0,tertiary
the Yale professor,38,1,0,1,the Yale professor,unknown,0.0,tertiary
a man of deep learning and scholarly attainments,39,1,0,1,a man of deep learning and scholarly attainments,male,1.0,tertiary
the party,40,1,0,1,the party,unknown,0.0,tertiary
the four elders,41,1,0,1,the four elders,unknown,0.0,tertiary
"a huddled but silent and amazed group , listening to the music and waiting for the sound of the dinner gong",42,1,0,1,"a huddled but silent and amazed group , listening to the music and waiting for the sound of the dinner gong",unknown,0.0,tertiary
a big man,47,1,0,1,a big man,male,1.0,tertiary
William,11,1,0,1,William,unknown,0.0,tertiary
