clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Karen/little Karen,0,27,156,183,Karen,female,1.0,primary
The old lady/the old lady,14,10,7,17,The old lady,female,1.0,tertiary
the executioner,99,3,6,9,the executioner,male,1.0,tertiary
an angel,88,1,5,6,an angel,male,1.0,tertiary
an old crippled soldier leaning on a crutch,52,1,5,6,an old crippled soldier leaning on a crutch,male,1.0,tertiary
little girl,2,1,4,5,little girl,female,1.0,tertiary
the little girl,7,3,2,5,the little girl,female,1.0,tertiary
Karen/little Karen--the same one whom she had seen that night at the church - door,121,1,4,5,Karen's same one whom she had seen that night at the church - door,male,1.0,tertiary
an old shoemaker 's wife,6,1,3,4,an old shoemaker 's wife,female,1.0,tertiary
an old lady,11,1,3,4,an old lady,female,1.0,tertiary
the clergyman,13,2,2,4,the clergyman,male,1.0,tertiary
the old soldier with the red beard,80,1,3,4,the old soldier with the red beard,male,1.0,tertiary
the pastor/The pastor,112,3,0,3,the pastor,unknown,0.0,tertiary
the ancient figures on the monuments,41,1,2,3,the ancient figures on the monuments,group/nonbinary,1.0,tertiary
the soldier,54,2,1,3,the soldier,unknown,0.0,tertiary
God,1,3,0,3,God,unknown,0.0,tertiary
the little princess,23,1,2,3,the little princess,female,1.0,tertiary
All the children,115,1,2,3,All the children,group/nonbinary,1.0,tertiary
the Queen,16,1,2,3,the Queen,female,1.0,tertiary
the rest of the pastor 's household,131,1,2,3,the rest of the pastor 's household,group/nonbinary,1.0,tertiary
the old soldier,65,1,1,2,the old soldier,unknown,0.0,tertiary
every one,61,2,0,2,every one,unknown,0.0,tertiary
the coachman,67,1,1,2,the coachman,unknown,0.0,tertiary
the sweet children,44,1,1,2,the sweet children,group/nonbinary,1.0,tertiary
the dead there,84,1,1,2,the dead there,unknown,0.0,tertiary
a count 's daughter,34,1,1,2,a count 's daughter,female,1.0,tertiary
everybody/Everybody,38,2,0,2,everybody,unknown,0.0,tertiary
the old pastors,123,1,1,2,the old pastors,group/nonbinary,1.0,tertiary
people,15,2,0,2,people,unknown,0.0,tertiary
the congregation,125,1,1,2,the congregation,group/nonbinary,1.0,tertiary
All the people,21,1,1,2,All the people,group/nonbinary,1.0,tertiary
the shoemaker,24,2,0,2,the shoemaker,unknown,0.0,tertiary
The rich shoemaker in the town,27,1,1,2,The rich shoemaker in the town,male,1.0,tertiary
proud and wicked children,140,1,1,2,proud and wicked children,group/nonbinary,1.0,tertiary
sinners,104,1,0,1,sinners,unknown,0.0,tertiary
good people,111,1,0,1,good people,unknown,0.0,tertiary
The pastor 's wife,113,1,0,1,The pastor 's wife,female,1.0,tertiary
the wicked,141,1,0,1,the wicked,unknown,0.0,tertiary
the old pastors--their wives,124,1,0,1,the old pastors's wives,female,1.0,tertiary
an angel of God in white robes,120,1,0,1,an angel of God in white robes,unknown,0.0,tertiary
the angel,89,1,0,1,the angel,unknown,0.0,tertiary
Karen/little Karen--the poor girl in her narrow room,127,1,0,1,Karen's poor girl in her narrow room,female,1.0,tertiary
the angel of God,95,1,0,1,the angel of God,unknown,0.0,tertiary
the people inside,58,1,0,1,the people inside,unknown,0.0,tertiary
a skeleton,139,1,0,1,a skeleton,unknown,0.0,tertiary
the pauper,85,1,0,1,the pauper,unknown,0.0,tertiary
the good old lady,69,1,0,1,the good old lady,female,1.0,tertiary
Lord,138,1,0,1,Lord,unknown,0.0,tertiary
all the figures,59,1,0,1,all the figures,unknown,0.0,tertiary
an old shoemaker,5,1,0,1,an old shoemaker,unknown,0.0,tertiary
the sweet children--their old leader,45,1,0,1,the sweet children's old leader,unknown,0.0,tertiary
a grown - up Christian,43,1,0,1,a grown - up Christian,unknown,0.0,tertiary
a count,33,1,0,1,a count,unknown,0.0,tertiary
the princess,31,1,0,1,the princess,female,1.0,tertiary
the shoemaker 's wife,25,1,0,1,the shoemaker 's wife,female,1.0,tertiary
a princess,20,1,0,1,a princess,female,1.0,tertiary
the Queen--her little daughter,19,1,0,1,the Queen's little daughter,unknown,0.0,tertiary
no others,9,1,0,1,no others,unknown,0.0,tertiary
Karen/little Karen--her mother,8,1,0,1,Karen's mother,female,1.0,tertiary
the children,133,1,0,1,the children,unknown,0.0,tertiary
