sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label
2,0,named,14,19,141,146,"5,8",0.0,12.0,127.0,139.0,9,20.0,26.0,147.0,153.0,,,,,verb.communication,1
3,1,decided,11,18,207,214,,4.0,6.0,200.0,202.0,"5,10",19.0,61.0,215.0,257.0,,,,,verb.cognition,1
3,3,marry,56,61,252,257,"5,10",40.0,52.0,236.0,248.0,,,,,,,,,,verb.social,1
3,5,commissioned,96,108,292,304,5,66.0,68.0,262.0,264.0,"12,10",109.0,112.0,305.0,308.0,,,,,verb.communication,1
3,6,find,116,120,312,316,10,109.0,112.0,305.0,308.0,12,121.0,139.0,317.0,335.0,,,,,verb.possession,1
4,0,heard,12,17,349,354,1,0.0,11.0,337.0,348.0,,18.0,22.0,355.0,359.0,,,,,verb.perception,1
5,0,prepared,3,11,381,389,1,0.0,2.0,378.0,380.0,,12.0,16.0,390.0,394.0,,,,,verb.creation,1
5,1,entertained,28,39,406,417,1,0.0,2.0,378.0,380.0,13,40.0,55.0,418.0,433.0,,,,,verb.social,1
5,2,told,61,65,439,443,1,0.0,2.0,378.0,380.0,"13,1,14",66.0,69.0,444.0,447.0,,,,,verb.communication,1
5,3,recommend,73,82,451,460,13,66.0,69.0,444.0,447.0,"1,14",83.0,86.0,461.0,464.0,,,,,verb.communication,1
7,0,invited,16,23,538,545,1,13.0,15.0,535.0,537.0,10,24.0,27.0,546.0,549.0,38.0,43.0,560.0,565.0,verb.communication,1
7,1,gave,48,52,570,574,1,13.0,15.0,535.0,537.0,10,53.0,56.0,575.0,578.0,,,,,verb.possession,1
8,0,said,25,29,611,615,15,5.0,24.0,591.0,610.0,10,32.0,61.0,618.0,647.0,,,,,verb.communication,1
8,2,know,43,47,629,633,10,32.0,35.0,618.0,621.0,10,48.0,61.0,634.0,647.0,,,,,verb.cognition,1
8,3,wish,57,61,643,647,10,48.0,52.0,634.0,638.0,,,,,,,,,,verb.communication,1
9,1,condescend,44,54,693,703,"115,114",11.0,43.0,660.0,692.0,,,,,,,,,,verb.social,1
9,2,marry,58,63,707,712,"115,114",11.0,43.0,660.0,692.0,,64.0,83.0,713.0,732.0,84.0,97.0,733.0,746.0,verb.social,1
10,0,had,16,19,764,767,10,12.0,15.0,760.0,763.0,,20.0,33.0,768.0,781.0,,,,,verb.possession,1
10,1,burn,29,33,777,781,10,12.0,15.0,760.0,763.0,,,,,,,,,,verb.change,1
12,2,entreat,33,40,906,913,1,4.0,15.0,877.0,888.0,10,41.0,44.0,914.0,917.0,,,,,verb.communication,1
12,3,Make,47,51,920,924,,,,,,1,52.0,95.0,925.0,968.0,,,,,verb.social,1
12,4,mention,85,92,958,965,,,,,,1,93.0,95.0,966.0,968.0,,,,,verb.communication,1
13,1,listen,17,23,987,993,,3.0,7.0,973.0,977.0,10,24.0,30.0,994.0,1000.0,,,,,verb.perception,1
13,3,resign,44,50,1014,1020,1,37.0,38.0,1007.0,1008.0,1,51.0,57.0,1021.0,1027.0,,,,,verb.communication,1
14,1,taken,24,29,1065,1070,15,0.0,19.0,1041.0,1060.0,15,30.0,39.0,1071.0,1080.0,41.0,69.0,1082.0,1110.0,verb.possession,1
14,3,refuse,63,69,1104,1110,10,44.0,47.0,1085.0,1088.0,,,,,,,,,,verb.social,1
14,4,feared,86,92,1127,1133,10,82.0,85.0,1123.0,1126.0,,93.0,106.0,1134.0,1147.0,,,,,verb.emotion,1
14,6,scolded,99,106,1140,1147,10,82.0,85.0,1123.0,1126.0,,,,,,,,,,verb.communication,1
14,7,mentioned,112,121,1153,1162,10,108.0,111.0,1149.0,1152.0,"1,2",122.0,125.0,1163.0,1166.0,,,,,verb.communication,1
15,0,grew,3,7,1181,1185,1,0.0,2.0,1178.0,1180.0,,8.0,13.0,1186.0,1191.0,,,,,verb.change,1
15,2,throw,28,33,1206,1211,1,0.0,2.0,1178.0,1180.0,10,34.0,37.0,1212.0,1215.0,,,,,verb.contact,1
16,0,knew,3,7,1237,1241,10,1.0,2.0,1235.0,1236.0,"1,10",8.0,30.0,1242.0,1264.0,,,,,verb.cognition,1
16,2,thank,22,27,1256,1261,1,8.0,11.0,1242.0,1245.0,10,28.0,30.0,1262.0,1264.0,,,,,verb.communication,1
16,3,said,33,37,1267,1271,,,,,,10,38.0,41.0,1272.0,1275.0,,,,,verb.communication,1
16,4,urged,60,65,1294,1299,118,48.0,59.0,1282.0,1293.0,,66.0,68.0,1300.0,1302.0,69.0,120.0,1303.0,1354.0,verb.communication,1
16,6,refuse,89,95,1323,1329,10,77.0,78.0,1311.0,1312.0,118,96.0,120.0,1330.0,1354.0,,,,,verb.communication,1
16,7,mention,99,106,1333,1340,10,77.0,78.0,1311.0,1312.0,118,107.0,120.0,1341.0,1354.0,,,,,verb.communication,1
17,0,Tell,1,5,1358,1362,,,,,,"13,120,118",6.0,17.0,1363.0,1374.0,,,,,verb.communication,1
17,1,brings,43,49,1400,1406,118,40.0,42.0,1397.0,1399.0,13,50.0,52.0,1407.0,1409.0,,,,,verb.contact,1
17,3,give,128,132,1485,1489,13,121.0,122.0,1478.0,1479.0,"13,120,118",133.0,136.0,1490.0,1493.0,,,,,verb.possession,1
