clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Tom,6,48,101,149,Tom,male,1.0,primary
Gilla,14,4,26,30,Gilla,male,1.0,tertiary
The princess/the princess,63,11,15,26,The princess,female,1.0,tertiary
the King/The King,61,10,8,18,the King,male,1.0,tertiary
The wolf/the wolf,103,3,12,15,The wolf,male,1.0,tertiary
a poor widow woman--her son,22,1,13,14,a poor widow woman's son,male,1.0,tertiary
But Redhead/Redhead,10,8,4,12,But Redhead,male,1.0,tertiary
the fellows,73,1,9,10,the fellows,group/nonbinary,1.0,tertiary
a poor widow woman,20,1,8,9,a poor widow woman,female,1.0,tertiary
one fellow,134,1,8,9,one fellow,male,1.0,tertiary
the guards,50,1,6,7,the guards,group/nonbinary,1.0,tertiary
the young giant,66,1,6,7,the young giant,male,1.0,tertiary
King of Dublin,176,3,4,7,King of Dublin,male,1.0,tertiary
the other,72,2,4,6,the other,male,1.0,tertiary
the fellow,52,3,3,6,the fellow,male,1.0,tertiary
The next giant,32,1,4,5,The next giant,male,1.0,tertiary
the bad man,74,1,4,5,the bad man,male,1.0,tertiary
the Danes,199,2,3,5,the Danes,group/nonbinary,1.0,tertiary
the King of Dublin 's daughter,42,1,4,5,the King of Dublin 's daughter,male,1.0,tertiary
the giant,25,1,4,5,the giant,male,1.0,tertiary
Bresna,7,1,3,4,Bresna,unknown,0.0,tertiary
a young imp,131,1,3,4,a young imp,unknown,0.0,tertiary
the big fellow,24,1,3,4,the big fellow,male,1.0,tertiary
the stranger,76,1,2,3,the stranger,male,1.0,tertiary
the officers and people of the court that were padrowling about the great bawn,100,1,2,3,the officers and people of the court that were padrowling about the great bawn,group/nonbinary,1.0,tertiary
the rest,109,3,0,3,the rest,unknown,0.0,tertiary
the beautiful princess,169,1,2,3,the beautiful princess,female,1.0,tertiary
the little boys,36,2,1,3,the little boys,male,1.0,tertiary
Tom--his mother,44,2,1,3,Tom's mother,female,1.0,tertiary
ma'am,203,1,2,3,ma'am,unknown,0.0,tertiary
Some of the little boys,35,1,2,3,Some of the little boys,male,1.0,tertiary
the poor fellow,146,1,1,2,the poor fellow,male,1.0,tertiary
the early risers,155,1,1,2,the early risers,group/nonbinary,1.0,tertiary
a giant with two heads on him--a giant with two heads on him,27,1,1,2,a giant with two heads on him's giant with two heads on him,male,1.0,tertiary
princess,97,2,0,2,princess,female,1.0,tertiary
Queen,96,2,0,2,Queen,female,1.0,tertiary
Everyone/everyone,121,2,0,2,Everyone,unknown,0.0,tertiary
the Danes,15,2,0,2,the Danes,unknown,0.0,tertiary
the royal family,87,2,0,2,the royal family,unknown,0.0,tertiary
the King/The King--your daughter,177,2,0,2,the King's daughter,unknown,0.0,tertiary
others,56,1,1,2,others,group/nonbinary,1.0,tertiary
A good deal of the people,110,1,1,2,A good deal of the people,group/nonbinary,1.0,tertiary
the King of Dublin 's daughter--her father,43,2,0,2,the King of Dublin 's daughter's father,male,1.0,tertiary
the Ould Boy,129,1,1,2,the Ould Boy,male,1.0,tertiary
