sentence_id,text,start,end
0,"There was a man in it long ago, and long ago it was, and if he was in it then he would not be in it now. ",0,105
1,"He was married, and his wife was lost (i.e., died), and he had only one son by the first wife. ",105,200
2,Then he married the second wife. ,200,233
3,"This second wife had not much regard for the son, and he was obliged to go out on the mountain, far from the house, to take care of the cattle. ",233,377
4,"There was a bracket (speckled) bull amongst the cows out on the mountain, and of a day that there was great hunger on the lad, the bracket bull heard him complaining and wringing his two hands. ",377,571
5,"He moved over to him and said to him, ""You are hungry, but take the horn off me and lay it on the ground. ",571,677
6,"Put your hand into the place where the horn was and you will find food."" ",677,750
7,"When he heard that he went over to the bull, took hold of the horn, twisted it, and it came away with him in his hand. ",750,869
8,"He laid it on the ground, put in his hand, and drew out food and drink and a table-cloth. ",869,959
9,"He spread the table-cloth on the ground, set the food and drink on it, and then he ate and drank his enough. ",959,1068
10,"When he had his enough eaten and drunk, he put the table-cloth back again, and left the horn back in the place where it was before. ",1068,1200
11,"When he came home that evening he did not eat a bit of his supper, and his stepmother said to herself that he (must have) got something to eat out on the mountain since he was not eating any of his supper. ",1200,1406
12,"When he went out with his cattle the next day his stepmother sent her own daughter out after him, and told her to be watching him till she should see where he was getting the food. ",1406,1587
13,"The daughter went and put herself in hiding, and she was watching him until the heat of the day came. ",1587,1689
14,"But when the middle of the day was come she heard every music more excellent than another, and she was put to sleep by that truly melodious music. ",1689,1836
15,"The bull came then, and the lad twisted the horn off him and drew out the table-cloth, the food, and the drink, and ate and drunk his enough. ",1836,1978
16,He put back the horn again then. ,1978,2011
17,"The music was stopped and the daughter woke up, and was watching him until the evening came, and he drove the cows home then. ",2011,2137
18,"The mother asked her did she see anything in the field, and she said that she did not. ",2137,2224
19,"The lad did not eat two bites of his supper, and there was wonder on the stepmother. ",2224,2309
20,"The next day when he drove out the cows the stepmother told the second daughter to follow him, and to be watching him till she would see where he was getting things to eat. ",2309,2482
21,"The daughter followed him and put herself in hiding, but when the heat of the day came the music began and she fell asleep. ",2482,2606
22,"The lad took the horn off the bull, drew out the table-cloth, the food, and drink, ate and drank his enough, and put back the horn again. ",2606,2744
23,"The girl woke then, and was watching him until the evening. ",2744,2804
24,"When the evening came he drove the cows home, and he was not able to eat his supper any more than the two evenings before. ",2804,2927
25,"The stepmother asked the daughter did she see anything, and she said she did not. ",2927,3009
26,There was wonder on the stepmother. ,3009,3045
