clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the lad/The lad,17,33,146,179,the lad,male,1.0,primary
The bracket bull/the bracket bull,18,13,77,90,The bracket bull,male,1.0,secondary
the giant/The giant,123,10,34,44,the giant,male,1.0,tertiary
the dragon,198,6,38,44,the dragon,male,1.0,tertiary
the boy,48,11,24,35,the boy,male,1.0,tertiary
the gentleman/The gentleman,110,8,23,31,the gentleman,male,1.0,tertiary
the daughter/The daughter,24,5,16,21,the daughter,female,1.0,tertiary
the stepmother/The stepmother,32,8,13,21,the stepmother,female,1.0,tertiary
The second giant/the second giant,144,2,17,19,The second giant,male,1.0,tertiary
The mother/the mother,29,2,15,17,The mother,female,1.0,tertiary
the soldiers,280,1,13,14,the soldiers,group/nonbinary,1.0,tertiary
The third giant/the third giant,157,2,12,14,The third giant,male,1.0,tertiary
sons of,268,1,12,13,sons of,group/nonbinary,1.0,tertiary
the people/The people,140,6,6,12,the people,group/nonbinary,1.0,tertiary
The King 's daughter/the King 's daughter,197,4,7,11,The King 's daughter,male,1.0,tertiary
The other bull/the other bull,91,6,2,8,The other bull,male,1.0,tertiary
a man,5,2,6,8,a man,male,1.0,tertiary
A giant,119,1,6,7,A giant,male,1.0,tertiary
The woman,77,1,6,7,The woman,female,1.0,tertiary
the head,132,2,4,6,the head,unknown,0.0,tertiary
The mother/the mother--Her husband/her husband,55,2,3,5,The mother's husband,male,1.0,tertiary
Every person/every person,212,2,3,5,Every person,male,0.6666666666666666,tertiary
the butchers/The butchers,73,2,3,5,the butchers,group/nonbinary,1.0,tertiary
the men of the world,299,3,1,4,the men of the world,male,1.0,tertiary
the lad/The lad--his master,116,4,0,4,the lad's master,unknown,0.0,tertiary
The giants/the giants,115,2,2,4,The giants,group/nonbinary,1.0,tertiary
the champion,226,2,2,4,the champion,male,1.0,tertiary
the other people,206,3,1,4,the other people,group/nonbinary,1.0,tertiary
the King/The King,196,4,0,4,the King,male,1.0,tertiary
The two butchers/the two butchers,65,3,1,4,The two butchers,group/nonbinary,1.0,tertiary
The bracket bull/the bracket bull--his stepmother,20,2,2,4,The bracket bull's stepmother,female,1.0,tertiary
the first one that would come in,66,1,2,3,the first one that would come in,female,1.0,tertiary
This daughter,47,1,2,3,This daughter,female,1.0,tertiary
The bracket bull's stepmother--her own daughter,23,1,2,3,The bracket bull's stepmother's own daughter,female,1.0,tertiary
a young lady,193,1,2,3,a young lady,female,1.0,tertiary
Arrah,1,1,2,3,Arrah,unknown,0.0,tertiary
another one,154,1,1,2,another one,male,1.0,tertiary
soldiers,276,1,1,2,soldiers,group/nonbinary,1.0,tertiary
