clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the seal catcher/The seal catcher,21,14,108,122,the seal catcher,male,1.0,primary
the seal catcher/The seal catcher--his companion,62,2,29,31,the seal catcher's companion,male,1.0,tertiary
the inhabitants of the cavern--their comrade,73,2,24,26,the inhabitants of the cavern's comrade,male,1.0,tertiary
the seal catcher's companion--his guide,68,5,8,13,the seal catcher's companion's guide,male,1.0,tertiary
The stranger/the stranger,29,6,7,13,The stranger,male,1.0,tertiary
the inhabitants of the cavern,71,1,10,11,the inhabitants of the cavern,group/nonbinary,1.0,tertiary
the Seals,5,1,9,10,the Seals,group/nonbinary,1.0,tertiary
the country people,14,1,6,7,the country people,group/nonbinary,1.0,tertiary
"a horseman , who was so tall and so strange - looking and who rode on such a gigantic horse",27,1,5,6,"a horseman , who was so tall and so strange - looking and who rode on such a gigantic horse",male,1.0,tertiary
"a man who lived not very far from John of Groat 's house , which , as everyone knows , is in the very north of Scotland",6,1,4,5,"a man who lived not very far from John of Groat 's house , which , as everyone knows , is in the very north of Scotland",male,1.0,tertiary
the rider,35,1,3,4,the rider,male,1.0,tertiary
the mysterious horseman,38,1,2,3,the mysterious horseman,male,1.0,tertiary
occupants,58,1,1,2,occupants,group/nonbinary,1.0,tertiary
the unfortunate seal catcher,70,1,1,2,the unfortunate seal catcher,unknown,0.0,tertiary
the seal catcher's companion's guide--my father,117,1,1,2,the seal catcher's companion's guide's father,male,1.0,tertiary
children,123,1,1,2,children,group/nonbinary,1.0,tertiary
men/Men,60,2,0,2,men,male,1.0,tertiary
one another,66,2,0,2,one another,unknown,0.0,tertiary
seals,59,1,0,1,seals,unknown,0.0,tertiary
"the seal catcher/The seal catcher--his companion , who was still close at his side",52,1,0,1,"the seal catcher's companion , who was still close at his side",unknown,0.0,tertiary
the astonished seal catcher,112,1,0,1,the astonished seal catcher,unknown,0.0,tertiary
an honest man,126,1,0,1,an honest man,male,1.0,tertiary
"a tall , well - dressed gentleman in riding clothes",105,1,0,1,"a tall , well - dressed gentleman in riding clothes",male,1.0,tertiary
a plain seal catcher,104,1,0,1,a plain seal catcher,unknown,0.0,tertiary
the strange company,95,1,0,1,the strange company,unknown,0.0,tertiary
the most noted seal catcher in the North,94,1,0,1,the most noted seal catcher in the North,unknown,0.0,tertiary
witnesses,92,1,0,1,witnesses,unknown,0.0,tertiary
the seal catcher/The seal catcher--his family,91,1,0,1,the seal catcher's family,unknown,0.0,tertiary
everyone,7,1,0,1,everyone,unknown,0.0,tertiary
the seal catcher/The seal catcher--your wife,122,1,0,1,the seal catcher's wife,female,1.0,tertiary
each other,84,1,0,1,each other,unknown,0.0,tertiary
Roane,4,1,0,1,Roane,unknown,0.0,tertiary
The old seal,82,1,0,1,The old seal,unknown,0.0,tertiary
the wounded Merman,81,1,0,1,the wounded Merman,unknown,0.0,tertiary
"a Merman who has speech , and understanding",120,1,0,1,"a Merman who has speech , and understanding",unknown,0.0,tertiary
the common seals who live in the sea,118,1,0,1,the common seals who live in the sea,unknown,0.0,tertiary
Mermen,15,1,0,1,Mermen,unknown,0.0,tertiary
Merwomen,16,1,0,1,Merwomen,unknown,0.0,tertiary
the creature,22,1,0,1,the creature,unknown,0.0,tertiary
a seal catcher,30,1,0,1,a seal catcher,unknown,0.0,tertiary
the horseman,32,1,0,1,the horseman,unknown,0.0,tertiary
John of Groat,3,1,0,1,John of Groat,unknown,0.0,tertiary
this crafty stranger,116,1,0,1,this crafty stranger,unknown,0.0,tertiary
a man,63,1,0,1,a man,male,1.0,tertiary
an innocent man,50,1,0,1,an innocent man,male,1.0,tertiary
a rich man,115,1,0,1,a rich man,male,1.0,tertiary
