sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label,major_event
1,4,travel,77,83,230,236,7,60.0,63.0,213.0,216.0,,84.0,97.0,237.0,250.0,,,,,verb.motion,1,True
2,3,did,48,51,300,303,"5,8",35.0,39.0,287.0,291.0,,,,,,,,,,verb.creation,1,True
3,4,attended,98,106,449,457,5,37.0,41.0,388.0,392.0,5,107.0,122.0,458.0,473.0,,,,,verb.social,1,True
4,1,passed,114,120,667,673,11,22.0,39.0,575.0,592.0,5,121.0,124.0,674.0,677.0,,,,,verb.motion,1,True
6,3,know,34,38,748,752,5,26.0,28.0,740.0,742.0,11,39.0,42.0,753.0,756.0,,,,,verb.cognition,1,True
7,1,walking,12,19,769,776,5,5.0,7.0,762.0,764.0,,,,,,,,,,verb.motion,1,True
8,2,said,29,33,817,821,11,1.0,26.0,789.0,814.0,5,34.0,38.0,822.0,826.0,,,,,verb.communication,1,True
9,1,answered,32,40,860,868,13,4.0,29.0,832.0,857.0,13,41.0,48.0,869.0,876.0,,,,,verb.communication,1,True
11,0,wish,8,12,935,939,5,1.0,2.0,928.0,929.0,5,13.0,35.0,940.0,962.0,,,,,verb.cognition,1,True
12,0,sighed,0,6,965,971,,,,,,5,7.0,11.0,972.0,976.0,,,,,verb.communication,1,True
13,2,said,44,48,1022,1026,,,,,,13,49.0,56.0,1027.0,1034.0,,,,,verb.communication,1,True
14,1,had,29,32,1122,1125,5,21.0,28.0,1114.0,1121.0,5,33.0,94.0,1126.0,1187.0,,,,,verb.possession,1,True
15,2,see,54,57,1242,1245,5,45.0,47.0,1233.0,1235.0,,58.0,82.0,1246.0,1270.0,,,,,verb.perception,1,True
17,6,spied,98,103,1400,1405,5,95.0,97.0,1397.0,1399.0,,104.0,111.0,1406.0,1413.0,112.0,121.0,1414.0,1423.0,verb.perception,1,True
18,3,freeze,54,60,1479,1485,5,32.0,44.0,1457.0,1469.0,,,,,,,,,,verb.change,1,True
19,3,freezing,70,78,1557,1565,5,59.0,66.0,1546.0,1553.0,,,,,,,,,,verb.change,1,True
20,0,said,0,4,1568,1572,,,,,,5,5.0,7.0,1573.0,1575.0,,,,,verb.communication,1,True
21,3,said,53,57,1630,1634,5,1.0,50.0,1578.0,1627.0,13,58.0,65.0,1635.0,1642.0,,,,,verb.communication,1,True
24,1,stopped,43,50,1773,1780,13,35.0,42.0,1765.0,1772.0,,,,,,,,,,verb.motion,1,True
25,3,promise,56,63,1856,1863,5,47.0,50.0,1847.0,1850.0,"13,5",64.0,66.0,1864.0,1866.0,,,,,verb.communication,1,True
26,0,promised,5,13,1957,1965,5,0.0,4.0,1952.0,1956.0,,,,,,,,,,verb.communication,1,True
27,1,crossed,39,46,2045,2052,5,34.0,38.0,2040.0,2044.0,,47.0,55.0,2053.0,2061.0,56.0,67.0,2062.0,2073.0,verb.motion,1,True
28,0,went,6,10,2081,2085,5,3.0,5.0,2078.0,2080.0,,,,,,,,,,verb.motion,1,True
29,2,promised,26,34,2251,2259,5,14.0,18.0,2239.0,2243.0,,,,,,,,,,verb.communication,1,True
31,3,driven,76,82,2512,2518,5,51.0,58.0,2487.0,2494.0,,,,,,,,,,verb.motion,1,True
32,1,twisted,43,50,2563,2570,5,27.0,38.0,2547.0,2558.0,,,,,,,,,,verb.motion,1,True
