clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Andrew/Lucky Andrew,4,22,91,113,Andrew,male,1.0,primary
the bride,76,3,24,27,the bride,female,1.0,tertiary
John Nicholas,3,7,18,25,John Nicholas,male,1.0,tertiary
the bride--her mother,88,3,10,13,the bride's mother,female,1.0,tertiary
The goblins/the goblins,93,4,7,11,The goblins,group/nonbinary,1.0,tertiary
trolls,105,1,9,10,trolls,group/nonbinary,1.0,tertiary
Andrew/Lucky Andrew--his brother,23,5,3,8,Andrew's brother,male,1.0,tertiary
The fiddler,78,1,5,6,The fiddler,male,1.0,tertiary
the eavesdropper,116,1,5,6,the eavesdropper,male,1.0,tertiary
people,69,1,4,5,people,group/nonbinary,1.0,tertiary
the girl who stood at the helm,55,1,4,5,the girl who stood at the helm,female,1.0,tertiary
the meer - folk,42,3,2,5,the meer - folk,group/nonbinary,1.0,tertiary
all the troll - folk,80,1,2,3,all the troll - folk,group/nonbinary,1.0,tertiary
many children,132,1,2,3,many children,group/nonbinary,1.0,tertiary
The oldest,9,1,2,3,The oldest,male,1.0,tertiary
the folk of the Northland,13,1,1,2,the folk of the Northland,group/nonbinary,1.0,tertiary
The Seven Sisters,134,1,1,2,The Seven Sisters,female,1.0,tertiary
the bridegroom,77,1,1,2,the bridegroom,male,1.0,tertiary
the crew,46,1,1,2,the crew,group/nonbinary,1.0,tertiary
Jesu,6,1,1,2,Jesu,unknown,0.0,tertiary
very good friends,99,1,0,1,very good friends,unknown,0.0,tertiary
no human foot,125,1,0,1,no human foot,unknown,0.0,tertiary
The goblins/the goblins--one of them,114,1,0,1,The goblins's of them,unknown,0.0,tertiary
a small child,87,1,0,1,a small child,unknown,0.0,tertiary
the child,90,1,0,1,the child,unknown,0.0,tertiary
goblins,106,1,0,1,goblins,unknown,0.0,tertiary
The only one who did not dance,75,1,0,1,The only one who did not dance,unknown,0.0,tertiary
"the latter , who suspected where all this wealth had come from",104,1,0,1,"the latter , who suspected where all this wealth had come from",unknown,0.0,tertiary
the bride--the dwarf who had been chosen for her husband,94,1,0,1,the bride's dwarf who had been chosen for her husband,male,1.0,tertiary
the bride--her husband,95,1,0,1,the bride's husband,male,1.0,tertiary
the bride's mother--her people,97,1,0,1,the bride's mother's people,unknown,0.0,tertiary
a rich peasant,7,1,0,1,a rich peasant,unknown,0.0,tertiary
the wealthiest merchant,71,1,0,1,the wealthiest merchant,unknown,0.0,tertiary
the fisherman,64,1,0,1,the fisherman,unknown,0.0,tertiary
"one of those fellows of whom one never can quite make head or tail . He was a most unpleasant customer to deal with , and he was more grasping and greedy than the folk of the Northland are",10,1,0,1,"one of those fellows of whom one never can quite make head or tail . He was a most unpleasant customer to deal with , and he was more grasping and greedy than the folk of the Northland are",unknown,0.0,tertiary
one never can quite make head or tail,11,1,0,1,one never can quite make head or tail,unknown,0.0,tertiary
a most unpleasant customer to deal with,12,1,0,1,a most unpleasant customer to deal with,unknown,0.0,tertiary
a single eaglet,15,1,0,1,a single eaglet,unknown,0.0,tertiary
their father,18,1,0,1,their father,male,1.0,tertiary
most fishermen,20,1,0,1,most fishermen,unknown,0.0,tertiary
neither brother,25,1,0,1,neither brother,male,1.0,tertiary
a fool,135,1,0,1,a fool,unknown,0.0,tertiary
no brother to be seen,30,1,0,1,no brother to be seen,male,1.0,tertiary
God,5,1,0,1,God,unknown,0.0,tertiary
the meer - trolls,47,1,0,1,the meer - trolls,unknown,0.0,tertiary
any Northlander,52,1,0,1,any Northlander,unknown,0.0,tertiary
little people dressed in blue,54,1,0,1,little people dressed in blue,unknown,0.0,tertiary
a bride,56,1,0,1,a bride,unknown,0.0,tertiary
a queen,57,1,0,1,a queen,female,1.0,tertiary
two sons,8,1,0,1,two sons,unknown,0.0,tertiary
Andrew/Lucky Andrew--any girl he ever had seen,61,1,0,1,Andrew's girl he ever had seen,female,1.0,tertiary
a human being,59,1,0,1,a human being,unknown,0.0,tertiary
