clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
So poor Assipattle/poor Assipattle/Assipattle,11,29,123,152,So poor Assipattle,male,1.0,primary
the King,88,21,50,71,the King,male,1.0,secondary
The old King/the old King,241,4,29,33,The old King,male,1.0,tertiary
The Princess/the Princess,60,13,14,27,The Princess,female,1.0,tertiary
the Wizard,115,1,21,22,the Wizard,male,1.0,tertiary
the lad/The lad,250,4,15,19,the lad,male,1.0,tertiary
"the King of these parts--the Princess Gemdelovely , whom he loved dearly , and to whom he denied nothing/Princess Gemdelovely/Gemdelovely/the Princess Gemdelovely",12,7,12,19,"the King of these parts's Princess Gemdelovely , whom he loved dearly , and to whom he denied nothing",female,0.6571428571428571,tertiary
the Queen,95,6,12,18,the Queen,female,1.0,tertiary
the boy Assipattle,133,1,15,16,the boy Assipattle,male,1.0,tertiary
the Mester Stoorworm/the Stoorworm,13,12,4,16,the Mester Stoorworm,male,1.0,tertiary
So poor Assipattle/poor Assipattle/Assipattle--his brothers,32,5,11,16,So poor Assipattle's brothers,male,1.0,tertiary
"the King of these parts's Princess Gemdelovely , whom he loved dearly , and to whom he denied nothing--her father/Her father",52,4,12,16,"the King of these parts's Princess Gemdelovely , whom he loved dearly , and to whom he denied nothing's father",male,0.6285714285714286,tertiary
any Champion--his wife,197,5,11,16,any Champion's wife,female,1.0,tertiary
the boy/The boy,36,2,13,15,the boy,male,1.0,tertiary
the farmer/The farmer,56,6,8,14,the farmer,male,1.0,tertiary
the Sorcerer,113,3,9,12,the Sorcerer,male,1.0,tertiary
the farmer 's wife,261,1,10,11,the farmer 's wife,female,1.0,tertiary
the Queen--her husband,105,2,9,11,the Queen's husband,male,1.0,tertiary
The woman,441,1,9,10,The woman,female,1.0,tertiary
the boy/The boy--his mother,44,4,5,9,the boy's mother,female,1.0,tertiary
everyone,76,8,1,9,everyone,unknown,0.0,tertiary
the sober Counsellors,106,1,7,8,the sober Counsellors,group/nonbinary,1.0,tertiary
The cruel Queen/the cruel Queen,161,2,6,8,The cruel Queen,female,1.0,tertiary
So poor Assipattle/poor Assipattle/Assipattle--his sister,46,2,6,8,So poor Assipattle's sister,female,1.0,tertiary
twelve,222,1,6,7,twelve,group/nonbinary,1.0,tertiary
Swift/Go - Swift,19,7,0,7,Swift,unknown,0.0,tertiary
the Elders,159,2,5,7,the Elders,group/nonbinary,1.0,tertiary
the fugitives,376,1,6,7,the fugitives,group/nonbinary,1.0,tertiary
the young Gallants--twelve of them,219,2,4,6,the young Gallants's of them,group/nonbinary,1.0,tertiary
the men,128,2,4,6,the men,male,1.0,tertiary
"the King--His trusty Kemperman , who had stood by him in a hundred fights/Kemperman",18,3,3,6,"the King's trusty Kemperman , who had stood by him in a hundred fights",male,1.0,tertiary
"the King of these parts's Princess Gemdelovely , whom he loved dearly , and to whom he denied nothing's father--his daughter",58,4,2,6,"the King of these parts's Princess Gemdelovely , whom he loved dearly , and to whom he denied nothing's father's daughter",female,0.625,tertiary
the wicked Sorcerer,163,3,2,5,the wicked Sorcerer,male,1.0,tertiary
So poor Assipattle/poor Assipattle/Assipattle--his father,149,4,1,5,So poor Assipattle's father,male,1.0,tertiary
the brave lad,326,1,4,5,the brave lad,male,1.0,tertiary
the young lad,382,1,4,5,the young lad,male,1.0,tertiary
the young Gallants,211,1,4,5,the young Gallants,group/nonbinary,1.0,tertiary
the man,303,1,4,5,the man,male,1.0,tertiary
the Monster,118,3,2,5,the Monster,male,1.0,tertiary
the great bearded men,179,1,4,5,the great bearded men,male,1.0,tertiary
Goodman/The Goodman,20,2,2,4,Goodman,unknown,0.0,tertiary
the Council,121,4,0,4,the Council,unknown,0.0,tertiary
the King--all his Counsellors,89,1,3,4,the King's his Counsellors,group/nonbinary,1.0,tertiary
the whole company,358,1,3,4,the whole company,group/nonbinary,1.0,tertiary
any Champion,195,1,3,4,any Champion,male,1.0,tertiary
the Stoorworm/the Giant Stoorworm,15,3,0,3,the Stoorworm,unknown,0.0,tertiary
everybody,154,3,0,3,everybody,unknown,0.0,tertiary
a boy,131,1,2,3,a boy,male,1.0,tertiary
the other lads,152,1,2,3,the other lads,group/nonbinary,1.0,tertiary
the boatman/The boatman,304,2,1,3,the boatman,male,1.0,tertiary
the women,129,1,2,3,the women,female,1.0,tertiary
the youngest of these seven sons,28,1,2,3,the youngest of these seven sons,male,1.0,tertiary
the Goodman,274,1,2,3,the Goodman,male,1.0,tertiary
the Queen--her step - daughter,101,3,0,3,the Queen's step - daughter,unknown,0.0,tertiary
the aged Lawman,183,1,2,3,the aged Lawman,male,1.0,tertiary
The old King/the old King--my only bairn,428,1,2,3,The old King's only bairn,female,1.0,tertiary
the King of these parts,48,1,2,3,the King of these parts,male,1.0,tertiary
Assipattle 's sister,51,2,1,3,Assipattle 's sister,female,1.0,tertiary
no man,169,2,0,2,no man,male,1.0,tertiary
Odin,16,2,0,2,Odin,unknown,0.0,tertiary
the great god Odin,240,2,0,2,the great god Odin,unknown,0.0,tertiary
the King--his guests,227,1,1,2,the King's guests,group/nonbinary,1.0,tertiary
The old King/the old King--my cherished daughter,434,1,1,2,The old King's cherished daughter,female,1.0,tertiary
only cowards who set on bairns littler and younger than themselves--only cowards who set on bairns littler and younger than themselves,153,1,1,2,only cowards who set on bairns littler and younger than themselves's cowards who set on bairns littler and younger than themselves,unknown,0.0,tertiary
mother,252,1,1,2,mother,female,1.0,tertiary
the Goodman of the house,257,1,1,2,the Goodman of the house,unknown,0.0,tertiary
other fathers,173,1,1,2,other fathers,male,1.0,tertiary
an old woman,297,1,1,2,an old woman,female,1.0,tertiary
both of us--both of us,418,1,1,2,both of us's of us,unknown,0.0,tertiary
The good mare,269,1,1,2,The good mare,female,1.0,tertiary
the boy Assipattle--his other brothers,138,1,1,2,the boy Assipattle's other brothers,male,1.0,tertiary
one maiden,181,1,1,2,one maiden,female,1.0,tertiary
the old dame,449,1,1,2,the old dame,female,1.0,tertiary
The old King/the old King--his Nobles,315,2,0,2,The old King's Nobles,unknown,0.0,tertiary
the Princess Gemdelovely,102,2,0,2,the Princess Gemdelovely,female,1.0,tertiary
some fishermen,73,1,1,2,some fishermen,group/nonbinary,1.0,tertiary
the terrible Monster,325,1,1,2,the terrible Monster,unknown,0.0,tertiary
the girl,63,2,0,2,the girl,female,1.0,tertiary
any other man,116,2,0,2,any other man,male,1.0,tertiary
the Mester Stoorworm,92,2,0,2,the Mester Stoorworm,unknown,0.0,tertiary
that Monster,407,1,1,2,that Monster,male,1.0,tertiary
men,29,2,0,2,men,male,1.0,tertiary
So poor Assipattle/poor Assipattle/Assipattle--his enemies,381,1,0,1,So poor Assipattle's enemies,unknown,0.0,tertiary
the Monarch,374,1,0,1,the Monarch,unknown,0.0,tertiary
women,444,1,0,1,women,female,1.0,tertiary
Goodwife,443,1,0,1,Goodwife,unknown,0.0,tertiary
all the country - folk,340,1,0,1,all the country - folk,unknown,0.0,tertiary
"a great , cruel , awful Mester Stoorworm",342,1,0,1,"a great , cruel , awful Mester Stoorworm",unknown,0.0,tertiary
"the King , who had also set off in pursuit , but whose steeds were less fleet of foot than Go - Swift",385,1,0,1,"the King , who had also set off in pursuit , but whose steeds were less fleet of foot than Go - Swift",male,1.0,tertiary
the King--his son,352,1,0,1,the King's son,unknown,0.0,tertiary
the Princess 's maid,364,1,0,1,the Princess 's maid,female,1.0,tertiary
the maiden,369,1,0,1,the maiden,female,1.0,tertiary
"the Courtiers of the King , who had also set off in pursuit , but whose steeds were less fleet of foot than Go - Swift",384,1,0,1,"the Courtiers of the King , who had also set off in pursuit , but whose steeds were less fleet of foot than Go - Swift",male,1.0,tertiary
no fighter,379,1,0,1,no fighter,unknown,0.0,tertiary
a Monster,429,1,0,1,a Monster,unknown,0.0,tertiary
The old King/the old King--your Majesty,458,1,0,1,The old King's Majesty,unknown,0.0,tertiary
the whole family,245,1,0,1,the whole family,unknown,0.0,tertiary
other folk,445,1,0,1,other folk,unknown,0.0,tertiary
