sentence_id,text,start,end
0,"Long, long ago there lived in Kyoto a brave soldier named Kintoki. ",0,67
1,Now he fell in love with a beautiful lady and married her. ,67,126
2,"Not long after this, through the malice of some of his friends, he fell into disgrace at Court and was dismissed. ",126,240
3,This misfortune so preyed upon his mind that he did not long survive his dismissal. ,240,324
4,"He died, leaving behind him his beautiful young wife to face the world alone. ",324,402
5,"Fearing her husband's enemies, she fled to the Ashigara Mountains as soon as her husband was dead. ",402,501
6,"There in the lonely forests where no one ever came except woodcutters, a little boy was born to her. ",501,602
7,She called him Kintaro or the Golden Boy. ,602,644
8,"Now the remarkable thing about this child was his great strength, and as he grew older he grew stronger and stronger. ",644,762
9,By the time he was eight years of age he was able to cut down trees as quickly as the woodcutters. ,762,861
10,"Then his mother gave him a large ax, and he used to go out in the forest and help the woodcutters, who called him ""Wonder-child,"" and his mother the ""Old Nurse of the Mountains,"" for they did not know her high rank. ",861,1077
11,Another favorite pastime of Kintaro's was to smash up rocks and stones. ,1077,1149
12,You can imagine how strong he was! ,1149,1184
13,"Quite unlike other boys, Kintaro, grew up all alone in the mountain wilds. ",1184,1259
14,As he had no companions he made friends with all the animals and learned to understand them and to speak their strange talk. ,1259,1384
15,"By degrees they all grew quite tame and looked upon Kintaro as their master, and he used them as his servants and messengers. ",1384,1510
16,"But his special retainers were the bear, the deer, the monkey and the hare. ",1510,1586
17,The bear often brought her cubs for Kintaro to romp with. ,1586,1644
18,When she came to take them home Kintaro would get on her back and have a ride to her cave. ,1644,1735
19,"He was very fond of the deer too, and would often put his arms round the creature's neck to show that its long horns did not frighten him. ",1735,1874
20,Great was the fun they all had together. ,1874,1915
21,"One day, as usual, Kintaro went up into the mountains, followed by the bear, the deer, the monkey, and the hare. ",1915,2028
22,"After walking for some time up hill and down dale and over rough roads, they suddenly came out upon a wide and grassy plain covered with pretty wild flowers. ",2028,2186
23,"Here, indeed, was a nice place where they could all have a good romp together. ",2186,2265
24,"The deer rubbed his horns against a tree for pleasure, the monkey scratched his back, the hare smoothed his long ears, and the bear gave a grunt of satisfaction. ",2265,2427
25,"Kintaro said, ""Here is a place for a good game. ",2427,2475
26,"What do you all say to a wrestling match?"" ",2475,2518
27,"The bear being the biggest and the oldest, answered for the others: ""That will be great fun,"" said she. ",2518,2622
28,"""I am the strongest animal, so I will make the platform for the wrestlers."" ",2622,2698
29,She set to work with a will to dig up the earth and to pat it into shape. ,2698,2772
30,"""All right,"" said Kintaro, ""I will look on while you all wrestle with each other. ",2772,2854
31,"I shall give a prize to the one who wins in each round."" ",2854,2911
32,"""What fun! ",2911,2922
33,"we shall all try to get the prize,"" said the bear. ",2922,2973
34,"The deer, the monkey and the hare set to work to help the bear raise the platform on which they were all to wrestle. ",2973,3090
35,"When this was finished, Kintaro cried out: ""Now begin! ",3090,3145
36,the monkey and the hare shall open the sports and the deer shall be umpire. ,3145,3221
37,"Now, Mr. ",3221,3230
38,"Deer, you are to be umpire!"" ",3230,3259
39,"""He, he!"" ",3259,3269
40,answered the deer. ,3269,3288
41,"""I will be umpire. ",3288,3307
42,"Now, Mr. Monkey and Mr. Hare, if you are both ready, please walk out and take your places on the platform."" ",3307,3415
43,"Then the monkey and the hare both hopped out, quickly and nimbly, to the wrestling platform. ",3415,3508
44,"The deer, as umpire, stood between the two and called out: ""Red-back! ",3508,3578
45,"Red-back!"" ",3578,3589
46,"(this to the monkey, who has a red back in Japan). ",3589,3640
47,"""Are you ready?"" ",3640,3657
48,"Then he turned to the hare: ""Long-ears! ",3657,3697
49,Long-ears! ,3686,3697
50,"are you ready?"" ",3708,3724
51,Both the little wrestlers faced each other while the deer raised a leaf on high as signal. ,3724,3815
52,"When he dropped the leaf the monkey and the hare rushed upon each other, crying ""Yoisho, yoisho!"" ",3815,3913
53,"While the monkey and the hare wrestled, the deer called out encouragingly or shouted warnings to each of them as the hare or the monkey pushed each other near the edge of the platform and were in danger of falling over. ",3913,4133
54,"""Red-back! ",3567,3578
55,Red-back! ,3568,3578
56,"stand your ground!"" ",4154,4174
57,called out the deer. ,4174,4195
58,"""Long-ears! ",3685,3697
59,Long-ears! ,3686,3697
60,"be strong, be strong-don't let the monkey beat you!"" ",4218,4271
61,grunted the bear. ,4271,4289
62,"So the monkey and the hare, encouraged by their friends, tried their very hardest to beat each other. ",4289,4391
63,The hare at last gained on the monkey. ,4391,4430
64,"The monkey seemed to trip up, and the hare giving him a good push sent him flying off the platform with a bound. ",4430,4543
65,"The poor monkey sat up rubbing his back, and his face was very long as he screamed angrily. ",4543,4635
66,"""Oh, oh! ",4635,4644
67,"how my back hurts-my back hurts me!"" ",4644,4681
