sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"In a lonely forest, there once lived a man and his wife, who had a son. ",had,BEFORE,"The father went forth every day, according to the custom of the Indians, to hunt for food to supply his family. ",hunt,0,1,1,2
"The father went forth every day, according to the custom of the Indians, to hunt for food to supply his family. ",hunt,BEFORE,"The father went forth every day, according to the custom of the Indians, to hunt for food to supply his family. ",supply,1,1,2,3
"The father went forth every day, according to the custom of the Indians, to hunt for food to supply his family. ",supply,BEFORE,"One day, while he was absent, his wife, on going out of the lodge, looked toward the lake that was near, and she saw a very large man walking on the water, and coming fast toward the lodge. ",looked,1,2,3,2
"One day, while he was absent, his wife, on going out of the lodge, looked toward the lake that was near, and she saw a very large man walking on the water, and coming fast toward the lodge. ",looked,BEFORE,"One day, while he was absent, his wife, on going out of the lodge, looked toward the lake that was near, and she saw a very large man walking on the water, and coming fast toward the lodge. ",saw,2,2,2,4
"One day, while he was absent, his wife, on going out of the lodge, looked toward the lake that was near, and she saw a very large man walking on the water, and coming fast toward the lodge. ",saw,AFTER,"One day, while he was absent, his wife, on going out of the lodge, looked toward the lake that was near, and she saw a very large man walking on the water, and coming fast toward the lodge. ",walking,2,2,4,5
"One day, while he was absent, his wife, on going out of the lodge, looked toward the lake that was near, and she saw a very large man walking on the water, and coming fast toward the lodge. ",walking,BEFORE,"One day, while he was absent, his wife, on going out of the lodge, looked toward the lake that was near, and she saw a very large man walking on the water, and coming fast toward the lodge. ",coming,2,2,5,6
"One day, while he was absent, his wife, on going out of the lodge, looked toward the lake that was near, and she saw a very large man walking on the water, and coming fast toward the lodge. ",coming,BEFORE,"He was already so near that she could not, if she had wished to, escape by flight. ",wished,2,3,6,3
"He was already so near that she could not, if she had wished to, escape by flight. ",wished,BEFORE,"He was already so near that she could not, if she had wished to, escape by flight. ",escape,3,3,3,4
"He was already so near that she could not, if she had wished to, escape by flight. ",escape,BEFORE,"She thought to herself, ""What shall I say to the monster?"" ",thought,3,4,4,0
"She thought to herself, ""What shall I say to the monster?"" ",thought,BEFORE,"She thought to herself, ""What shall I say to the monster?"" ",say,4,4,0,2
"She thought to herself, ""What shall I say to the monster?"" ",say,AFTER,"As he advanced rapidly, she ran in, and taking the hand of her son, a boy of three or four years old, she led him out. ",advanced,4,5,2,0
"As he advanced rapidly, she ran in, and taking the hand of her son, a boy of three or four years old, she led him out. ",advanced,BEFORE,"As he advanced rapidly, she ran in, and taking the hand of her son, a boy of three or four years old, she led him out. ",taking,5,5,0,2
"As he advanced rapidly, she ran in, and taking the hand of her son, a boy of three or four years old, she led him out. ",taking,BEFORE,"As he advanced rapidly, she ran in, and taking the hand of her son, a boy of three or four years old, she led him out. ",led,5,5,2,3
"As he advanced rapidly, she ran in, and taking the hand of her son, a boy of three or four years old, she led him out. ",led,BEFORE,"Speaking very loud, ""See, my son,"" she said, ""your grandfather;""",said,5,6,3,2
"Speaking very loud, ""See, my son,"" she said, ""your grandfather;""",said,BEFORE,""" and then added, in a tone of appeal and supplication, ""he will have pity on us."" ",added,6,7,2,0
""" and then added, in a tone of appeal and supplication, ""he will have pity on us."" ",added,BEFORE,""" and then added, in a tone of appeal and supplication, ""he will have pity on us."" ",have,7,7,0,2
""" and then added, in a tone of appeal and supplication, ""he will have pity on us."" ",have,AFTER,"The giant approached and said, with a loud ha! ",approached,7,8,2,0
"The giant approached and said, with a loud ha! ",approached,BEFORE,"The giant approached and said, with a loud ha! ",said,8,8,0,1
"The giant approached and said, with a loud ha! ",said,BEFORE,""" and added, addressing the woman, ""Have you any thing to eat?"" ",added,8,11,1,0
""" and added, addressing the woman, ""Have you any thing to eat?"" ",added,BEFORE,""" and added, addressing the woman, ""Have you any thing to eat?"" ",addressing,11,11,0,1
""" and added, addressing the woman, ""Have you any thing to eat?"" ",addressing,AFTER,""" and added, addressing the woman, ""Have you any thing to eat?"" ",Have,11,11,1,2
""" and added, addressing the woman, ""Have you any thing to eat?"" ",Have,AFTER,""" and added, addressing the woman, ""Have you any thing to eat?"" ",eat,11,11,2,3
""" and added, addressing the woman, ""Have you any thing to eat?"" ",eat,BEFORE," the woman thought to please him by handing him these, which were savory and carefully prepared. ",thought,11,13,3,0
" the woman thought to please him by handing him these, which were savory and carefully prepared. ",thought,BEFORE," the woman thought to please him by handing him these, which were savory and carefully prepared. ",please,13,13,0,1
" the woman thought to please him by handing him these, which were savory and carefully prepared. ",please,BEFORE," the woman thought to please him by handing him these, which were savory and carefully prepared. ",handing,13,13,1,2
" the woman thought to please him by handing him these, which were savory and carefully prepared. ",handing,BEFORE,"But he pushed them away in disgust, saying, ""I smell fire;""",pushed,13,14,2,0
"But he pushed them away in disgust, saying, ""I smell fire;""",pushed,BEFORE,"But he pushed them away in disgust, saying, ""I smell fire;""",saying,14,14,0,1
"But he pushed them away in disgust, saying, ""I smell fire;""",saying,AFTER,"But he pushed them away in disgust, saying, ""I smell fire;""",smell,14,14,1,2
"But he pushed them away in disgust, saying, ""I smell fire;""",smell,BEFORE,""" and, not waiting to be invited, he seized upon the carcass of a deer which lay by the door, and dispatched it almost without stopping to take breath. ",waiting,14,15,2,0
""" and, not waiting to be invited, he seized upon the carcass of a deer which lay by the door, and dispatched it almost without stopping to take breath. ",waiting,BEFORE,""" and, not waiting to be invited, he seized upon the carcass of a deer which lay by the door, and dispatched it almost without stopping to take breath. ",dispatched,15,15,0,5
