sentence_id,event_id,event,supersense_category,coref_id_subj,coref_id_dobj
4,2,said,verb.communication,7.0,7.0
4,2,said,verb.communication,7.0,1.0
4,2,said,verb.communication,7.0,3.0
4,3,give,verb.possession,1.0,7.0
5,0,answered,verb.communication,8.0,38.0
6,1,said,verb.communication,7.0,2.0
6,1,said,verb.communication,7.0,7.0
6,2,give,verb.possession,2.0,7.0
7,1,give,verb.possession,7.0,8.0
8,0,want,verb.emotion,7.0,38.0
8,0,want,verb.emotion,7.0,8.0
8,0,want,verb.emotion,7.0,7.0
8,1,give,verb.possession,8.0,7.0
9,0,answered,verb.communication,38.0,38.0
10,2,brought,verb.contact,7.0,38.0
10,3,gave,verb.possession,38.0,7.0
11,0,brought,verb.motion,7.0,3.0
14,0,built,verb.creation,21.0,21.0
14,0,built,verb.creation,21.0,3.0
14,3,harnessed,verb.consumption,21.0,21.0
16,0,cried,verb.communication,40.0,7.0
17,1,answered,verb.communication,7.0,7.0
20,1,said,verb.communication,24.0,7.0
25,1,said,verb.communication,7.0,32.0
25,1,said,verb.communication,7.0,7.0
25,3,lay,verb.contact,7.0,7.0
27,4,lay,verb.contact,7.0,7.0
28,1,touched,verb.contact,7.0,7.0
29,5,laid,verb.contact,7.0,7.0
31,5,sat,verb.contact,7.0,7.0
31,6,lamented,verb.communication,7.0,7.0
