sentence_id,event_id,event,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,coref_id,arg_start_byte_sentence,arg_end_byte_sentence,arg_start_byte_text,arg_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,major_event,temporal_rank,argument,name,name_mentions,pronoun_mentions,total_mentions,gender,gender_certainty,importance
0,1,reflect,48,55,48,55,7,26.0,47.0,26.0,47.0,,,,,verb.perception,True,0,subject,people,1.0,1.0,2.0,group/nonbinary,1.0,tertiary
3,1,loved,62,67,371,376,10,52.0,61.0,361.0,370.0,,,,,verb.emotion,True,1,subject,everybody,1.0,0.0,1.0,unknown,0.0,tertiary
5,2,left,54,58,565,569,11,0.0,4.0,511.0,515.0,63.0,127.0,574.0,638.0,verb.possession,True,2,subject,All the young princes,1.0,4.0,5.0,male,1.0,tertiary
8,0,loved,10,15,791,796,16,0.0,9.0,781.0,790.0,20.0,79.0,801.0,860.0,verb.emotion,True,6,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
9,1,reached,15,22,877,884,16,0.0,3.0,862.0,865.0,,,,,verb.motion,True,5,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
11,3,send,63,67,1117,1121,16,47.0,50.0,1101.0,1104.0,,,,,verb.motion,True,7,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
12,6,send,105,109,1248,1252,16,91.0,92.0,1234.0,1235.0,,,,,verb.motion,True,8,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
13,1,receive,9,16,1288,1295,3,0.0,3.0,1279.0,1282.0,35.0,70.0,1314.0,1349.0,verb.possession,True,9,subject,Iris,1.0,33.0,34.0,female,1.0,secondary
14,4,tell,71,75,1422,1426,2,64.0,67.0,1415.0,1418.0,,,,,verb.communication,True,11,subject,Sylvia,17.0,77.0,94.0,female,1.0,primary
15,3,said,69,73,1523,1527,2,65.0,68.0,1519.0,1522.0,,,,,verb.communication,True,10,subject,Sylvia,17.0,77.0,94.0,female,1.0,primary
16,1,stepped,39,46,1576,1583,2,35.0,38.0,1572.0,1575.0,56.0,82.0,1593.0,1619.0,verb.motion,True,12,subject,Sylvia,17.0,77.0,94.0,female,1.0,primary
18,3,received,58,66,1797,1805,44,33.0,48.0,1772.0,1787.0,,,,,verb.possession,True,13,subject,child,2.0,7.0,9.0,unknown,0.0,tertiary
19,0,sent,5,9,1813,1817,1,1.0,4.0,1809.0,1812.0,,,,,verb.motion,True,15,subject,the Flower - Fairy,4.0,14.0,18.0,female,1.0,tertiary
20,0,tells,10,15,1925,1930,3,0.0,3.0,1915.0,1918.0,24.0,107.0,1939.0,2022.0,verb.communication,True,17,subject,Iris,1.0,33.0,34.0,female,1.0,secondary
21,3,deprived,86,94,2110,2118,2,21.0,69.0,2045.0,2093.0,,,,,verb.consumption,True,16,subject,Sylvia,17.0,77.0,94.0,female,1.0,primary
21,3,deprived,86,94,2110,2118,3,21.0,69.0,2045.0,2093.0,,,,,verb.consumption,True,16,subject,Iris,1.0,33.0,34.0,female,1.0,secondary
23,1,became,51,57,2339,2345,3,47.0,50.0,2335.0,2338.0,,,,,verb.change,True,19,subject,Iris,1.0,33.0,34.0,female,1.0,secondary
24,0,recovered,21,30,2382,2391,3,7.0,10.0,2368.0,2371.0,,,,,verb.body,True,20,subject,Iris,1.0,33.0,34.0,female,1.0,secondary
25,1,tell,20,24,2506,2510,3,0.0,3.0,2486.0,2489.0,,,,,verb.communication,True,21,subject,Iris,1.0,33.0,34.0,female,1.0,secondary
26,1,need,22,26,2613,2617,3,13.0,16.0,2604.0,2607.0,30.0,85.0,2621.0,2676.0,verb.consumption,True,22,subject,Iris,1.0,33.0,34.0,female,1.0,secondary
27,4,think,97,102,2857,2862,2,82.0,83.0,2842.0,2843.0,,,,,verb.cognition,True,23,subject,Sylvia,17.0,77.0,94.0,female,1.0,primary
28,4,begs,101,105,2986,2990,3,97.0,100.0,2982.0,2985.0,,,,,verb.communication,True,25,subject,Iris,1.0,33.0,34.0,female,1.0,secondary
29,1,told,10,14,3016,3020,16,1.0,4.0,3007.0,3010.0,,,,,verb.communication,True,24,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
30,1,help,9,13,3085,3089,16,0.0,1.0,3076.0,3077.0,,,,,verb.social,True,27,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
31,2,given,16,21,3111,3116,16,0.0,8.0,3095.0,3103.0,,,,,verb.possession,True,26,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
32,1,sent,86,90,3214,3218,16,82.0,85.0,3210.0,3213.0,102.0,107.0,3230.0,3235.0,verb.motion,True,28,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
33,0,told,4,8,3241,3245,16,0.0,3.0,3237.0,3240.0,,,,,verb.communication,True,29,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
34,0,whisked,28,35,3339,3346,5,0.0,27.0,3311.0,3338.0,,,,,verb.motion,True,30,subject,Accordingly,1.0,0.0,1.0,unknown,0.0,tertiary
35,6,sent,139,143,3540,3544,2,126.0,129.0,3527.0,3530.0,,,,,verb.motion,True,31,subject,Sylvia,17.0,77.0,94.0,female,1.0,primary
36,2,return,36,42,3606,3612,2,17.0,20.0,3587.0,3590.0,,,,,verb.motion,True,33,subject,Sylvia,17.0,77.0,94.0,female,1.0,primary
38,1,sent,37,41,3656,3660,16,33.0,36.0,3652.0,3655.0,48.0,57.0,3667.0,3676.0,verb.motion,True,32,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
41,2,remember,76,84,3800,3808,16,74.0,75.0,3798.0,3799.0,,,,,verb.cognition,True,35,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
43,1,speaks,21,27,3937,3943,2,17.0,20.0,3933.0,3936.0,,,,,verb.communication,True,36,subject,Sylvia,17.0,77.0,94.0,female,1.0,primary
44,4,amused,70,76,4057,4063,51,59.0,62.0,4046.0,4049.0,,,,,verb.emotion,True,38,subject,,,,,,,
45,0,loves,21,26,4122,4127,2,17.0,20.0,4118.0,4121.0,,,,,verb.emotion,True,39,subject,Sylvia,17.0,77.0,94.0,female,1.0,primary
46,1,talk,27,31,4209,4213,2,19.0,22.0,4201.0,4204.0,,,,,verb.communication,True,40,subject,Sylvia,17.0,77.0,94.0,female,1.0,primary
47,2,begin,49,54,4302,4307,2,33.0,36.0,4286.0,4289.0,88.0,106.0,4341.0,4359.0,verb.change,True,41,subject,Sylvia,17.0,77.0,94.0,female,1.0,primary
49,3,tell,37,41,4402,4406,16,0.0,27.0,4365.0,4392.0,,,,,verb.communication,True,43,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
50,0,smiled,10,16,4423,4429,16,0.0,9.0,4413.0,4422.0,,,,,verb.body,True,42,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
51,2,sent,48,52,4532,4536,16,44.0,47.0,4528.0,4531.0,,,,,verb.motion,True,44,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
52,1,feels,90,95,4706,4711,51,86.0,89.0,4702.0,4705.0,,,,,verb.cognition,True,45,subject,,,,,,,
53,1,hear,36,40,4789,4793,16,0.0,9.0,4753.0,4762.0,,,,,verb.perception,True,46,subject,the Fairy,13.0,30.0,43.0,female,1.0,secondary
56,3,ask,42,45,5127,5130,2,34.0,35.0,5119.0,5120.0,,,,,verb.communication,True,50,subject,Sylvia,17.0,77.0,94.0,female,1.0,primary
57,1,altered,10,17,5158,5165,2,6.0,9.0,5154.0,5157.0,29.0,33.0,5177.0,5181.0,verb.change,True,49,subject,Sylvia,17.0,77.0,94.0,female,1.0,primary
59,0,replied,22,29,5229,5236,45,0.0,21.0,5207.0,5228.0,,,,,verb.communication,True,52,subject,madam,3.0,1.0,4.0,unknown,0.0,tertiary
