sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label,major_event
2,2,married,14,21,226,233,,0.0,4.0,212.0,216.0,23,22.0,50.0,234.0,262.0,51.0,95.0,263.0,307.0,verb.social,1,True
3,3,born,85,89,437,441,24,19.0,45.0,371.0,397.0,,,,,,,,,,verb.change,1,True
4,1,longed,43,49,494,500,,33.0,42.0,484.0,493.0,25,50.0,199.0,501.0,650.0,,,,,verb.emotion,1,True
5,1,determined,74,84,726,736,"26,27",0.0,30.0,652.0,682.0,29,85.0,165.0,737.0,817.0,,,,,verb.cognition,1,True
6,3,answer,115,121,934,940,30,76.0,95.0,895.0,914.0,31,122.0,144.0,941.0,963.0,145.0,180.0,964.0,999.0,verb.communication,1,True
7,1,come,49,53,1050,1054,30,39.0,42.0,1040.0,1043.0,31,54.0,61.0,1055.0,1062.0,62.0,181.0,1063.0,1182.0,verb.motion,1,True
9,2,offering,119,127,1435,1443,"26,7,20",3.0,35.0,1319.0,1351.0,,128.0,135.0,1444.0,1451.0,,,,,verb.consumption,1,True
11,1,born,15,19,1590,1594,37,0.0,10.0,1575.0,1585.0,,,,,,,,,,verb.body,1,True
12,1,decided,50,57,1715,1722,,40.0,49.0,1705.0,1714.0,"38,40",58.0,104.0,1723.0,1769.0,106.0,159.0,1771.0,1824.0,verb.cognition,1,True
13,0,reared,10,16,1836,1842,,0.0,9.0,1826.0,1835.0,38,17.0,20.0,1843.0,1846.0,21.0,51.0,1847.0,1877.0,verb.creation,1,True
14,3,save,122,126,2044,2048,45,76.0,111.0,1998.0,2033.0,43,127.0,130.0,2049.0,2052.0,,,,,verb.social,1,True
15,2,stroking,81,89,2135,2143,,,,,,43,90.0,98.0,2144.0,2152.0,,,,,verb.contact,1,True
16,0,die,9,12,2234,2237,44,7.0,8.0,2232.0,2233.0,,,,,,,,,,verb.change,1,True
17,0,Do,0,2,2269,2271,,,,,,46,3.0,12.0,2272.0,2281.0,13.0,74.0,,,verb.social,1,True
18,1,marry,25,30,2370,2375,"46,252",8.0,19.0,2353.0,2364.0,,,,,,,,,,verb.social,1,True
20,0,Remember,0,8,2575,2583,,,,,,"46,261,260,259",9.0,126.0,2584.0,2701.0,,,,,verb.cognition,1,True
22,0,die,2,5,2724,2727,44,0.0,1.0,2722.0,2723.0,,,,,,,,,,verb.change,1,True
23,5,told,105,109,2885,2889,44,88.0,91.0,2868.0,2871.0,,,,,,,,,,verb.communication,1,True
24,8,understand,201,211,3092,3102,,,,,,"44,10",212.0,248.0,3103.0,3139.0,,,,,verb.cognition,1,True
25,0,married,60,67,3201,3208,7,44.0,59.0,3185.0,3200.0,,,,,,,,,,verb.social,1,True
28,3,saving,100,106,3471,3477,54,0.0,3.0,3371.0,3374.0,"54,263",107.0,117.0,3478.0,3488.0,,,,,verb.communication,1,True
