coref_id,character_name,character_token,sentence_id,start_byte_in_sentence,end_byte_in_sentence,overlap
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,Mrs. Tabitha Twitchit,0,46,67,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,I,22,1,2,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,my,22,11,13,1
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,I,23,1,2,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,She,24,0,3,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,her,24,10,13,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,Tabitha,74,10,17,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,my,26,27,29,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,you,27,11,14,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,me,29,26,28,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,her,70,28,31,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,Mrs. Tabitha Twitchit,31,5,26,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,I,32,1,2,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,I,33,1,2,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,Tabitha,21,40,47,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,you,33,13,16,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,me,36,38,40,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,Tabitha,38,10,17,0
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,my,69,4,6,1
1,Mrs. Tabitha Twitchit/Mrs. Tabitha/Tabitha/Tabitha Twitchit,Tabitha,42,38,45,0
