clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
a certain cottager,1,1,27,28,a certain cottager,male,1.0,primary
the man/The man,16,4,19,23,the man,male,1.0,primary
a certain cottager--his wife,3,4,2,6,a certain cottager's wife,female,1.0,tertiary
the rest of the guests,9,1,2,3,the rest of the guests,group/nonbinary,1.0,tertiary
The bride,7,1,0,1,The bride,unknown,0.0,tertiary
groom,8,1,0,1,groom,unknown,0.0,tertiary
the guests,10,1,0,1,the guests,unknown,0.0,tertiary
the chief cook,11,1,0,1,the chief cook,unknown,0.0,tertiary
the other folk,12,1,0,1,the other folk,unknown,0.0,tertiary
not a soul,24,1,0,1,not a soul,unknown,0.0,tertiary
no one there,25,1,0,1,no one there,unknown,0.0,tertiary
people,26,1,0,1,people,unknown,0.0,tertiary
the huldres,21,1,0,1,the huldres,unknown,0.0,tertiary
