sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
And one would have thought that she would have been the pride of her mother's heart. ,thought,AFTER,"But, instead of this, her mother used to sigh and shake her head whenever she looked at her. ",looked,2,3,2,3
"But, instead of this, her mother used to sigh and shake her head whenever she looked at her. ",looked,AFTER,"The girl loved to be out of doors, chasing butterflies and plucking wild flowers, far better than sitting at her spinning-wheel. ",loved,3,10,3,0
"The girl loved to be out of doors, chasing butterflies and plucking wild flowers, far better than sitting at her spinning-wheel. ",loved,BEFORE,"So when her mother saw one after another of Maisie's companions, who were not nearly so pretty as she was, getting rich husbands, she sighed and said: ""Woe's me, child, for methinks no brave wooer will ever pause at our door while they see thee so idle and thoughtless."" ",said,10,11,0,5
"So when her mother saw one after another of Maisie's companions, who were not nearly so pretty as she was, getting rich husbands, she sighed and said: ""Woe's me, child, for methinks no brave wooer will ever pause at our door while they see thee so idle and thoughtless."" ",said,BEFORE,But Maisie only laughed. ,laughed,11,12,5,0
But Maisie only laughed. ,laughed,BEFORE,"At last her mother grew really angry, and one bright Spring morning she laid down three heads of lint on the table, saying sharply, ""I will have no more of this dallying. ",saying,12,13,0,2
"At last her mother grew really angry, and one bright Spring morning she laid down three heads of lint on the table, saying sharply, ""I will have no more of this dallying. ",saying,BEFORE,People will say that it is my blame that no wooer comes to seek thee. ,comes,13,14,2,3
People will say that it is my blame that no wooer comes to seek thee. ,comes,AFTER,"I cannot have thee left on my hands to be laughed at, as the idle maid who would not marry. ",left,14,15,3,2
"I cannot have thee left on my hands to be laughed at, as the idle maid who would not marry. ",left,BEFORE,So now thou must work; ,work,15,16,2,1
So now thou must work; ,work,BEFORE," and if thou hast not these heads of lint spun into seven hanks of thread in three days, I will e'en speak to the Mother at St. Mary's Convent, and thou wilt go there and learn to be a nun."" ",learn,16,17,1,5
" and if thou hast not these heads of lint spun into seven hanks of thread in three days, I will e'en speak to the Mother at St. Mary's Convent, and thou wilt go there and learn to be a nun."" ",learn,AFTER,"Now, though Maisie was an idle girl, she had no wish to be shut up in a nunnery; ",had,17,18,5,1
"Now, though Maisie was an idle girl, she had no wish to be shut up in a nunnery; ",had,BEFORE," so she tried not to think of the sunshine outside, but sat down soberly with her distaff. ",tried,18,19,1,0
" so she tried not to think of the sunshine outside, but sat down soberly with her distaff. ",tried,BEFORE,she was so little accustomed to work that she made but slow progress; ,made,19,21,0,1
she was so little accustomed to work that she made but slow progress; ,made,BEFORE," and although she sat at the spinning-wheel all day, and never once went out of doors, she found at night that she had only spun half a hank of yarn. ",spun,21,22,1,4
" and although she sat at the spinning-wheel all day, and never once went out of doors, she found at night that she had only spun half a hank of yarn. ",spun,BEFORE,"The next day it was even worse, for her arms ached so much she could only work very slowly. ",work,22,23,4,3
"The next day it was even worse, for her arms ached so much she could only work very slowly. ",work,BEFORE,That night she cried herself to sleep; ,cried,23,24,3,0
That night she cried herself to sleep; ,cried,BEFORE," and next morning, seeing that it was quite hopeless to expect to get her task finished, she threw down her distaff in despair, and ran out of doors. ",expect,24,25,0,2
" and next morning, seeing that it was quite hopeless to expect to get her task finished, she threw down her distaff in despair, and ran out of doors. ",expect,AFTER,"Maisie loved this dell, the flowers grew so abundantly there. ",loved,25,27,2,0
"Maisie loved this dell, the flowers grew so abundantly there. ",loved,BEFORE,"This morning she ran down to the edge of the stream, and seated herself on a large stone. ",seated,27,28,0,1
"This morning she ran down to the edge of the stream, and seated herself on a large stone. ",seated,BEFORE,"The primroses and sweet-scented violets peeped out from among the grass, and a little water wagtail came and perched on a stone in the middle of the stream, and bobbed up and down, till it seemed as if he were nodding to Maisie, and as if he were trying to say to her, ""Never mind, cheer up."" ",trying,28,30,1,8
"The primroses and sweet-scented violets peeped out from among the grass, and a little water wagtail came and perched on a stone in the middle of the stream, and bobbed up and down, till it seemed as if he were nodding to Maisie, and as if he were trying to say to her, ""Never mind, cheer up."" ",trying,BEFORE,But the poor girl was in no mood that morning to enjoy the flowers and the birds. ,enjoy,30,31,8,1
But the poor girl was in no mood that morning to enjoy the flowers and the birds. ,enjoy,BEFORE,"Instead of watching them, as she generally did, she hid her face in her hands, and wondered what would become of her. ",wondered,31,32,1,3
"Instead of watching them, as she generally did, she hid her face in her hands, and wondered what would become of her. ",wondered,BEFORE,"She rocked herself to and fro, as she thought how terrible it would be if her mother fulfilled her threat and shut her up in the Convent of St. Mary, with the grave, solemn-faced sisters, who seemed as if they had completely forgotten what it was like to be young, and run about in the sunshine, and laugh, and pick the fresh Spring flowers. ",thought,32,33,3,2
"She rocked herself to and fro, as she thought how terrible it would be if her mother fulfilled her threat and shut her up in the Convent of St. Mary, with the grave, solemn-faced sisters, who seemed as if they had completely forgotten what it was like to be young, and run about in the sunshine, and laugh, and pick the fresh Spring flowers. ",thought,BEFORE,"""Oh, I could not do it, I could not do it,"" she cried at last. ",cried,33,34,2,4
"""Oh, I could not do it, I could not do it,"" she cried at last. ",cried,BEFORE,"""It would kill me to be a nun."" ",kill,34,35,4,1
"""It would kill me to be a nun."" ",kill,BEFORE,"""And who wants to make a pretty wench like thee into a nun?"" ",make,35,36,1,1
"""And who wants to make a pretty wench like thee into a nun?"" ",make,BEFORE,"Maisie jumped up, and stood staring in front of her as if she had been moonstruck. ",stood,36,38,1,1
"Maisie jumped up, and stood staring in front of her as if she had been moonstruck. ",stood,AFTER,"For, just across the stream from where she had been sitting, there was a curious boulder, with a round hole in the middle of it--for all the world like a big apple with the core taken out. ",sitting,38,39,1,2
"For, just across the stream from where she had been sitting, there was a curious boulder, with a round hole in the middle of it--for all the world like a big apple with the core taken out. ",sitting,BEFORE,Maisie knew it well; ,knew,39,40,2,0
Maisie knew it well; ,knew,BEFORE," she had often sat upon it, and wondered how the funny hole came to be there. ",wondered,40,41,0,2
" she had often sat upon it, and wondered how the funny hole came to be there. ",wondered,AFTER,"It was no wonder that she stared, for, seated on this stone, was the queerest little old woman that she had ever seen in her life. ",seen,41,42,2,5
"It was no wonder that she stared, for, seated on this stone, was the queerest little old woman that she had ever seen in her life. ",seen,BEFORE,"Indeed, had it not been for her silver hair, and the white mutch with the big frill that she wore on her head, Maisie would have taken her for a little girl, she wore such a very short skirt, only reaching down to her knees. ",wore,42,43,5,2
"Indeed, had it not been for her silver hair, and the white mutch with the big frill that she wore on her head, Maisie would have taken her for a little girl, she wore such a very short skirt, only reaching down to her knees. ",wore,BEFORE,"Her face, inside the frill of her cap, was round, and her cheeks were rosy, and she had little black eyes, which twinkled merrily as she looked at the startled maiden. ",looked,43,44,2,4
"Her face, inside the frill of her cap, was round, and her cheeks were rosy, and she had little black eyes, which twinkled merrily as she looked at the startled maiden. ",looked,AFTER,"On her shoulders was a black and white checked shawl, and on her legs, which she dangled over the edge of the boulder, she wore black silk stockings and the neatest little shoes, with great silver buckles. ",wore,44,45,4,3
"On her shoulders was a black and white checked shawl, and on her legs, which she dangled over the edge of the boulder, she wore black silk stockings and the neatest little shoes, with great silver buckles. ",wore,BEFORE,"In fact, she would have been quite a pretty old lady had it not been for her lips, which were very long and very thick, and made her look quite ugly in spite of her rosy cheeks and black eyes. ",look,45,46,3,7
"In fact, she would have been quite a pretty old lady had it not been for her lips, which were very long and very thick, and made her look quite ugly in spite of her rosy cheeks and black eyes. ",look,BEFORE,Maisie stood and looked at her for such a long time in silence that she repeated her question. ,looked,46,47,7,1
Maisie stood and looked at her for such a long time in silence that she repeated her question. ,looked,BEFORE,"More likely that some gallant gentleman should want to make a bride of thee."" ",make,47,49,1,2
"More likely that some gallant gentleman should want to make a bride of thee."" ",make,AFTER,"""Oh, no,"" answered Maisie, ""my mother says no gentleman would look at me because I cannot spin."" ",spin,49,50,2,5
"""Oh, no,"" answered Maisie, ""my mother says no gentleman would look at me because I cannot spin."" ",spin,BEFORE,"""Nonsense,"" said the tiny woman. ",said,50,51,5,0
"""Nonsense,"" said the tiny woman. ",said,AFTER,"""Spinning is all very well for old folks like me--my lips, as thou seest, are long and ugly because I have spun so much, for I always wet my fingers with them, the easier to draw the thread from the distaff. ",spun,51,52,0,3
"""Spinning is all very well for old folks like me--my lips, as thou seest, are long and ugly because I have spun so much, for I always wet my fingers with them, the easier to draw the thread from the distaff. ",spun,BEFORE,"""If my mother only thought as thou dost,"" replied the girl sadly; ",thought,52,55,3,0
"""If my mother only thought as thou dost,"" replied the girl sadly; ",thought,BEFORE," and, encouraged by the old woman's kindly face, she told her the whole story. ",told,55,56,0,1
" and, encouraged by the old woman's kindly face, she told her the whole story. ",told,BEFORE,"""Well,"" said the old Dame, ""I do not like to see pretty girls weep; ",like,56,57,1,2
"""Well,"" said the old Dame, ""I do not like to see pretty girls weep; ",like,BEFORE," what if I were able to help thee, and spin the lint for thee?"" ",spin,57,58,2,3
" what if I were able to help thee, and spin the lint for thee?"" ",spin,BEFORE,Maisie thought that this offer was too good to be true; ,thought,58,59,3,0
Maisie thought that this offer was too good to be true; ,thought,BEFORE, but her new friend bade her run home and fetch the lint; ,bade,59,60,0,0
 but her new friend bade her run home and fetch the lint; ,bade,BEFORE, and I need not tell you that she required no second bidding. ,tell,60,61,0,1
 and I need not tell you that she required no second bidding. ,tell,BEFORE,"When she returned she handed the bundle to the little lady, and was about to ask her where she should meet her in order to get the thread from her when it was spun, when a sudden noise behind her made her look round. ",look,61,62,1,10
"When she returned she handed the bundle to the little lady, and was about to ask her where she should meet her in order to get the thread from her when it was spun, when a sudden noise behind her made her look round. ",look,BEFORE,She saw nothing; ,saw,62,63,10,0
She saw nothing; ,saw,AFTER," but what was her horror and surprise when she turned back again, to find that the old woman had vanished entirely, lint and all. ",vanished,63,64,0,4
" but what was her horror and surprise when she turned back again, to find that the old woman had vanished entirely, lint and all. ",vanished,BEFORE,"She rubbed her eyes, and looked all round, but she was nowhere to be seen. ",looked,64,65,4,1
"She rubbed her eyes, and looked all round, but she was nowhere to be seen. ",looked,BEFORE,"She wondered if she could have been dreaming, but no that could not be, there were her footprints leading up the bank and down again, where she had gone for the lint, and brought it back, and there was the mark of her foot, wet with dew, on a stone in the middle of the stream, where she had stood when she had handed the lint up to the mysterious little stranger. ",wondered,65,67,1,0
"She wondered if she could have been dreaming, but no that could not be, there were her footprints leading up the bank and down again, where she had gone for the lint, and brought it back, and there was the mark of her foot, wet with dew, on a stone in the middle of the stream, where she had stood when she had handed the lint up to the mysterious little stranger. ",wondered,BEFORE,What was she to do now? ,do,67,68,0,1
What was she to do now? ,do,AFTER,"What would her mother say when, in addition to not having finished the task that had been given her, she had to confess to having lost the greater part of the lint also? ",lost,68,69,1,10
"What would her mother say when, in addition to not having finished the task that had been given her, she had to confess to having lost the greater part of the lint also? ",lost,BEFORE,"She ran up and down the little dell, hunting amongst the bushes, and peeping into every nook and cranny of the bank where the little old woman might have hidden herself. ",ran,69,70,10,0
"She ran up and down the little dell, hunting amongst the bushes, and peeping into every nook and cranny of the bank where the little old woman might have hidden herself. ",ran,BEFORE," and at last, tired out with the search, she sat down on the stone once more, and presently fell fast asleep. ",fell,70,72,0,1
" and at last, tired out with the search, she sat down on the stone once more, and presently fell fast asleep. ",fell,BEFORE,When she awoke it was evening. ,awoke,72,73,1,0
When she awoke it was evening. ,awoke,AFTER,"She was sitting thinking of the curious events of the day, and gazing at the great boulder opposite, when it seemed to her as if a distant murmur of voices came from it. ",sitting,73,75,0,1
"She was sitting thinking of the curious events of the day, and gazing at the great boulder opposite, when it seemed to her as if a distant murmur of voices came from it. ",sitting,BEFORE,"With one bound she crossed the stream, and clambered on to the stone. ",clambered,75,76,1,2
"With one bound she crossed the stream, and clambered on to the stone. ",clambered,AFTER,"Someone was talking underneath it, far down in the ground. ",talking,76,78,2,1
"Someone was talking underneath it, far down in the ground. ",talking,BEFORE,"She put her ear close to the stone, and listened. ",listened,78,79,1,1
"She put her ear close to the stone, and listened. ",listened,BEFORE,"""Ho, ho, my pretty little wench little knows that my name is Habetrot."" ",knows,79,81,1,0
"""Ho, ho, my pretty little wench little knows that my name is Habetrot."" ",knows,AFTER,"Full of curiosity, Maisie put her eye to the opening, and the strangest sight that she had ever seen met her gaze. ",seen,81,82,0,2
