clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Per Gynt,7,41,119,160,Per Gynt,male,1.0,primary
the trolls,70,7,9,16,the trolls,group/nonbinary,1.0,tertiary
Aabakken/Kjostol Aabakken,12,3,5,8,Aabakken,male,1.0,tertiary
Per,15,1,6,7,Per,male,1.0,tertiary
the crooked one,98,5,1,6,the crooked one,unknown,0.0,tertiary
Tron Valfjeldet,11,2,4,6,Tron Valfjeldet,male,1.0,tertiary
the dairy - maids,67,3,2,5,the dairy - maids,group/nonbinary,1.0,tertiary
a troll,52,1,4,5,a troll,male,1.0,tertiary
The great troll/the great troll,36,2,2,4,The great troll,male,1.0,tertiary
the monster troll,33,1,2,3,the monster troll,unknown,0.0,tertiary
Per Gynt--his dogs,35,1,2,3,Per Gynt's dogs,group/nonbinary,1.0,tertiary
"four strangers in the hut , who were frightening the dairy - maids",65,1,2,3,"four strangers in the hut , who were frightening the dairy - maids",group/nonbinary,1.0,tertiary
a marksman,18,1,2,3,a marksman,male,1.0,tertiary
all the trolls,89,1,2,3,all the trolls,group/nonbinary,1.0,tertiary
the herdsman,29,3,0,3,the herdsman,unknown,0.0,tertiary
Rolf Eldforkungen/Eldforkungen,13,3,0,3,Rolf Eldforkungen,unknown,0.0,tertiary
the girl,43,1,1,2,the girl,female,1.0,tertiary
Gust,9,2,0,2,Gust,unknown,0.0,tertiary
Per Gynt--my little lamb,103,1,1,2,Per Gynt's little lamb,unknown,0.0,tertiary
three dairy - maids,22,2,0,2,three dairy - maids,unknown,0.0,tertiary
the other,48,1,1,2,the other,unknown,0.0,tertiary
the man,81,1,0,1,the man,male,1.0,tertiary
Kvam a marksman by the name of Per Gynt,17,1,0,1,Kvam a marksman by the name of Per Gynt,unknown,0.0,tertiary
trolls,110,1,0,1,trolls,unknown,0.0,tertiary
fiddlers,86,1,0,1,fiddlers,unknown,0.0,tertiary
these trolls,78,1,0,1,these trolls,unknown,0.0,tertiary
others,87,1,0,1,others,unknown,0.0,tertiary
the trolls--some of them,88,1,0,1,the trolls's of them,unknown,0.0,tertiary
all the trolls--every one of them,90,1,0,1,all the trolls's one of them,unknown,0.0,tertiary
one of the trolls,91,1,0,1,one of the trolls,unknown,0.0,tertiary
Master Bruin,16,1,0,1,Master Bruin,unknown,0.0,tertiary
God,14,1,0,1,God,unknown,0.0,tertiary
the dairy - maids in the hut at Val,105,1,0,1,the dairy - maids in the hut at Val,unknown,0.0,tertiary
The people who lived there,75,1,0,1,The people who lived there,unknown,0.0,tertiary
Vore,10,1,0,1,Vore,unknown,0.0,tertiary
Gyri Soupsmeller,8,1,0,1,Gyri Soupsmeller,unknown,0.0,tertiary
The troll,53,1,0,1,The troll,unknown,0.0,tertiary
a troll--my smeller,104,1,0,1,a troll's smeller,unknown,0.0,tertiary
a girl,39,1,0,1,a girl,female,1.0,tertiary
the big crooked one of Etnedal,102,1,0,1,the big crooked one of Etnedal,unknown,0.0,tertiary
this crooked one,101,1,0,1,this crooked one,unknown,0.0,tertiary
the big crooked one,100,1,0,1,the big crooked one,unknown,0.0,tertiary
a herdsman,25,1,0,1,a herdsman,unknown,0.0,tertiary
all the herd - folk,23,1,0,1,all the herd - folk,unknown,0.0,tertiary
the crowd,94,1,0,1,the crowd,unknown,0.0,tertiary
