clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Barbaik,3,19,99,118,Barbaik,female,1.0,primary
Jegu,4,22,79,101,Jegu,male,1.0,primary
the dwarfs,78,5,15,20,the dwarfs,group/nonbinary,1.0,tertiary
the brownie,29,9,5,14,the brownie,male,1.0,tertiary
the girl,48,1,10,11,the girl,female,1.0,tertiary
the little fellow,31,1,9,10,the little fellow,unknown,0.0,tertiary
Barbaik--the one whose heart was most set on her was her father 's head man,19,1,4,5,Barbaik's one whose heart was most set on her was her father 's head man,male,1.0,tertiary
the young man/The young man,26,2,2,4,the young man,male,1.0,tertiary
the dwarf,32,2,2,4,the dwarf,unknown,0.0,tertiary
people,83,1,2,3,people,group/nonbinary,1.0,tertiary
the brownie--his friends,62,2,1,3,the brownie's friends,group/nonbinary,1.0,tertiary
Jalm Riou/old Riou,2,2,1,3,Jalm Riou,male,1.0,tertiary
the korigans who dwell in the White Corn country,105,1,2,3,the korigans who dwell in the White Corn country,group/nonbinary,1.0,tertiary
my husband,126,2,0,2,my husband,male,1.0,tertiary
the farmer,57,2,0,2,the farmer,unknown,0.0,tertiary
the peasant,30,1,1,2,the peasant,unknown,0.0,tertiary
the farmer 's wife,131,1,1,2,the farmer 's wife,female,1.0,tertiary
a man whose name was Jalm Riou,6,1,1,2,a man whose name was Jalm Riou,male,1.0,tertiary
a girl who liked to lie in bed and to amuse herself--a girl who liked to lie in bed and to amuse herself,43,1,1,2,a girl who liked to lie in bed and to amuse herself's girl who liked to lie in bed and to amuse herself,female,1.0,tertiary
Barbaik--her father,20,2,0,2,Barbaik's father,male,1.0,tertiary
the voice,27,1,1,2,the voice,unknown,0.0,tertiary
the women,14,1,1,2,the women,female,1.0,tertiary
"a little dwarf , all dressed in green",28,1,0,1,"a little dwarf , all dressed in green",unknown,0.0,tertiary
the little fellows,66,1,0,1,the little fellows,unknown,0.0,tertiary
"the brownie , who was standing by",69,1,0,1,"the brownie , who was standing by",unknown,0.0,tertiary
the brownie who had caused her to expect a life of ease and pleasure,72,1,0,1,the brownie who had caused her to expect a life of ease and pleasure,unknown,0.0,tertiary
Jegu--you miserable dwarf,120,1,0,1,Jegu's miserable dwarf,unknown,0.0,tertiary
that man,121,1,0,1,that man,male,1.0,tertiary
the young men,123,1,0,1,the young men,male,1.0,tertiary
the prettiest girl in the parish,124,1,0,1,the prettiest girl in the parish,female,1.0,tertiary
Barbaik--you wretched dwarf,128,1,0,1,Barbaik's wretched dwarf,unknown,0.0,tertiary
a host of little dwarfs,63,1,0,1,a host of little dwarfs,unknown,0.0,tertiary
the best - dressed girl in the whole country side,12,1,0,1,the best - dressed girl in the whole country side,female,1.0,tertiary
Barbaik--my friends,129,1,0,1,Barbaik's friends,unknown,0.0,tertiary
the most graceful dancer,11,1,0,1,the most graceful dancer,unknown,0.0,tertiary
one man,84,1,0,1,one man,male,1.0,tertiary
another,85,1,0,1,another,unknown,0.0,tertiary
a daughter called Barbaik,10,1,0,1,a daughter called Barbaik,unknown,0.0,tertiary
the wicked dwarfs,86,1,0,1,the wicked dwarfs,unknown,0.0,tertiary
Wicked traitress,99,1,0,1,Wicked traitress,unknown,0.0,tertiary
the people,65,1,0,1,the people,unknown,0.0,tertiary
the brownie--some of his friends,61,1,0,1,the brownie's of his friends,unknown,0.0,tertiary
more partners,16,1,0,1,more partners,unknown,0.0,tertiary
Jegu--your family,104,1,0,1,Jegu's family,unknown,0.0,tertiary
the little fellow--my people,107,1,0,1,the little fellow's people,unknown,0.0,tertiary
the friends of man,108,1,0,1,the friends of man,male,1.0,tertiary
man,109,1,0,1,man,male,1.0,tertiary
that robin redbreast,115,1,0,1,that robin redbreast,unknown,0.0,tertiary
Jegu--your friend,116,1,0,1,Jegu's friend,unknown,0.0,tertiary
Jegu--my little brownie,117,1,0,1,Jegu's little brownie,unknown,0.0,tertiary
master of the farm and of Barbaik,118,1,0,1,master of the farm and of Barbaik,unknown,0.0,tertiary
the labourers,40,1,0,1,the labourers,unknown,0.0,tertiary
a husband of this sort,42,1,0,1,a husband of this sort,male,1.0,tertiary
the young men who wanted to marry Barbaik,18,1,0,1,the young men who wanted to marry Barbaik,male,1.0,tertiary
a most useful husband,49,1,0,1,a most useful husband,male,1.0,tertiary
a young lady,50,1,0,1,a young lady,female,1.0,tertiary
the girl--her neighbours,51,1,0,1,the girl's neighbours,unknown,0.0,tertiary
a well - brought - up girl,52,1,0,1,a well - brought - up girl,female,1.0,tertiary
the old man,56,1,0,1,the old man,male,1.0,tertiary
any other girl,17,1,0,1,any other girl,female,1.0,tertiary
ten labourers,59,1,0,1,ten labourers,unknown,0.0,tertiary
Barne Riou,5,1,0,1,Barne Riou,unknown,0.0,tertiary
