sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"There were once upon a time five-and twenty tin-soldiers-all brothers, as they were made out of the same old tin spoon. ",made,BEFORE,"Their uniform was red and blue, and they shouldered their guns and looked straight in front of them. ",shouldered,0,1,2,1
"Their uniform was red and blue, and they shouldered their guns and looked straight in front of them. ",shouldered,BEFORE,"The first words that they heard in this world, when the lid of the box in which they lay was taken off, were: 'Hurrah, tin-soldiers!' ",heard,1,2,1,0
"The first words that they heard in this world, when the lid of the box in which they lay was taken off, were: 'Hurrah, tin-soldiers!' ",heard,BEFORE,"This was exclaimed by a little boy, clapping his hands; ",clapping,2,3,0,2
"This was exclaimed by a little boy, clapping his hands; ",clapping,BEFORE," they had been given to him because it was his birthday, and now he began setting them out on the table. ",began,3,4,2,4
" they had been given to him because it was his birthday, and now he began setting them out on the table. ",began,AFTER," but there he stood as firmly on his one leg as the others did on two, and he is the one that became famous. ",stood,4,6,4,0
" but there he stood as firmly on his one leg as the others did on two, and he is the one that became famous. ",stood,BEFORE,"She was cut out of paper, but she had on a dress of the finest muslin, with a scarf of narrow blue ribbon round her shoulders, fastened in the middle with a glittering rose made of gold paper, which was as large as her head. ",fastened,6,12,0,4
"She was cut out of paper, but she had on a dress of the finest muslin, with a scarf of narrow blue ribbon round her shoulders, fastened in the middle with a glittering rose made of gold paper, which was as large as her head. ",fastened,BEFORE,"The little lady was stretching out both her arms, for she was a Dancer, and was lifting up one leg so high in the air that the Tin-soldier couldn't find it anywhere, and thought that she, too, had only one leg. ",thought,12,13,4,7
"The little lady was stretching out both her arms, for she was a Dancer, and was lifting up one leg so high in the air that the Tin-soldier couldn't find it anywhere, and thought that she, too, had only one leg. ",thought,BEFORE,he thought; ,thought,13,15,7,0
he thought; ,thought,AFTER," 'but she is so grand, and lives in a castle, whilst I have only a box with four-and-twenty others. ",have,15,16,0,2
" 'but she is so grand, and lives in a castle, whilst I have only a box with four-and-twenty others. ",have,BEFORE,But I must make her acquaintance.' ,make,16,18,2,1
But I must make her acquaintance.' ,make,BEFORE,Then he stretched himself out behind a snuff-box that lay on the table; ,stretched,18,19,1,0
Then he stretched himself out behind a snuff-box that lay on the table; ,stretched,BEFORE," from thence he could watch the dainty little lady, who continued to stand on one leg without losing her balance. ",losing,19,20,0,4
" from thence he could watch the dainty little lady, who continued to stand on one leg without losing her balance. ",losing,BEFORE,"The tin-soldiers rattled in their box, for they wanted to be out too, but they could not raise the lid. ",rattled,20,23,4,0
"The tin-soldiers rattled in their box, for they wanted to be out too, but they could not raise the lid. ",rattled,BEFORE," there was such a noise that the canary woke up and began to talk to them, in poetry too! ",began,23,25,0,2
" there was such a noise that the canary woke up and began to talk to them, in poetry too! ",began,BEFORE,The only two who did not stir from their places were the Tin-soldier and the little Dancer. ,stir,25,26,2,1
The only two who did not stir from their places were the Tin-soldier and the little Dancer. ,stir,BEFORE,"She remained on tip-toe, with both arms outstretched; ",remained,26,27,1,0
"She remained on tip-toe, with both arms outstretched; ",remained,BEFORE," he stood steadfastly on his one leg, never moving his eyes from her face. ",stood,27,28,0,0
" he stood steadfastly on his one leg, never moving his eyes from her face. ",stood,BEFORE,said the imp. ,said,28,33,0,0
said the imp. ,said,AFTER,'Don't look at things that aren't intended for the likes of you!' ,look,33,34,0,1
'Don't look at things that aren't intended for the likes of you!' ,look,BEFORE,"But the Tin-soldier took no notice, and seemed not to hear. ",took,34,35,1,0
"But the Tin-soldier took no notice, and seemed not to hear. ",took,BEFORE,"When it was morning, and the children had got up, the Tin-soldier was put in the window; ",put,35,38,0,4
"When it was morning, and the children had got up, the Tin-soldier was put in the window; ",put,BEFORE," and whether it was the wind or the little black imp, I don't know, but all at once the window flew open and out fell the little Tin-soldier, head over heels, from the third-storey window! ",fell,38,39,4,4
" and whether it was the wind or the little black imp, I don't know, but all at once the window flew open and out fell the little Tin-soldier, head over heels, from the third-storey window! ",fell,BEFORE,"He landed on his head with his leg in the air, his gun being wedged between two paving-stones. ",wedged,39,41,4,2
"He landed on his head with his leg in the air, his gun being wedged between two paving-stones. ",wedged,BEFORE,"The nursery-maid and the little boy came down at once to look for him, but, though they were so near him that they almost trod on him, they did not notice him. ",trod,41,42,2,3
"The nursery-maid and the little boy came down at once to look for him, but, though they were so near him that they almost trod on him, they did not notice him. ",trod,BEFORE,they must have found him; ,found,42,44,3,2
they must have found him; ,found,BEFORE," but he did not think it fitting for him to cry out, because he had on his uniform. ",think,44,45,2,1
" but he did not think it fitting for him to cry out, because he had on his uniform. ",think,AFTER,cried one. ,cried,45,50,1,0
cried one. ,cried,BEFORE,He shall sail up and down in a boat!' ,sail,50,52,0,1
He shall sail up and down in a boat!' ,sail,AFTER,"So they made a little boat out of newspaper, put the Tin-soldier in it, and made him sail up and down the gutter; ",sail,52,53,1,3
"So they made a little boat out of newspaper, put the Tin-soldier in it, and made him sail up and down the gutter; ",sail,BEFORE," both the boys ran along beside him, clapping their hands. ",clapping,53,54,3,1
" both the boys ran along beside him, clapping their hands. ",clapping,BEFORE,"The paper-boat tossed up and down, and in the middle of the stream it went so quick that the Tin-soldier trembled; ",went,54,56,1,1
"The paper-boat tossed up and down, and in the middle of the stream it went so quick that the Tin-soldier trembled; ",went,BEFORE," but he remained steadfast, showed no emotion, looked straight in front of him, shouldering his gun. ",shouldering,56,57,1,3
" but he remained steadfast, showed no emotion, looked straight in front of him, shouldering his gun. ",shouldering,BEFORE,'Where can I be coming now?' ,coming,57,59,3,2
'Where can I be coming now?' ,coming,AFTER,he wondered. ,wondered,59,60,2,0
he wondered. ,wondered,BEFORE,"Ah, if only the little lady were sitting beside me in the boat, it might be twice as dark for all I should care!' ",care,60,63,0,5
"Ah, if only the little lady were sitting beside me in the boat, it might be twice as dark for all I should care!' ",care,AFTER,'Have you a passport?' ,Have,63,65,5,0
'Have you a passport?' ,Have,BEFORE,"But the Tin-soldier was silent, and grasped his gun more firmly. ",grasped,65,68,0,1
"But the Tin-soldier was silent, and grasped his gun more firmly. ",grasped,BEFORE,"how he showed his teeth, as he cried to the chips of wood and straw: 'Hold him, hold him! ",cried,68,71,1,1
"how he showed his teeth, as he cried to the chips of wood and straw: 'Hold him, hold him! ",cried,AFTER,he has not paid the toll! ,paid,71,72,1,1
he has not paid the toll! ,paid,BEFORE,He has not shown his passport!' ,shown,72,73,1,1
He has not shown his passport!' ,shown,BEFORE,The Tin-soldier could already see daylight where the tunnel ended; ,see,73,75,1,1
The Tin-soldier could already see daylight where the tunnel ended; ,see,BEFORE, but in his ears there sounded a roaring enough to frighten any brave man. ,sounded,75,76,1,0
 but in his ears there sounded a roaring enough to frighten any brave man. ,sounded,BEFORE,"On went the boat, the poor Tin-soldier keeping himself as stiff as he could: no one should say of him afterwards that he had flinched. ",flinched,76,81,0,6
"On went the boat, the poor Tin-soldier keeping himself as stiff as he could: no one should say of him afterwards that he had flinched. ",flinched,AFTER,"The Tin-soldier was standing up to his neck in water, and deeper and deeper sank the boat, and softer and softer grew the paper; ",standing,81,83,6,1
"The Tin-soldier was standing up to his neck in water, and deeper and deeper sank the boat, and softer and softer grew the paper; ",standing,BEFORE,"He was thinking of the pretty little Dancer, whose face he should never see again, and there sounded in his ears, over and over again: 'Forward, forward, soldier bold! ",sounded,83,85,1,4
"He was thinking of the pretty little Dancer, whose face he should never see again, and there sounded in his ears, over and over again: 'Forward, forward, soldier bold! ",sounded,BEFORE,"The paper came in two, and the soldier fell-but at that moment he was swallowed by a great fish. ",swallowed,85,87,4,3
"The paper came in two, and the soldier fell-but at that moment he was swallowed by a great fish. ",swallowed,BEFORE,"But there the steadfast little Tin-soldier lay full length, shouldering his gun. ",shouldering,87,90,3,1
"But there the steadfast little Tin-soldier lay full length, shouldering his gun. ",shouldering,BEFORE,"Up and down swam the fish, then he made the most dreadful contortions, and became suddenly quite still. ",became,90,91,1,2
"Up and down swam the fish, then he made the most dreadful contortions, and became suddenly quite still. ",became,BEFORE," the daylight streamed in, and a voice exclaimed, 'Why, here is the little Tin-soldier!' ",exclaimed,91,93,2,1
" the daylight streamed in, and a voice exclaimed, 'Why, here is the little Tin-soldier!' ",exclaimed,AFTER,"The fish had been caught, taken to market, sold, and brought into the kitchen, where the cook had cut it open with a great knife. ",cut,93,94,1,7
"The fish had been caught, taken to market, sold, and brought into the kitchen, where the cook had cut it open with a great knife. ",cut,BEFORE,"She took up the soldier between her finger and thumb, and carried him into the room, where everyone wanted to see the hero who had been found inside a fish; ",wanted,94,95,7,2
"She took up the soldier between her finger and thumb, and carried him into the room, where everyone wanted to see the hero who had been found inside a fish; ",wanted,BEFORE,"They put him on the table, and-no, but what strange things do happen in this world!-the Tin-soldier was in the same room in which he had been before! ",put,95,97,2,0
"They put him on the table, and-no, but what strange things do happen in this world!-the Tin-soldier was in the same room in which he had been before! ",put,BEFORE,"He saw the same children, and the same toys on the table; ",saw,97,98,0,0
"He saw the same children, and the same toys on the table; ",saw,AFTER,She was still standing on one leg with the other high in the air; ,standing,98,100,0,1
She was still standing on one leg with the other high in the air; ,standing,BEFORE,"That touched the Tin-soldier, he was nearly going to shed tin-tears; ",shed,100,102,1,3
"That touched the Tin-soldier, he was nearly going to shed tin-tears; ",shed,BEFORE,"He looked at her, but she said nothing. ",looked,102,104,3,0
"He looked at her, but she said nothing. ",looked,BEFORE,"All at once one of the little boys took up the Tin-soldier, and threw him into the stove, giving no reasons; ",threw,104,105,0,1
"All at once one of the little boys took up the Tin-soldier, and threw him into the stove, giving no reasons; ",threw,BEFORE,"There the Tin-soldier lay, and felt a heat that was truly terrible; ",lay,105,107,1,0
"There the Tin-soldier lay, and felt a heat that was truly terrible; ",lay,BEFORE," but whether he was suffering from actual fire, or from the ardour of his passion, he did not know. ",suffering,107,108,0,1
" but whether he was suffering from actual fire, or from the ardour of his passion, he did not know. ",suffering,BEFORE,All his colour had disappeared; ,disappeared,108,109,1,1
