clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The Tin - soldier/the Tin - soldier,18,15,29,44,The Tin - soldier,male,1.0,primary
the little Tin - soldier,36,2,31,33,the little Tin - soldier,male,1.0,primary
Tin - soldier,99,2,12,14,Tin - soldier,male,1.0,secondary
the poor Tin - soldier,64,1,8,9,the poor Tin - soldier,male,1.0,tertiary
five - and twenty tin - soldiers,1,1,8,9,five - and twenty tin - soldiers,group/nonbinary,1.0,tertiary
the pretty little Dancer,69,2,6,8,the pretty little Dancer,female,1.0,tertiary
the little lady/The little lady,16,3,5,8,the little lady,female,1.0,tertiary
the little Dancer,29,3,3,6,the little Dancer,female,1.0,tertiary
the dainty little lady,19,1,5,6,the dainty little lady,female,1.0,tertiary
the soldier,70,2,4,6,the soldier,male,1.0,tertiary
a little boy,4,1,4,5,a little boy,male,1.0,tertiary
The tin - soldiers,24,1,4,5,The tin - soldiers,group/nonbinary,1.0,tertiary
"a little lady , who stood in the open doorway",15,1,4,5,"a little lady , who stood in the open doorway",female,1.0,tertiary
"just one , who had been made last when the tin",7,1,3,4,"just one , who had been made last when the tin",male,1.0,tertiary
both the boys,46,1,1,2,both the boys,male,1.0,tertiary
a Tin - soldier,100,1,1,2,a Tin - soldier,unknown,0.0,tertiary
the imp,30,2,0,2,the imp,unknown,0.0,tertiary
the maid,95,1,1,2,the maid,female,1.0,tertiary
The only two who did not stir,27,1,1,2,The only two who did not stir,group/nonbinary,1.0,tertiary
the other tin - soldiers,20,1,1,2,the other tin - soldiers,group/nonbinary,1.0,tertiary
Each soldier,5,1,0,1,Each soldier,unknown,0.0,tertiary
the Tin - soldier in the stove,93,1,0,1,the Tin - soldier in the stove,unknown,0.0,tertiary
the little boys,88,1,0,1,the little boys,male,1.0,tertiary
one of the little boys,87,1,0,1,one of the little boys,male,1.0,tertiary
a soldier,86,1,0,1,a soldier,unknown,0.0,tertiary
the same children,83,1,0,1,the same children,unknown,0.0,tertiary
the hero who had been found inside a fish,78,1,0,1,the hero who had been found inside a fish,unknown,0.0,tertiary
everyone,77,1,0,1,everyone,unknown,0.0,tertiary
the cook,74,1,0,1,the cook,unknown,0.0,tertiary
the steadfast little Tin - soldier,72,1,0,1,the steadfast little Tin - soldier,unknown,0.0,tertiary
tin - soldiers,97,1,0,1,tin - soldiers,unknown,0.0,tertiary
soldier,105,1,0,1,soldier,unknown,0.0,tertiary
the other,6,1,0,1,the other,unknown,0.0,tertiary
the canary,26,1,0,1,the canary,unknown,0.0,tertiary
any brave man,56,1,0,1,any brave man,male,1.0,tertiary
the black imp,102,1,0,1,the black imp,unknown,0.0,tertiary
the one that became famous,9,1,0,1,the one that became famous,unknown,0.0,tertiary
a Dancer,17,1,0,1,a Dancer,unknown,0.0,tertiary
two little street boys,42,1,0,1,two little street boys,male,1.0,tertiary
the little boy,39,1,0,1,the little boy,male,1.0,tertiary
The nursery - maid,38,1,0,1,The nursery - maid,unknown,0.0,tertiary
all brothers,2,1,0,1,all brothers,male,1.0,tertiary
the children,33,1,0,1,the children,unknown,0.0,tertiary
the people of the house,22,1,0,1,the people of the house,unknown,0.0,tertiary
the little black imp,35,1,0,1,the little black imp,unknown,0.0,tertiary
